COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE
Ringed Kingfisher	-0.637839	-76.150079	3/21/10
Ringed Kingfisher	-0.637839	-76.150079	3/29/10
Ringed Kingfisher	-0.5219399	-76.3998753	8/6/10
Ringed Kingfisher	-0.523497	-76.4394507	8/7/10
Ringed Kingfisher	-0.5219399	-76.3998753	8/26/10
Ringed Kingfisher	-0.5245898	-76.3881111	8/13/10
Ringed Kingfisher	-0.4926835	-76.4919662	11/29/10
Ringed Kingfisher	-0.4926835	-76.4919662	11/29/10
Ringed Kingfisher	-0.5219399	-76.3998753	11/29/10
Ringed Kingfisher	-0.5067592	-76.4445662	11/30/10
Ringed Kingfisher	-0.523497	-76.4394507	12/24/10
Ringed Kingfisher	-0.6745278	-76.3974008	12/11/10
Ringed Kingfisher	-0.6745278	-76.3974008	12/12/10
Ringed Kingfisher	-0.5067592	-76.4445662	12/3/10
Ringed Kingfisher	-0.9598855	-75.2220154	3/7/11
Ringed Kingfisher	-0.9598855	-75.2220154	3/7/11
Ringed Kingfisher	-0.637839	-76.150079	3/2/11
Ringed Kingfisher	-0.6745278	-76.3974008	3/27/11
Ringed Kingfisher	-0.4476883	-76.5403748	3/30/11
Ringed Kingfisher	-0.637839	-76.150079	3/2/11
Ringed Kingfisher	-0.4476883	-76.5403748	4/2/11
Ringed Kingfisher	-0.6745278	-76.3974008	4/6/11
Ringed Kingfisher	-0.6745278	-76.3974008	4/6/11
Ringed Kingfisher	-0.6745278	-76.3974008	4/6/11
Ringed Kingfisher	-0.5245898	-76.4384079	7/20/11
Ringed Kingfisher	-0.5245898	-76.4384079	7/24/11
Ringed Kingfisher	-0.5245898	-76.4384079	7/22/11
Ringed Kingfisher	-0.61338	-75.8545834	1/15/12
Ringed Kingfisher	-0.6467544	-76.2076499	1/20/12
Ringed Kingfisher	-0.6467544	-76.2076499	1/23/12
Ringed Kingfisher	-0.637839	-76.150079	1/22/12
Ringed Kingfisher	-0.637839	-76.150079	1/10/12
Ringed Kingfisher	-0.637839	-76.150079	1/27/12
Ringed Kingfisher	-0.5270705	-76.3848575	2/15/12
Ringed Kingfisher	-0.5270705	-76.3848575	2/15/12
Ringed Kingfisher	-0.5270705	-76.3848575	2/15/12
Ringed Kingfisher	-0.4953969	-76.4652246	2/17/12
Ringed Kingfisher	-0.637839	-76.150079	2/17/12
Ringed Kingfisher	-0.5270705	-76.3848575	2/15/12
Ringed Kingfisher	-0.4597743	-76.4962949	2/18/12
Ringed Kingfisher	-0.637839	-76.150079	2/1/12
Ringed Kingfisher	-0.637839	-76.150079	2/17/12
Ringed Kingfisher	-0.6797701	-76.25901	2/20/12
Ringed Kingfisher	-0.6745278	-76.3974008	3/28/12
Ringed Kingfisher	-0.6745278	-76.3974008	3/28/12
Ringed Kingfisher	-0.637839	-76.150079	3/1/12
Ringed Kingfisher	-0.637839	-76.150079	3/22/12
Ringed Kingfisher	-0.6745278	-76.3974008	3/28/12
Ringed Kingfisher	-0.523497	-76.4394507	3/26/12
Ringed Kingfisher	-0.523497	-76.4394507	3/24/12
Ringed Kingfisher	-0.523497	-76.4394507	3/25/12
Ringed Kingfisher	-0.523497	-76.4394507	3/22/12
Ringed Kingfisher	-0.6745278	-76.3974008	6/29/12
Ringed Kingfisher	-0.6745278	-76.3974008	6/29/12
Ringed Kingfisher	-0.5219399	-76.3998753	6/13/12
Ringed Kingfisher	-0.5219399	-76.3998753	6/11/12
Ringed Kingfisher	-0.523497	-76.4394507	6/11/12
Ringed Kingfisher	-0.63721	-76.14848	7/12/12
Ringed Kingfisher	-0.63721	-76.14848	7/12/12
Ringed Kingfisher	0.8772412	-79.8423672	7/12/79
Ringed Kingfisher	0.4719444	-79.2138889	11/9/00
Ringed Kingfisher	0.8433484	-79.8948022	11/8/00
Ringed Kingfisher	0.3599717	-79.7544783	1/27/03
Ringed Kingfisher	0.8185807	-80.0192138	2/28/04
Ringed Kingfisher	1.2138984	-78.9724731	12/8/04
Ringed Kingfisher	1.2138984	-78.8571167	12/8/04
Ringed Kingfisher	1.0209878	-79.4843674	8/14/05
Ringed Kingfisher	0.3814288	-79.6592903	8/8/05
Ringed Kingfisher	0.8426553	-78.7526608	8/18/05
Ringed Kingfisher	0.8426553	-78.7526608	8/16/05
Ringed Kingfisher	0.4719444	-79.2138889	9/15/07
Ringed Kingfisher	0.3616881	-79.7009182	11/16/07
Ringed Kingfisher	0.4719444	-79.2138889	1/11/08
Ringed Kingfisher	0.6150509	-80.0174189	7/22/08
Ringed Kingfisher	0.4719444	-79.2138889	11/28/08
Ringed Kingfisher	0.43534	-79.11976	12/17/10
Ringed Kingfisher	0.8187472	-80.0531209	1/24/12
Ringed Kingfisher	0.7136637	-80.08677	1/26/12
Ringed Kingfisher	1.0910147	-78.8166123	2/21/12
Ringed Kingfisher	0.8426553	-78.7526608	2/22/12
Ringed Kingfisher	-2.0128305	-79.6199799	9/4/95
Ringed Kingfisher	-1.6746616	-80.8030701	9/10/99
Ringed Kingfisher	-2.2186836	-79.7717285	2/2/04
Ringed Kingfisher	-1.6732031	-80.8099365	3/20/07
Ringed Kingfisher	-2.1593321	-79.885025	3/21/07
Ringed Kingfisher	-2.4478329	-79.7497559	3/21/07
Ringed Kingfisher	-2.4478329	-79.7497559	3/21/07
Ringed Kingfisher	-2.4478329	-79.7497559	10/18/07
Ringed Kingfisher	-2.9199998	-79.7082825	1/1/08
Ringed Kingfisher	-3.0527538	-79.7497559	1/1/08
Ringed Kingfisher	-2.4478329	-79.7497559	2/4/08
Ringed Kingfisher	-1.6756911	-80.8029842	2/22/08
Ringed Kingfisher	-1.6756911	-80.8029842	2/23/08
Ringed Kingfisher	-2.3065418	-79.6380641	12/26/08
Ringed Kingfisher	-2.3065418	-79.6380641	12/31/08
Ringed Kingfisher	-2.3150818	-79.6374893	2/3/09
Ringed Kingfisher	-2.141835	-79.9049377	9/19/09
Ringed Kingfisher	-2.4478329	-79.7497559	9/19/09
Ringed Kingfisher	-2.4478329	-79.7497559	11/24/09
Ringed Kingfisher	-2.1639637	-80.057373	11/25/09
Ringed Kingfisher	-2.7493029	-79.6742249	11/26/09
Ringed Kingfisher	-2.2214281	-80.0491333	12/9/09
Ringed Kingfisher	-2.4835054	-79.6138	2/27/10
Ringed Kingfisher	-2.4551897	-79.642361	2/23/10
Ringed Kingfisher	-2.4478329	-79.7497559	4/11/10
Ringed Kingfisher	-2.0192352	-79.8683167	11/20/10
Ringed Kingfisher	-2.220958	-79.6957522	5/8/11
Ringed Kingfisher	-2.2576384	-80.1429525	10/28/11
Ringed Kingfisher	-2.4478329	-79.7497559	10/9/11
Ringed Kingfisher	-2.2973593	-79.6396144	3/19/12
Ringed Kingfisher	-2.4478329	-79.7497559	3/19/12
Ringed Kingfisher	-2.1639637	-80.057373	4/30/12
Ringed Kingfisher	-2.1639637	-80.057373	4/13/12
Ringed Kingfisher	-2.2517736	-79.62793	5/15/12
Ringed Kingfisher	-2.4478329	-79.7497559	5/18/12
Ringed Kingfisher	-2.4478329	-79.7497559	9/28/12
Ringed Kingfisher	-2.4478329	-79.7497559	9/28/12
Ringed Kingfisher	-2.4478329	-79.7497559	11/12/12
Ringed Kingfisher	-2.4478329	-79.7497559	11/15/12
Ringed Kingfisher	-2.4478329	-79.7497559	11/15/12
Ringed Kingfisher	-2.4478329	-79.7497559	11/12/12
Ringed Kingfisher	-2.4478329	-79.7497559	11/12/12
Ringed Kingfisher	-2.4478329	-79.7497559	11/12/12
Ringed Kingfisher	-2.4478329	-79.7497559	11/12/12
Ringed Kingfisher	-1.6051672	-78.6397934	6/18/10
Ringed Kingfisher	-4.371059	-79.93927	9/10/99
Ringed Kingfisher	-3.9957805	-79.203186	7/27/03
Ringed Kingfisher	-3.973861	-79.3587112	10/21/07
Ringed Kingfisher	-4.3598336	-79.7097273	12/1/09
Ringed Kingfisher	-4.3930958	-79.9640751	2/2/11
Ringed Kingfisher	-4.3930958	-79.9640751	2/2/11
Ringed Kingfisher	-4.3930958	-79.9640751	2/2/11
Ringed Kingfisher	-4.3930958	-79.9640751	2/2/11
Ringed Kingfisher	-4.0990341	-79.1721153	2/17/11
Ringed Kingfisher	-4.3841186	-80.2442908	5/15/11
Ringed Kingfisher	-4.387694	-79.887457	6/27/12
Ringed Kingfisher	-4.387694	-79.887457	6/27/12
Ringed Kingfisher	-4.3666667	-79.9	10/20/12
Ringed Kingfisher	-1.6758684	-80.7961407	12/5/94
Ringed Kingfisher	-1.6758684	-80.7961407	3/23/96
Ringed Kingfisher	-0.151748	-80.199599	12/21/02
Ringed Kingfisher	-0.151748	-80.199599	12/22/02
Ringed Kingfisher	-1.6758684	-80.7961407	8/23/03
Ringed Kingfisher	-1.6758684	-80.7961407	7/31/06
Ringed Kingfisher	-1.2729017	-81.0704069	3/11/09
Ringed Kingfisher	-1.559224	-80.8109589	12/2/09
Ringed Kingfisher	-1.6758684	-80.7961407	11/12/10
Ringed Kingfisher	-0.7032524	-80.2000825	1/9/12
Ringed Kingfisher	-0.6504556	-80.3715916	1/8/12
Ringed Kingfisher	-0.706673	-80.106836	6/17/12
Ringed Kingfisher	-0.706673	-80.106836	6/17/12
Ringed Kingfisher	-1.6763225	-80.8136177	10/22/12
Ringed Kingfisher	-1.6757919	-80.8060704	11/10/12
Ringed Kingfisher	-1.6757919	-80.8060704	11/10/12
Ringed Kingfisher	-1.6757919	-80.8060704	11/10/12
Ringed Kingfisher	-1.6757919	-80.8060704	11/10/12
Ringed Kingfisher	-1.6757919	-80.8060704	11/10/12
Ringed Kingfisher	-0.4717201	-76.7037964	1/20/82
Ringed Kingfisher	-0.4717201	-76.7037964	1/21/82
Ringed Kingfisher	-0.4394488	-76.7861938	1/19/82
Ringed Kingfisher	-0.4730934	-76.9928741	1/18/82
Ringed Kingfisher	-0.4394488	-76.7861938	4/1/86
Ringed Kingfisher	-0.4325826	-76.739502	4/1/86
Ringed Kingfisher	-0.4730934	-76.9928741	4/4/86
Ringed Kingfisher	-0.4717201	-76.7037964	2/17/87
Ringed Kingfisher	-0.4759257	-76.2868309	11/11/90
Ringed Kingfisher	-0.5822654	-75.4891205	3/8/92
Ringed Kingfisher	-0.9869183	-77.807579	7/20/93
Ringed Kingfisher	-0.9869183	-77.807579	7/21/93
Ringed Kingfisher	-0.5786607	-76.0094261	7/23/97
Ringed Kingfisher	-0.9869183	-77.807579	8/7/97
Ringed Kingfisher	-0.4981819	-76.3735306	7/10/99
Ringed Kingfisher	-0.4981819	-76.3735306	7/10/99
Ringed Kingfisher	-0.4559278	-76.6560745	7/5/99
Ringed Kingfisher	-0.4981819	-76.3735306	7/8/99
Ringed Kingfisher	-0.4981819	-76.3735306	7/8/99
Ringed Kingfisher	-0.4981819	-76.3735306	7/8/99
Ringed Kingfisher	-0.4559278	-76.6560745	7/5/99
Ringed Kingfisher	-0.4456284	-76.7024231	8/4/00
Ringed Kingfisher	-0.694954	-77.7297306	11/26/00
Ringed Kingfisher	-0.5295678	-76.3822746	7/14/04
Ringed Kingfisher	-0.5262206	-76.4378929	12/11/04
Ringed Kingfisher	-0.5262206	-76.4378929	12/13/04
Ringed Kingfisher	-0.4476883	-76.8713379	12/17/04
Ringed Kingfisher	-0.5262206	-76.4378929	12/12/04
Ringed Kingfisher	-0.5712796	-76.4428711	12/10/04
Ringed Kingfisher	-0.5262206	-76.4378929	12/14/04
Ringed Kingfisher	-0.5262206	-76.4378929	12/12/04
Ringed Kingfisher	-0.5262206	-76.4378929	12/16/04
Ringed Kingfisher	-0.5520544	-76.3742065	2/15/05
Ringed Kingfisher	-0.690577	-76.2672615	3/11/05
Ringed Kingfisher	-0.4737639	-76.9824296	5/21/05
Ringed Kingfisher	-0.4737639	-76.9824296	5/24/05
Ringed Kingfisher	-1.0649259	-77.6138592	8/26/05
Ringed Kingfisher	-0.5019314	-76.3306046	8/7/05
Ringed Kingfisher	-0.5288812	-76.3977242	8/6/05
Ringed Kingfisher	-0.4394488	-76.7861938	8/8/05
Ringed Kingfisher	-0.9869183	-77.807579	1/27/06
Ringed Kingfisher	-0.9022	-77.8052	12/22/06
Ringed Kingfisher	-0.6553888	-75.6652451	2/28/07
Ringed Kingfisher	-0.6553888	-75.6652451	2/27/07
Ringed Kingfisher	-0.6553888	-75.6652451	2/28/07
Ringed Kingfisher	-0.6553888	-75.6652451	2/27/07
Ringed Kingfisher	-0.6553888	-75.6652451	3/1/07
Ringed Kingfisher	-0.6553888	-75.6652451	3/1/07
Ringed Kingfisher	-0.6342758	-76.1203194	6/3/07
Ringed Kingfisher	-0.6557321	-76.2320709	6/8/07
Ringed Kingfisher	-0.6557321	-76.2320709	6/8/07
Ringed Kingfisher	-0.6342758	-76.1203194	6/3/07
Ringed Kingfisher	-0.4689736	-76.2303543	11/10/07
Ringed Kingfisher	-0.8937127	-77.3208257	11/30/07
Ringed Kingfisher	-1.0343753	-77.6663017	1/19/08
Ringed Kingfisher	-0.9096812	-77.8404522	3/22/08
Ringed Kingfisher	-0.5218434	-76.2121582	3/1/08
Ringed Kingfisher	-0.5218434	-76.2121582	3/1/08
Ringed Kingfisher	-0.5248778	-76.4406662	4/9/08
Ringed Kingfisher	-0.5084543	-76.3875961	4/11/08
Ringed Kingfisher	-0.5510245	-76.0398102	5/21/08
Ringed Kingfisher	-0.5249331	-76.4392662	5/31/08
Ringed Kingfisher	-0.5698205	-76.0036325	5/20/08
Ringed Kingfisher	-0.5698205	-76.0036325	5/19/08
Ringed Kingfisher	-1.03572	-77.39719	2/19/09
Ringed Kingfisher	-0.4518081	-76.7147827	3/7/09
Ringed Kingfisher	-1.0407543	-77.7977157	8/12/09
Ringed Kingfisher	-0.9971306	-77.8180075	10/1/09
Ringed Kingfisher	-0.67	-76.25	11/23/09
Ringed Kingfisher	-0.67	-76.25	12/14/09
Ringed Kingfisher	-0.6383096	-76.165123	3/22/10
Ringed Kingfisher	-0.649896	-76.2035751	3/19/10
Ringed Kingfisher	-0.5295678	-76.3822746	3/24/10
Ringed Kingfisher	-0.4694886	-76.9618034	3/19/10
Ringed Kingfisher	-0.903588	-77.3547363	12/19/10
Ringed Kingfisher	-0.903588	-77.3547363	12/20/10
Ringed Kingfisher	-0.903588	-77.3547363	12/17/10
Ringed Kingfisher	-0.903588	-77.3547363	12/18/10
Ringed Kingfisher	-1.0343753	-77.6663017	7/8/11
Ringed Kingfisher	-0.5445017	-78.2255745	7/17/11
Ringed Kingfisher	-0.9869183	-77.807579	1/27/12
Ringed Kingfisher	-1.01267	-77.854411	7/10/12
Ringed Kingfisher	-1.01267	-77.854411	7/10/12
Ringed Kingfisher	-3.6497966	-79.7662354	8/28/92
Ringed Kingfisher	-3.45	-79.966667	8/4/97
Ringed Kingfisher	-3.6847438	-79.6096802	7/28/03
Ringed Kingfisher	-3.4147248	-79.962616	9/16/06
Ringed Kingfisher	-3.4133539	-79.9481964	2/8/08
Ringed Kingfisher	-3.3996454	-79.9488008	2/3/09
Ringed Kingfisher	-3.4175	-79.9525	1/30/11
Ringed Kingfisher	-3.5805556	-79.9347222	1/30/11
Ringed Kingfisher	-3.4175	-79.9525	1/30/11
Ringed Kingfisher	-3.5805556	-79.9347222	1/30/11
Ringed Kingfisher	-3.5805556	-79.9347222	1/30/11
Ringed Kingfisher	-3.4175	-79.9525	1/30/11
Ringed Kingfisher	-3.5805556	-79.9347222	1/30/11
Ringed Kingfisher	-3.4175	-79.9525	1/30/11
Ringed Kingfisher	-3.5805556	-79.9347222	1/30/11
Ringed Kingfisher	-3.4175	-79.9525	1/30/11
Ringed Kingfisher	-3.2446162	-79.8263973	5/16/11
Ringed Kingfisher	-3.6497966	-79.7662354	7/21/11
Ringed Kingfisher	-3.130898	-79.857649	6/23/12
Ringed Kingfisher	-3.130898	-79.857649	6/23/12
Ringed Kingfisher	-3.3996454	-79.9488008	9/28/12
Ringed Kingfisher	-3.3996454	-79.9488008	9/28/12
Ringed Kingfisher	-0.0510693	-78.77841	10/22/90
Ringed Kingfisher	-0.0510693	-78.77841	3/14/94
Ringed Kingfisher	-0.0510693	-78.77841	2/10/96
Ringed Kingfisher	-0.0510693	-78.77841	2/12/96
Ringed Kingfisher	0.1431887	-79.1346782	8/7/98
Ringed Kingfisher	0.0101628	-78.736145	3/17/00
Ringed Kingfisher	-0.0510693	-78.77841	7/4/01
Ringed Kingfisher	-0.001545	-78.6816788	1/16/03
Ringed Kingfisher	-0.0057507	-78.6821079	4/7/03
Ringed Kingfisher	0.006983	-78.674032	8/14/03
Ringed Kingfisher	0.0111862	-78.6829537	1/21/04
Ringed Kingfisher	-0.0310475	-78.7623447	1/18/05
Ringed Kingfisher	0.1431887	-79.1346782	8/3/05
Ringed Kingfisher	0.1431887	-79.1346782	8/3/05
Ringed Kingfisher	0.1431887	-79.1346782	8/3/05
Ringed Kingfisher	0.0235176	-78.8943672	8/12/05
Ringed Kingfisher	0.0908947	-79.1012192	8/14/05
Ringed Kingfisher	0.1431887	-79.1346782	8/3/05
Ringed Kingfisher	-0.0510693	-78.77841	8/5/06
Ringed Kingfisher	0.0004692	-78.8916206	3/20/07
Ringed Kingfisher	0.1634214	-78.707428	9/12/07
Ringed Kingfisher	0.0284958	-78.8540268	9/6/07
Ringed Kingfisher	-0.0266933	-78.7625742	9/5/07
Ringed Kingfisher	0.1431887	-79.1346782	7/23/08
Ringed Kingfisher	0.1431887	-79.1346782	11/27/08
Ringed Kingfisher	0.1345824	-78.6669159	11/16/08
Ringed Kingfisher	-0.0510693	-78.77841	12/23/08
Ringed Kingfisher	0.1176833	-79.1356667	4/22/09
Ringed Kingfisher	0.1176833	-79.1356667	4/22/09
Ringed Kingfisher	-0.0057507	-78.6821079	5/6/09
Ringed Kingfisher	0.1827222	-78.9121389	6/17/09
Ringed Kingfisher	-0.0527859	-78.7753201	7/9/09
Ringed Kingfisher	0.1431887	-79.1346782	7/28/09
Ringed Kingfisher	0.1431887	-79.1346782	10/1/09
Ringed Kingfisher	0.0284958	-78.8540268	10/25/09
Ringed Kingfisher	-0.0510693	-78.77841	10/26/09
Ringed Kingfisher	-0.0510693	-78.77841	10/10/09
Ringed Kingfisher	0.1431887	-79.1346782	10/15/09
Ringed Kingfisher	-0.0510693	-78.77841	2/18/10
Ringed Kingfisher	0.0714111	-79.1619873	7/15/10
Ringed Kingfisher	0.142393	-79.1376972	8/31/10
Ringed Kingfisher	0.0219727	-79.1091156	12/27/10
Ringed Kingfisher	-0.0510693	-78.77841	1/17/11
Ringed Kingfisher	0.1431887	-79.1346782	2/9/11
Ringed Kingfisher	-0.0510693	-78.77841	3/22/11
Ringed Kingfisher	-0.0251484	-78.7579823	8/24/11
Ringed Kingfisher	0.0284958	-78.8540268	11/25/11
Ringed Kingfisher	-0.0489235	-78.7674236	12/3/11
Ringed Kingfisher	-0.0510693	-78.77841	2/6/12
Ringed Kingfisher	-0.0510693	-78.77841	2/6/12
Ringed Kingfisher	-0.0510693	-78.77841	2/6/12
Ringed Kingfisher	-0.0510693	-78.77841	2/6/12
Ringed Kingfisher	-0.0510693	-78.77841	2/6/12
Ringed Kingfisher	-0.0510693	-78.77841	2/6/12
Ringed Kingfisher	-0.0510693	-78.77841	6/18/12
Ringed Kingfisher	-0.0585365	-78.772831	6/27/12
Ringed Kingfisher	-0.0585365	-78.772831	6/27/12
Ringed Kingfisher	-0.0510693	-78.77841	6/18/12
Ringed Kingfisher	-0.0510693	-78.77841	7/10/12
Ringed Kingfisher	-0.0332182	-78.6392109	8/16/12
Ringed Kingfisher	-0.0510693	-78.77841	9/1/12
Ringed Kingfisher	-1.0328306	-79.4725227	11/17/90
Ringed Kingfisher	-0.5861274	-79.3662617	8/1/94
Ringed Kingfisher	-1.4803135	-79.4892169	8/5/97
Ringed Kingfisher	-2.5716106	-76.7265415	4/24/02
Ringed Kingfisher	-2.5679722	-76.7277031	4/12/03
Ringed Kingfisher	-2.5679722	-76.7277031	4/13/03
Ringed Kingfisher	-1.8720582	-77.8305026	11/21/03
Ringed Kingfisher	-2.4376797	-77.7524414	2/25/11
Ringed Kingfisher	-2.4376797	-77.7524414	2/27/11
Ringed Kingfisher	-2.4376797	-77.7524414	2/27/11
Ringed Kingfisher	-2.4376797	-77.7524414	2/25/11
Ringed Kingfisher	-2.20906	-78.08816	7/6/12
Ringed Kingfisher	-0.2897632	-79.0686035	11/10/91
Ringed Kingfisher	-0.2897632	-79.0686035	11/9/91
Ringed Kingfisher	-0.2897632	-79.0686035	7/27/00
Ringed Kingfisher	-0.2897632	-79.0686035	7/26/00
Ringed Kingfisher	-0.2897632	-79.0686035	7/26/00
Ringed Kingfisher	-0.2897632	-79.0686035	7/27/00
Ringed Kingfisher	-0.2538863	-79.1764069	2/8/07
Ringed Kingfisher	-0.4652888	-79.3175125	9/24/11
Ringed Kingfisher	-0.4652888	-79.3175125	10/22/11
Ringed Kingfisher	-2.2460642	-80.9417081	8/26/92
Ringed Kingfisher	-2.3114798	-80.876627	9/13/99
Ringed Kingfisher	-1.6779217	-80.7467651	3/20/07
Ringed Kingfisher	-1.6779217	-80.7467651	3/20/07
Ringed Kingfisher	-1.6998848	-80.7852173	5/12/07
Ringed Kingfisher	-1.842553	-80.6050587	12/31/07
Ringed Kingfisher	-1.8899922	-80.620079	1/10/08
Ringed Kingfisher	-2.2392674	-80.577507	5/27/08
Ringed Kingfisher	-2.2460642	-80.9417081	11/25/09
Ringed Kingfisher	-1.6832231	-80.735844	10/30/12
Ringed Kingfisher	-0.4229698	-76.5403748	7/15/77
Ringed Kingfisher	-0.4058041	-76.6116142	1/19/82
Ringed Kingfisher	-0.4058041	-76.6116142	4/3/86
Ringed Kingfisher	-0.4058041	-76.6116142	2/18/87
Ringed Kingfisher	-0.4983009	-76.3730929	4/26/89
Ringed Kingfisher	-0.438848	-76.2806511	4/27/89
Ringed Kingfisher	-0.4989532	-76.370872	8/17/89
Ringed Kingfisher	-0.4983009	-76.3730929	12/2/89
Ringed Kingfisher	-0.4983009	-76.3730929	2/14/90
Ringed Kingfisher	-0.4983009	-76.3730929	2/14/90
Ringed Kingfisher	-0.4983009	-76.3730929	3/15/90
Ringed Kingfisher	-0.4983009	-76.3730929	11/10/90
Ringed Kingfisher	-0.5752276	-75.2581501	12/8/90
Ringed Kingfisher	-0.4768698	-75.342865	12/7/90
Ringed Kingfisher	-0.6406269	-75.28759	12/9/90
Ringed Kingfisher	-0.5752276	-75.2581501	12/5/90
Ringed Kingfisher	-0.5752276	-75.2581501	12/6/90
Ringed Kingfisher	-0.4983009	-76.3730929	11/3/91
Ringed Kingfisher	-0.4983009	-76.3730929	11/4/91
Ringed Kingfisher	-0.4983009	-76.3730929	11/5/91
Ringed Kingfisher	-0.486637	-76.3740048	4/5/92
Ringed Kingfisher	-0.486637	-76.3740048	4/5/92
Ringed Kingfisher	-0.486637	-76.3740048	4/7/92
Ringed Kingfisher	-0.486637	-76.3740048	4/7/92
Ringed Kingfisher	-0.4983009	-76.3730929	9/8/92
Ringed Kingfisher	-0.4983009	-76.3730929	12/27/92
Ringed Kingfisher	-0.4983009	-76.3730929	3/21/94
Ringed Kingfisher	-0.439735	-76.280336	7/17/94
Ringed Kingfisher	-0.4983009	-76.3730929	6/5/95
Ringed Kingfisher	-0.4983009	-76.3730929	8/23/95
Ringed Kingfisher	-0.4983009	-76.3730929	8/27/95
Ringed Kingfisher	-0.4983009	-76.3730929	8/24/95
Ringed Kingfisher	-0.4983009	-76.3730929	8/28/95
Ringed Kingfisher	-0.4983009	-76.3730929	8/25/95
Ringed Kingfisher	-0.4983009	-76.3730929	8/26/95
Ringed Kingfisher	-0.4983009	-76.3730929	8/30/95
Ringed Kingfisher	-0.4983009	-76.3730929	1/29/96
Ringed Kingfisher	-0.4983009	-76.3730929	2/1/96
Ringed Kingfisher	-0.4983009	-76.3730929	8/9/97
Ringed Kingfisher	-0.4983009	-76.3730929	8/12/97
Ringed Kingfisher	-0.4983009	-76.3730929	8/11/97
Ringed Kingfisher	-0.4710657	-76.4591897	8/13/98
Ringed Kingfisher	-0.4793686	-76.4722627	8/7/98
Ringed Kingfisher	-0.4793686	-76.4722627	8/3/98
Ringed Kingfisher	-0.4793686	-76.4722627	8/6/98
Ringed Kingfisher	-0.4710657	-76.4591897	3/23/99
Ringed Kingfisher	-0.4710657	-76.4591897	7/7/00
Ringed Kingfisher	-0.4983009	-76.3730929	7/29/00
Ringed Kingfisher	-0.4983009	-76.3730929	7/30/00
Ringed Kingfisher	-0.4983009	-76.3730929	7/31/00
Ringed Kingfisher	-0.4710657	-76.4591897	7/15/00
Ringed Kingfisher	-0.4983009	-76.3730929	7/31/00
Ringed Kingfisher	-0.4983009	-76.3730929	7/30/00
Ringed Kingfisher	-0.4983009	-76.3730929	7/29/00
Ringed Kingfisher	-0.4983009	-76.3730929	8/1/00
Ringed Kingfisher	-0.4983009	-76.3730929	8/1/00
Ringed Kingfisher	-0.4710657	-76.4591897	1/14/01
Ringed Kingfisher	-0.4989532	-76.370872	2/15/03
Ringed Kingfisher	-0.4989532	-76.370872	2/15/03
Ringed Kingfisher	-0.4983009	-76.3730929	5/20/03
Ringed Kingfisher	-0.4002424	-76.6207123	7/7/03
Ringed Kingfisher	-0.439735	-76.280336	6/24/04
Ringed Kingfisher	-0.439735	-76.280336	5/23/05
Ringed Kingfisher	-0.4954086	-76.3937759	8/4/05
Ringed Kingfisher	-0.4710657	-76.4591897	8/5/05
Ringed Kingfisher	-0.4983009	-76.3730929	1/7/06
Ringed Kingfisher	-0.4983009	-76.3730929	1/8/06
Ringed Kingfisher	-0.4983009	-76.3730929	1/9/06
Ringed Kingfisher	-0.4983009	-76.3730929	1/12/06
Ringed Kingfisher	-0.4983009	-76.3730929	1/7/06
Ringed Kingfisher	-0.4983009	-76.3730929	1/9/06
Ringed Kingfisher	-0.4983009	-76.3730929	1/8/06
Ringed Kingfisher	-0.4983009	-76.3730929	1/12/06
Ringed Kingfisher	-0.4710657	-76.4591897	2/21/06
Ringed Kingfisher	-0.4174768	-76.206665	5/28/06
Ringed Kingfisher	-0.439735	-76.280336	11/11/06
Ringed Kingfisher	-0.439735	-76.280336	5/29/07
Ringed Kingfisher	-0.439735	-76.280336	5/26/07
Ringed Kingfisher	-0.4710657	-76.4591897	9/15/07
Ringed Kingfisher	-0.4710657	-76.4591897	9/16/07
Ringed Kingfisher	-0.4710657	-76.4591897	9/16/07
Ringed Kingfisher	-0.4710657	-76.4591897	9/15/07
Ringed Kingfisher	-0.4428819	-76.2904358	10/30/07
Ringed Kingfisher	-0.4734367	-76.4586639	11/17/07
Ringed Kingfisher	-0.4734367	-76.4586639	11/20/07
Ringed Kingfisher	-0.4734367	-76.4586639	11/20/07
Ringed Kingfisher	-0.4734367	-76.4586639	11/17/07
Ringed Kingfisher	-0.4713396	-76.4590819	12/5/07
Ringed Kingfisher	-0.4713396	-76.4590819	12/3/07
Ringed Kingfisher	-0.4713396	-76.4590819	12/2/07
Ringed Kingfisher	-0.4713396	-76.4590819	12/4/07
Ringed Kingfisher	-0.4966101	-76.3827038	1/16/08
Ringed Kingfisher	-0.4966101	-76.3827038	1/17/08
Ringed Kingfisher	-0.4966101	-76.3827038	1/12/08
Ringed Kingfisher	-0.4966101	-76.3827038	1/13/08
Ringed Kingfisher	-0.4966101	-76.3827038	1/14/08
Ringed Kingfisher	-0.4710657	-76.4591897	2/4/08
Ringed Kingfisher	-0.4710657	-76.4591897	2/4/08
Ringed Kingfisher	-0.4916322	-76.3494873	2/24/08
Ringed Kingfisher	-0.4916322	-76.3494873	2/27/08
Ringed Kingfisher	-0.4950653	-76.3779831	2/15/08
Ringed Kingfisher	-0.4950653	-76.3779831	2/15/08
Ringed Kingfisher	-0.439735	-76.280336	4/9/08
