COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE
Common Kingfisher	24.057518	54.006922	9/24/10
Common Kingfisher	24.0972846	53.488698	9/24/10
Common Kingfisher	24.457841	54.382355	9/30/10
Common Kingfisher	24.161837	52.64162	9/5/10
Common Kingfisher	24.0896647	55.6332207	9/30/10
Common Kingfisher	24.0896647	55.6332207	10/8/10
Common Kingfisher	24.0787533	55.671072	12/18/10
Common Kingfisher	24.325132	52.596656	12/10/10
Common Kingfisher	24.0896647	55.6332207	12/18/10
Common Kingfisher	24.112348	53.32211	1/16/11
Common Kingfisher	24.1024	53.4788	2/21/11
Common Kingfisher	24.0896647	55.6332207	3/18/11
Common Kingfisher	24.443069	54.378881	4/23/11
Common Kingfisher	24.443069	54.378881	4/19/11
Common Kingfisher	24.4955061	54.3609953	9/30/11
Common Kingfisher	24.500852	54.344761	9/24/11
Common Kingfisher	24.0896647	55.6332207	9/24/11
Common Kingfisher	24.354611	54.318106	10/1/11
Common Kingfisher	24.1018	53.4888	11/23/11
Common Kingfisher	24.1018	53.4888	11/25/11
Common Kingfisher	24.325132	52.596656	12/15/11
Common Kingfisher	24.325132	52.596656	12/12/11
Common Kingfisher	24.448316	54.41712	1/31/12
Common Kingfisher	24.281	54.4253	2/28/12
Common Kingfisher	24.0896647	55.6332207	8/30/12
Common Kingfisher	24.0896647	55.6332207	8/30/12
Common Kingfisher	24.0896647	55.6332207	9/21/12
Common Kingfisher	24.104571	55.75068	9/29/12
Common Kingfisher	24.0896647	55.6332207	9/21/12
Common Kingfisher	24.104571	55.75068	9/29/12
Common Kingfisher	24.104571	55.75068	10/5/12
Common Kingfisher	24.104571	55.75068	10/5/12
Common Kingfisher	25.266307	55.298472	12/17/72
Common Kingfisher	25.218564	55.253167	4/2/93
Common Kingfisher	25.086263	55.163731	11/28/96
Common Kingfisher	25.086263	55.163731	1/2/98
Common Kingfisher	25.2052	55.2965	3/19/98
Common Kingfisher	25.185622	55.2467036	2/10/99
Common Kingfisher	24.985556	55.024179	10/17/01
Common Kingfisher	25.086263	55.163731	10/12/01
Common Kingfisher	25.218564	55.253167	4/30/04
Common Kingfisher	25.1596	55.4155	10/14/04
Common Kingfisher	25.1850589	55.3201103	3/31/05
Common Kingfisher	25.1850589	55.3201103	4/6/05
Common Kingfisher	25.1850589	55.3201103	3/18/06
Common Kingfisher	25.178586	55.325566	5/11/06
Common Kingfisher	25.1850589	55.3201103	11/27/06
Common Kingfisher	24.985556	55.024179	11/1/06
Common Kingfisher	25.1850589	55.3201103	11/30/06
Common Kingfisher	25.1850589	55.3201103	11/27/06
Common Kingfisher	25.1850589	55.3201103	12/3/06
Common Kingfisher	25.1850589	55.3201103	1/6/07
Common Kingfisher	25.1850589	55.3201103	1/14/07
Common Kingfisher	25.1850589	55.3201103	1/15/07
Common Kingfisher	25.1850589	55.3201103	1/2/07
Common Kingfisher	25.185622	55.2467036	9/14/07
Common Kingfisher	25.23824	55.326775	10/11/07
Common Kingfisher	25.23824	55.326775	10/5/07
Common Kingfisher	24.985556	55.024179	10/4/07
Common Kingfisher	25.23824	55.326775	10/21/07
Common Kingfisher	25.086263	55.163731	11/25/07
Common Kingfisher	25.15825	55.41703	11/11/07
Common Kingfisher	25.15825	55.41703	11/3/07
Common Kingfisher	25.15825	55.41703	11/23/07
Common Kingfisher	25.15825	55.41703	12/14/07
Common Kingfisher	25.15825	55.41703	12/8/07
Common Kingfisher	25.15825	55.41703	12/5/07
Common Kingfisher	25.15825	55.41703	1/18/08
Common Kingfisher	25.15825	55.41703	1/13/08
Common Kingfisher	25.15825	55.41703	1/18/08
Common Kingfisher	25.15825	55.41703	10/31/08
Common Kingfisher	25.15825	55.41703	10/31/08
Common Kingfisher	25.162789	55.366676	11/8/08
Common Kingfisher	25.162789	55.366676	11/8/08
Common Kingfisher	25.1850589	55.3201103	12/20/08
Common Kingfisher	25.15825	55.41703	12/24/08
Common Kingfisher	25.15825	55.41703	12/24/08
Common Kingfisher	25.15825	55.41703	1/17/09
Common Kingfisher	25.15825	55.41703	1/16/09
Common Kingfisher	24.782745	56.113559	2/4/09
Common Kingfisher	24.985556	55.024179	2/8/09
Common Kingfisher	25.15825	55.41703	4/1/09
Common Kingfisher	25.15825	55.41703	10/19/09
Common Kingfisher	25.1850589	55.3201103	10/14/09
Common Kingfisher	25.185622	55.2467036	10/8/09
Common Kingfisher	25.15825	55.41703	12/11/09
Common Kingfisher	25.0926	55.1526	1/8/10
Common Kingfisher	25.0926	55.1526	1/15/10
Common Kingfisher	25.0926	55.1526	1/7/10
Common Kingfisher	25.15825	55.41703	1/16/10
Common Kingfisher	25.15825	55.41703	4/21/10
Common Kingfisher	25.15825	55.41703	9/12/10
Common Kingfisher	25.15825	55.41703	9/4/10
Common Kingfisher	25.15825	55.41703	9/18/10
Common Kingfisher	25.15825	55.41703	10/15/10
Common Kingfisher	25.15825	55.41703	10/26/10
Common Kingfisher	25.15825	55.41703	10/30/10
Common Kingfisher	25.185622	55.2467036	10/8/10
Common Kingfisher	25.2409792	55.3330386	10/2/10
Common Kingfisher	25.2409792	55.3330386	10/2/10
Common Kingfisher	25.185622	55.2467036	11/2/10
Common Kingfisher	25.15825	55.41703	11/26/10
Common Kingfisher	25.15825	55.41703	1/23/11
Common Kingfisher	25.15825	55.41703	1/23/11
Common Kingfisher	25.15825	55.41703	1/28/11
Common Kingfisher	25.15825	55.41703	4/1/11
Common Kingfisher	25.094266	55.160675	5/6/11
Common Kingfisher	25.15825	55.41703	9/17/11
Common Kingfisher	25.094266	55.160675	9/13/11
Common Kingfisher	25.185622	55.2467036	10/30/11
Common Kingfisher	25.094266	55.160675	10/27/11
Common Kingfisher	25.185622	55.2467036	10/4/11
Common Kingfisher	25.1850589	55.3201103	11/9/11
Common Kingfisher	25.1850589	55.3201103	11/9/11
Common Kingfisher	25.185622	55.2467036	11/8/11
Common Kingfisher	25.185622	55.2467036	11/25/11
Common Kingfisher	25.1861	55.329	11/9/11
Common Kingfisher	25.015523	55.175593	12/11/11
Common Kingfisher	25.15825	55.41703	12/10/11
Common Kingfisher	25.15825	55.41703	12/3/11
Common Kingfisher	25.1850589	55.3201103	12/12/11
Common Kingfisher	25.1850589	55.3201103	12/17/11
Common Kingfisher	25.15825	55.41703	1/28/12
Common Kingfisher	25.15825	55.41703	1/20/12
Common Kingfisher	25.15825	55.41703	1/7/12
Common Kingfisher	25.0139259	56.3662697	12/4/92
Common Kingfisher	25.0139259	56.3662697	1/29/94
Common Kingfisher	25.0139259	56.3662697	9/23/94
Common Kingfisher	25.0139259	56.3662697	1/24/95
Common Kingfisher	25.0139259	56.3662697	1/1/95
Common Kingfisher	25.0139259	56.3662697	2/13/95
Common Kingfisher	25.0139259	56.3662697	3/10/95
Common Kingfisher	25.0139259	56.3662697	1/31/97
Common Kingfisher	25.0139259	56.3662697	1/2/97
Common Kingfisher	25.0139259	56.3662697	4/4/97
Common Kingfisher	25.0139259	56.3662697	12/12/97
Common Kingfisher	25.0139259	56.3662697	12/17/99
Common Kingfisher	25.0139259	56.3662697	10/16/01
Common Kingfisher	25.0139259	56.3662697	4/16/03
Common Kingfisher	25.0139259	56.3662697	12/24/03
Common Kingfisher	25.0139259	56.3662697	12/25/03
Common Kingfisher	25.0139259	56.3662697	1/15/04
Common Kingfisher	25.0139259	56.3662697	3/18/04
Common Kingfisher	25.0139259	56.3662697	4/22/04
Common Kingfisher	25.0139259	56.3662697	10/18/04
Common Kingfisher	25.0139259	56.3662697	11/18/04
Common Kingfisher	25.0139259	56.3662697	11/2/04
Common Kingfisher	25.0139259	56.3662697	11/18/04
Common Kingfisher	25.0139259	56.3662697	12/31/04
Common Kingfisher	25.158337	56.356425	12/31/04
Common Kingfisher	25.0139259	56.3662697	2/24/05
Common Kingfisher	25.0139259	56.3662697	2/9/05
Common Kingfisher	25.0139259	56.3662697	9/30/05
Common Kingfisher	25.0139259	56.3662697	9/16/05
Common Kingfisher	25.0139259	56.3662697	9/15/05
Common Kingfisher	25.0139259	56.3662697	10/26/05
Common Kingfisher	25.0139259	56.3662697	10/28/05
Common Kingfisher	25.070785	56.360796	10/25/05
Common Kingfisher	25.0139259	56.3662697	10/25/05
Common Kingfisher	25.0139259	56.3662697	11/6/05
Common Kingfisher	25.0139259	56.3662697	11/3/05
Common Kingfisher	25.0139259	56.3662697	11/24/05
Common Kingfisher	25.0139259	56.3662697	11/18/05
Common Kingfisher	25.0139259	56.3662697	12/28/05
Common Kingfisher	25.0139259	56.3662697	12/8/05
Common Kingfisher	25.0139259	56.3662697	1/12/06
Common Kingfisher	25.0139259	56.3662697	1/2/06
Common Kingfisher	25.0139259	56.3662697	1/19/06
Common Kingfisher	25.604923	56.335216	1/7/06
Common Kingfisher	25.0139259	56.3662697	1/2/06
Common Kingfisher	25.0139259	56.3662697	2/20/06
Common Kingfisher	25.0139259	56.3662697	2/17/06
Common Kingfisher	25.0139259	56.3662697	2/25/06
Common Kingfisher	25.0139259	56.3662697	2/9/06
Common Kingfisher	25.0139259	56.3662697	2/28/06
Common Kingfisher	25.0139259	56.3662697	2/23/06
Common Kingfisher	25.0139259	56.3662697	2/10/06
Common Kingfisher	25.0139259	56.3662697	2/18/06
Common Kingfisher	25.0139259	56.3662697	2/28/06
Common Kingfisher	25.0139259	56.3662697	2/26/06
Common Kingfisher	25.0139259	56.3662697	2/22/06
Common Kingfisher	25.0139259	56.3662697	2/18/06
Common Kingfisher	25.0139259	56.3662697	3/3/06
Common Kingfisher	25.0139259	56.3662697	3/11/06
Common Kingfisher	25.0139259	56.3662697	3/30/06
Common Kingfisher	25.604923	56.335216	9/22/06
Common Kingfisher	25.604923	56.335216	9/26/06
Common Kingfisher	25.428612	56.369008	9/15/06
Common Kingfisher	25.0139259	56.3662697	10/20/06
Common Kingfisher	25.0139259	56.3662697	10/27/06
Common Kingfisher	25.597123	56.278219	10/23/06
Common Kingfisher	25.0139259	56.3662697	10/31/06
Common Kingfisher	25.0139259	56.3662697	10/13/06
Common Kingfisher	25.0139259	56.3662697	10/20/06
Common Kingfisher	25.0139259	56.3662697	11/20/06
Common Kingfisher	25.0139259	56.3662697	11/11/06
Common Kingfisher	25.0139259	56.3662697	11/30/06
Common Kingfisher	25.604923	56.335216	11/18/06
Common Kingfisher	25.0139259	56.3662697	11/20/06
Common Kingfisher	25.0139259	56.3662697	11/20/06
Common Kingfisher	25.0139259	56.3662697	12/10/06
Common Kingfisher	25.0139259	56.3662697	12/31/06
Common Kingfisher	25.0139259	56.3662697	12/29/06
Common Kingfisher	25.0139259	56.3662697	12/15/06
Common Kingfisher	25.158337	56.356425	12/2/06
Common Kingfisher	25.0139259	56.3662697	1/1/07
Common Kingfisher	25.395367	56.270135	1/5/07
Common Kingfisher	25.0139259	56.3662697	1/27/07
Common Kingfisher	25.0139259	56.3662697	1/1/07
Common Kingfisher	25.0139259	56.3662697	1/8/07
Common Kingfisher	25.0139259	56.3662697	1/2/07
Common Kingfisher	25.0139259	56.3662697	1/26/07
Common Kingfisher	25.0275	56.3674	1/8/07
Common Kingfisher	25.0139259	56.3662697	2/9/07
Common Kingfisher	25.0139259	56.3662697	3/10/07
Common Kingfisher	25.0139259	56.3662697	3/24/07
Common Kingfisher	25.0139259	56.3662697	3/2/07
Common Kingfisher	25.0139259	56.3662697	3/3/07
Common Kingfisher	25.0139259	56.3662697	3/9/07
Common Kingfisher	25.0139259	56.3662697	4/16/07
Common Kingfisher	25.0139259	56.3662697	4/20/07
Common Kingfisher	25.0139259	56.3662697	5/4/07
Common Kingfisher	25.0139259	56.3662697	8/31/07
Common Kingfisher	25.0139259	56.3662697	9/8/07
Common Kingfisher	25.0139259	56.3662697	9/14/07
Common Kingfisher	25.0139259	56.3662697	10/22/07
Common Kingfisher	25.0139259	56.3662697	10/22/07
Common Kingfisher	25.0139259	56.3662697	11/16/07
Common Kingfisher	25.604923	56.335216	11/16/07
Common Kingfisher	25.136208	56.356303	11/29/07
Common Kingfisher	25.0139259	56.3662697	11/22/07
Common Kingfisher	25.0139259	56.3662697	11/4/07
Common Kingfisher	25.604923	56.335216	12/1/07
Common Kingfisher	25.604923	56.335216	12/8/07
Common Kingfisher	25.0139259	56.3662697	12/21/07
Common Kingfisher	25.604923	56.335216	12/20/07
Common Kingfisher	25.0139259	56.3662697	12/1/07
Common Kingfisher	25.0139259	56.3662697	1/16/08
Common Kingfisher	25.0139259	56.3662697	1/21/08
Common Kingfisher	25.0139259	56.3662697	1/18/08
Common Kingfisher	25.0139259	56.3662697	1/17/08
Common Kingfisher	25.0139259	56.3662697	2/22/08
Common Kingfisher	25.0139259	56.3662697	2/22/08
Common Kingfisher	25.597123	56.278219	2/8/08
Common Kingfisher	25.0139259	56.3662697	2/22/08
Common Kingfisher	25.0139259	56.3662697	2/16/08
Common Kingfisher	25.0139259	56.3662697	5/9/08
Common Kingfisher	25.0139259	56.3662697	9/28/08
Common Kingfisher	25.0139259	56.3662697	9/28/08
Common Kingfisher	25.0139259	56.3662697	9/20/08
Common Kingfisher	25.0139259	56.3662697	9/15/08
Common Kingfisher	25.0139259	56.3662697	9/26/08
Common Kingfisher	25.0139259	56.3662697	10/24/08
Common Kingfisher	25.0139259	56.3662697	11/15/08
Common Kingfisher	25.0139259	56.3662697	11/21/08
Common Kingfisher	25.0139259	56.3662697	11/21/08
Common Kingfisher	25.0139259	56.3662697	12/2/08
Common Kingfisher	25.0139259	56.3662697	1/16/09
Common Kingfisher	25.0139259	56.3662697	1/11/09
Common Kingfisher	25.0139259	56.3662697	1/11/09
Common Kingfisher	25.0139259	56.3662697	2/20/09
Common Kingfisher	25.0139259	56.3662697	2/10/09
Common Kingfisher	25.0139259	56.3662697	2/6/09
Common Kingfisher	25.0139259	56.3662697	2/26/09
Common Kingfisher	25.0139259	56.3662697	3/28/09
Common Kingfisher	25.0139259	56.3662697	3/28/09
Common Kingfisher	25.0139259	56.3662697	3/20/09
Common Kingfisher	25.0139259	56.3662697	3/28/09
Common Kingfisher	25.0139259	56.3662697	4/3/09
Common Kingfisher	25.0139259	56.3662697	4/1/09
Common Kingfisher	25.0139259	56.3662697	9/22/09
Common Kingfisher	25.158337	56.356425	9/18/09
Common Kingfisher	25.0139259	56.3662697	9/11/09
Common Kingfisher	25.0139259	56.3662697	10/17/09
Common Kingfisher	25.136208	56.356303	10/3/09
Common Kingfisher	25.136208	56.356303	10/1/09
Common Kingfisher	25.0139259	56.3662697	10/25/09
Common Kingfisher	25.0139259	56.3662697	11/28/09
Common Kingfisher	25.0139259	56.3662697	12/30/09
Common Kingfisher	25.0139259	56.3662697	12/9/09
Common Kingfisher	25.0139259	56.3662697	12/30/09
Common Kingfisher	25.0139259	56.3662697	1/8/10
Common Kingfisher	25.0139259	56.3662697	1/29/10
Common Kingfisher	25.0139259	56.3662697	2/12/10
Common Kingfisher	25.0139259	56.3662697	3/20/10
Common Kingfisher	25.0139259	56.3662697	3/27/10
Common Kingfisher	25.0139259	56.3662697	8/5/10
Common Kingfisher	25.0139259	56.3662697	8/12/10
Common Kingfisher	25.0139259	56.3662697	9/18/10
Common Kingfisher	25.0139259	56.3662697	10/23/10
Common Kingfisher	25.604923	56.335216	10/23/10
Common Kingfisher	25.0139259	56.3662697	10/16/10
Common Kingfisher	25.0139259	56.3662697	11/18/10
Common Kingfisher	25.0139259	56.3662697	12/24/10
Common Kingfisher	25.0139259	56.3662697	1/28/11
Common Kingfisher	25.0139259	56.3662697	2/4/11
Common Kingfisher	25.0139259	56.3662697	4/29/11
Common Kingfisher	25.0139259	56.3662697	4/9/11
Common Kingfisher	25.0139259	56.3662697	9/16/11
Common Kingfisher	25.0139259	56.3662697	10/8/11
Common Kingfisher	25.0275	56.3674	10/14/11
Common Kingfisher	25.0139259	56.3662697	10/14/11
Common Kingfisher	25.0139259	56.3662697	10/7/11
Common Kingfisher	25.0139259	56.3662697	11/30/11
Common Kingfisher	25.0139259	56.3662697	11/12/11
Common Kingfisher	25.0139259	56.3662697	11/30/11
Common Kingfisher	25.070785	56.360796	12/1/11
Common Kingfisher	25.0139259	56.3662697	1/13/12
Common Kingfisher	25.0139259	56.3662697	1/13/12
Common Kingfisher	25.0139259	56.3662697	1/13/12
Common Kingfisher	25.0139259	56.3662697	2/22/12
Common Kingfisher	25.0139259	56.3662697	2/10/12
Common Kingfisher	25.0139259	56.3662697	2/22/12
Common Kingfisher	25.0139259	56.3662697	2/17/12
Common Kingfisher	25.0139259	56.3662697	2/11/12
Common Kingfisher	25.614984	55.999455	11/15/96
Common Kingfisher	25.723957	55.855553	2/25/06
Common Kingfisher	25.89998	56.045021	10/6/06
Common Kingfisher	25.769781	55.952806	11/2/06
Common Kingfisher	25.87577	56.019487	10/17/08
Common Kingfisher	25.87577	56.019487	10/17/08
Common Kingfisher	25.769781	55.952806	12/29/08
Common Kingfisher	25.769781	55.952806	12/29/08
Common Kingfisher	25.769781	55.952806	12/29/08
Common Kingfisher	25.87577	56.019487	3/23/09
Common Kingfisher	25.783248	55.955667	8/17/09
Common Kingfisher	25.87577	56.019487	10/2/10
Common Kingfisher	25.87577	56.019487	10/1/10
Common Kingfisher	25.87577	56.019487	1/15/11
Common Kingfisher	25.87577	56.019487	9/13/11
Common Kingfisher	25.783248	55.955667	12/3/11
Common Kingfisher	25.7492	56.0006	11/30/12
Common Kingfisher	25.363888	55.478338	12/26/92
Common Kingfisher	25.363888	55.478338	1/21/94
Common Kingfisher	25.340203	55.380595	11/15/05
Common Kingfisher	25.340203	55.380595	9/11/06
Common Kingfisher	25.361382	56.349182	12/9/06
Common Kingfisher	25.340203	55.380595	4/22/07
Common Kingfisher	25.340203	55.380595	10/31/07
Common Kingfisher	25.368095	55.459901	10/18/08
Common Kingfisher	25.361382	56.349182	10/31/08
Common Kingfisher	25.361382	56.349182	10/31/08
Common Kingfisher	25.361382	56.349182	11/21/08
Common Kingfisher	25.361382	56.349182	11/21/08
Common Kingfisher	25.361382	56.349182	10/7/11
Common Kingfisher	25.602475	55.578698	4/8/05
Common Kingfisher	25.602475	55.578698	3/2/06
Common Kingfisher	25.533105	55.602454	11/10/06
Common Kingfisher	25.533105	55.602454	11/18/06
Common Kingfisher	25.533105	55.602454	1/5/07
Common Kingfisher	25.602475	55.578698	2/23/07
Common Kingfisher	25.602475	55.578698	2/2/07
Common Kingfisher	25.602475	55.578698	3/9/07
Common Kingfisher	25.533105	55.602454	4/13/07
Common Kingfisher	25.592042	55.662383	11/21/07
Common Kingfisher	25.533105	55.602454	1/19/08
Common Kingfisher	25.533105	55.602454	3/10/09
Common Kingfisher	25.533105	55.602454	3/10/09
Common Kingfisher	25.533105	55.602454	1/30/10
Common Kingfisher	25.533105	55.602454	10/15/10
Common Kingfisher	25.533105	55.602454	11/26/10
Common Kingfisher	25.533105	55.602454	1/14/11
Common Kingfisher	25.533105	55.602454	4/30/11
Common Kingfisher	47.7259989	17.0378016	8/17/99
Common Kingfisher	47.7314726	16.7960358	8/18/07
Common Kingfisher	47.756066	16.758806	8/24/11
Common Kingfisher	46.6208231	13.8925054	10/5/04
Common Kingfisher	46.6208231	13.8925054	10/5/04
Common Kingfisher	48.1550861	16.9555076	5/22/04
Common Kingfisher	48.2202345	16.2119991	3/15/12
Common Kingfisher	48.3168077	16.8880463	6/16/12
Common Kingfisher	47.557154	13.6470795	9/2/97
Common Kingfisher	47.557154	13.6470795	9/2/97
Common Kingfisher	48.3010182	13.2909271	8/21/07
Common Kingfisher	48.1632556	14.1236564	10/17/12
Common Kingfisher	47.502301	9.6386576	10/10/04
Common Kingfisher	47.502301	9.6386576	10/11/11
Common Kingfisher	39.5596421	49.1012311	4/13/12
Common Kingfisher	40.9779298	49.2579531	4/16/12
Common Kingfisher	23.7947227	90.4142547	1/1/88
Common Kingfisher	23.7938711	90.4005371	3/9/09
Common Kingfisher	50.793749	4.412287	6/15/05
Common Kingfisher	51.3453939	3.1728172	12/24/00
Common Kingfisher	51.2106716	3.2249131	2/1/01
Common Kingfisher	50.8402022	3.3165836	12/1/07
Common Kingfisher	51.244555	3.2211896	7/2/08
Common Kingfisher	50.8402022	3.3165836	7/22/08
Common Kingfisher	51.3005158	3.2075357	12/5/08
Common Kingfisher	51.2597664	4.2127204	4/10/09
Common Kingfisher	51.2011477	4.8741599	12/18/11
Common Kingfisher	50.166969	5.199459	9/2/89
Common Kingfisher	50.7900784	4.6431958	8/27/12
Common Kingfisher	50.7900784	4.6431958	9/16/12
Common Kingfisher	42.4474605	27.4592972	8/28/10
Common Kingfisher	42.7088628	27.7243423	8/27/10
Common Kingfisher	42.495	27.4519167	9/9/10
Common Kingfisher	43.6948109	28.5641098	7/23/02
Common Kingfisher	43.6790461	28.5455704	12/29/06
Common Kingfisher	43.65829	27.94983	9/6/10
Common Kingfisher	43.42255	28.50407	9/7/10
Common Kingfisher	43.6761435	28.5406345	9/7/12
Common Kingfisher	44.1184085	27.0597547	7/18/11
Common Kingfisher	42.13451	26.78886	9/10/10
Common Kingfisher	4.9421709	114.8254108	3/15/99
Common Kingfisher	27.5892407	89.8657608	5/17/02
Common Kingfisher	27.60657	89.87453	4/2/11
Common Kingfisher	26.9558131	90.603355	12/9/11
Common Kingfisher	27.3803038	90.5245972	3/23/10
Common Kingfisher	27.3803038	90.5245972	3/23/10
Common Kingfisher	26.8240708	91.472168	4/3/10
Common Kingfisher	26.8240708	91.472168	4/3/10
Common Kingfisher	47.5775679	8.2421494	2/6/11
Common Kingfisher	47.5921978	8.2227666	2/26/11
Common Kingfisher	47.3197087	8.3740389	8/5/11
Common Kingfisher	47.585521	8.2337809	8/14/11
Common Kingfisher	47.5871141	8.231937	8/25/11
Common Kingfisher	47.5855576	8.2335663	10/14/11
Common Kingfisher	47.5855576	8.2335663	10/29/11
Common Kingfisher	47.3275376	8.3691788	11/3/11
Common Kingfisher	47.5921978	8.2227666	2/19/12
Common Kingfisher	47.5855576	8.2335663	5/23/12
Common Kingfisher	47.5855576	8.2335663	7/26/12
Common Kingfisher	47.585521	8.2337809	7/25/12
Common Kingfisher	47.5921978	8.2227666	8/11/12
Common Kingfisher	47.5921978	8.2227666	9/16/12
Common Kingfisher	47.5855576	8.2335663	10/29/12
Common Kingfisher	46.9919446	7.0693964	9/9/12
Common Kingfisher	46.9919446	7.0693964	9/9/12
Common Kingfisher	46.2177778	6.1494444	12/17/78
Common Kingfisher	46.2445698	6.1934566	1/3/11
Common Kingfisher	47.5966717	9.3239594	11/7/10
Common Kingfisher	47.6621989	9.1788089	9/30/11
Common Kingfisher	46.1710194	8.8020015	5/5/76
Common Kingfisher	46.9277586	8.8110352	8/19/10
Common Kingfisher	46.9277586	8.8110352	8/19/10
Common Kingfisher	46.3958742	6.8998432	9/3/90
Common Kingfisher	46.3944831	6.8976116	10/21/97
Common Kingfisher	46.7867176	6.6638961	10/13/07
Common Kingfisher	46.9749672	7.0538449	8/18/10
Common Kingfisher	46.7905403	6.6431236	8/15/10
Common Kingfisher	46.3903984	6.8910027	9/9/10
Common Kingfisher	46.5072246	6.5355349	5/8/11
Common Kingfisher	46.7921416	6.6401517	5/8/11
Common Kingfisher	46.9727564	7.0545959	7/20/11
Common Kingfisher	46.9727564	7.0545959	7/20/11
Common Kingfisher	47.2810923	8.7808228	2/16/10
Common Kingfisher	47.5005247	8.4801149	9/18/11
Common Kingfisher	39.9850123	116.2633324	3/14/90
Common Kingfisher	39.9850123	116.2633324	5/7/90
Common Kingfisher	40.3123613	116.5882607	6/24/90
Common Kingfisher	39.9388855	116.3812755	5/6/96
Common Kingfisher	39.9146889	116.3223237	5/6/96
Common Kingfisher	39.8465036	116.3671875	5/3/98
Common Kingfisher	39.9977694	116.2679672	1/25/05
Common Kingfisher	39.6733704	116.4111328	8/16/05
Common Kingfisher	39.9850123	116.2633324	8/30/07
