#COMMON NAME,LATITUDE,LONGITUDE,OBSERVATION DATE,SERIAL DATE,1=Adelie // 2=Chinstrap // 3=Magellanic
penguin,-47.7,-66.0,11/6/04,311,3
penguin,-47.8,-65.9,2/14/05,44,3
penguin,-47.8,-65.9,11/20/08,325,3
penguin,-50.4,-68.9,10/23/09,297,3
penguin,-52.3,-68.4,11/25/10,330,3
penguin,-47.8,-65.9,1/31/12,31,3
penguin,-23.0,-43.3,1/5/05,5,3
penguin,-22.5,-41.9,11/20/06,325,3
penguin,-22.8,-41.9,8/9/12,222,3
penguin,-23.8,-45.4,8/21/12,234,3
penguin,-45.5,-72.7,2/13/03,43,3
penguin,-45.2,-76.0,2/4/05,34,3
penguin,-44.5,-72.5,11/15/07,320,3
penguin,-45.3,-73.3,5/31/10,153,3
penguin,-45.3,-73.3,5/30/10,152,3
penguin,-45.3,-73.3,5/31/10,153,3
penguin,-45.3,-73.3,5/30/10,152,3
penguin,-45.3,-73.3,5/27/10,149,3
penguin,-45.3,-73.3,5/27/10,149,3
penguin,-45.8,-73.6,10/16/10,290,3
penguin,-45.3,-73.7,10/18/10,292,3
penguin,-45.3,-73.4,10/18/10,292,3
penguin,-45.1,-74.2,10/17/10,291,3
penguin,-45.1,-74.4,10/17/10,291,3
penguin,-45.3,-73.7,10/18/10,292,3
penguin,-45.3,-73.4,10/18/10,292,3
penguin,-45.3,-73.3,10/13/10,287,3
penguin,-45.7,-73.5,10/14/10,288,3
penguin,-45.8,-73.6,10/16/10,290,3
penguin,-45.8,-73.6,10/16/10,290,3
penguin,-45.3,-73.9,10/17/10,291,3
penguin,-45.3,-73.3,10/18/10,292,3
penguin,-45.8,-73.6,10/16/10,290,3
penguin,-45.3,-73.9,10/16/10,290,3
penguin,-45.3,-73.7,10/16/10,290,3
penguin,-45.1,-74.4,10/17/10,291,3
penguin,-45.3,-73.3,10/18/10,292,3
penguin,-45.7,-73.4,10/16/10,290,3
penguin,-45.7,-73.5,10/14/10,288,3
penguin,-45.3,-73.9,10/16/10,290,3
penguin,-45.1,-74.2,10/17/10,291,3
penguin,-45.7,-73.4,10/16/10,290,3
penguin,-45.3,-73.9,10/17/10,291,3
penguin,-45.3,-73.7,10/16/10,290,3
penguin,-45.3,-73.3,10/13/10,287,3
penguin,-45.3,-73.1,1/23/11,23,3
penguin,-45.8,-74.5,7/24/11,207,3
penguin,-39.4,-73.3,10/31/10,305,3
penguin,-39.4,-73.3,10/31/10,305,3
penguin,-39.4,-73.3,10/31/10,305,3
penguin,-39.4,-73.3,10/31/10,305,3
penguin,-38.9,-73.3,11/1/10,306,3
penguin,-39.4,-73.3,7/21/12,204,3
penguin,-39.4,-73.3,7/21/12,204,3
penguin,-39.4,-73.3,7/21/12,204,3
penguin,-39.4,-73.3,7/21/12,204,3
penguin,-39.4,-73.3,7/21/12,204,3
penguin,-37.1,-73.4,2/19/10,49,3
penguin,-37.1,-73.4,2/18/10,48,3
penguin,-37.1,-73.4,2/19/10,49,3
penguin,-37.1,-73.4,2/18/10,48,3
penguin,-37.1,-73.4,2/18/10,48,3
penguin,-37.1,-73.4,2/19/10,49,3
penguin,-38.3,-73.7,7/16/10,199,3
penguin,-38.3,-73.7,7/16/10,199,3
penguin,-38.3,-73.7,7/16/10,199,3
penguin,-38.3,-73.7,7/16/10,199,3
penguin,-36.7,-73.2,11/20/10,325,3
penguin,-38.4,-73.9,2/15/12,45,3
penguin,-30.3,-71.6,6/29/09,181,3
penguin,-30.3,-71.6,6/29/09,181,3
penguin,-34.4,-72.0,6/28/08,180,3
penguin,-39.9,-73.4,2/22/85,52,3
penguin,-39.9,-73.4,2/23/85,53,3
penguin,-41.5,-72.9,2/9/89,39,3
penguin,-41.8,-73.6,1/6/92,6,3
penguin,-41.8,-74.0,11/17/97,322,3
penguin,-41.8,-73.5,12/15/97,350,3
penguin,-42.1,-72.9,3/29/98,90,3
penguin,-42.2,-73.1,3/29/98,90,3
penguin,-41.9,-74.0,9/29/01,273,3
penguin,-41.8,-73.5,10/3/01,277,3
penguin,-41.5,-72.6,2/14/03,44,3
penguin,-41.8,-73.7,10/9/03,283,3
penguin,-41.8,-73.5,12/16/03,351,3
penguin,-41.8,-73.5,1/31/05,31,3
penguin,-43.1,-73.9,1/18/05,18,3
penguin,-41.9,-74.0,3/3/05,64,3
penguin,-41.9,-74.0,12/15/05,350,3
penguin,-41.9,-74.0,2/8/06,38,3
penguin,-41.8,-73.5,2/1/06,31,3
penguin,-41.8,-73.5,2/9/06,39,3
penguin,-41.7,-72.6,2/2/07,32,3
penguin,-41.9,-74.0,2/6/07,36,3
penguin,-41.8,-73.5,1/27/08,27,3
penguin,-41.9,-74.0,1/27/08,27,3
penguin,-41.8,-73.6,1/17/08,17,3
penguin,-41.8,-73.5,1/17/08,17,3
penguin,-41.9,-74.0,2/4/08,34,3
penguin,-41.8,-73.5,2/2/08,32,3
penguin,-41.9,-74.0,3/4/08,65,3
penguin,-41.9,-74.0,3/4/08,65,3
penguin,-41.8,-73.5,12/9/08,344,3
penguin,-41.8,-73.5,12/6/08,341,3
penguin,-41.8,-73.5,12/7/08,342,3
penguin,-41.9,-74.0,1/26/09,26,3
penguin,-41.8,-73.5,2/7/09,37,3
penguin,-41.9,-74.0,2/2/09,32,3
penguin,-41.9,-74.0,2/7/09,37,3
penguin,-41.9,-74.0,11/23/09,328,3
penguin,-41.9,-74.0,12/27/09,362,3
penguin,-41.8,-73.5,12/24/09,359,3
penguin,-41.9,-74.0,12/24/09,359,3
penguin,-41.8,-73.5,12/24/09,359,3
penguin,-41.8,-73.5,12/25/09,360,3
penguin,-41.8,-73.5,12/26/09,361,3
penguin,-42.5,-73.5,1/16/10,16,3
penguin,-41.9,-74.0,1/30/10,30,3
penguin,-41.8,-73.2,1/9/10,9,3
penguin,-41.9,-74.0,1/27/10,27,3
penguin,-42.5,-73.5,1/16/10,16,3
penguin,-41.9,-74.0,1/11/10,11,3
penguin,-41.9,-74.0,1/30/10,30,3
penguin,-41.9,-74.0,1/30/10,30,3
penguin,-41.6,-73.6,1/31/10,31,3
penguin,-41.6,-73.6,1/31/10,31,3
penguin,-41.8,-73.5,1/31/10,31,3
penguin,-41.8,-73.5,1/31/10,31,3
penguin,-41.9,-74.0,2/22/10,52,3
penguin,-41.9,-74.0,2/5/10,35,3
penguin,-43.1,-73.7,2/7/10,37,3
penguin,-41.8,-73.5,2/8/10,38,3
penguin,-41.8,-73.5,2/5/10,35,3
penguin,-41.8,-73.5,2/4/10,34,3
penguin,-41.9,-74.0,2/5/10,35,3
penguin,-41.8,-73.5,2/5/10,35,3
penguin,-41.8,-73.5,2/4/10,34,3
penguin,-41.8,-73.5,2/8/10,38,3
penguin,-43.1,-73.7,2/7/10,37,3
penguin,-41.5,-72.8,2/1/10,31,3
penguin,-41.5,-72.8,2/1/10,31,3
penguin,-41.8,-73.5,4/10/10,101,3
penguin,-41.8,-73.5,4/10/10,101,3
penguin,-41.9,-74.0,10/27/10,301,3
penguin,-41.9,-74.0,10/27/10,301,3
penguin,-41.9,-74.0,11/23/10,328,3
penguin,-41.8,-73.5,1/9/11,9,3
penguin,-41.9,-74.0,1/21/11,21,3
penguin,-41.9,-74.0,1/21/11,21,3
penguin,-42.1,-74.0,1/10/11,10,3
penguin,-42.1,-74.0,1/10/11,10,3
penguin,-41.9,-74.0,1/31/11,31,3
penguin,-41.8,-73.5,2/14/11,44,3
penguin,-41.8,-73.5,2/19/11,49,3
penguin,-41.8,-73.5,2/19/11,49,3
penguin,-41.9,-74.0,2/18/11,48,3
penguin,-41.8,-73.5,2/18/11,48,3
penguin,-41.9,-74.0,2/18/11,48,3
penguin,-41.8,-73.5,2/18/11,48,3
penguin,-41.9,-74.0,2/20/11,50,3
penguin,-40.0,-73.6,2/22/11,52,3
penguin,-41.8,-73.5,2/14/11,44,3
penguin,-39.9,-73.4,3/20/11,81,3
penguin,-39.9,-73.4,3/20/11,81,3
penguin,-43.6,-73.6,3/12/11,73,3
penguin,-42.0,-73.8,4/30/11,121,3
penguin,-42.8,-73.6,8/23/11,236,3
penguin,-42.3,-72.5,9/17/11,261,3
penguin,-39.9,-73.7,10/31/11,305,3
penguin,-41.9,-74.0,12/15/11,350,3
penguin,-41.8,-73.5,12/16/11,351,3
penguin,-41.8,-73.5,12/15/11,350,3
penguin,-42.2,-73.7,12/25/11,360,3
penguin,-41.8,-74.1,12/19/11,354,3
penguin,-41.8,-73.5,12/20/11,355,3
penguin,-41.8,-73.5,1/15/12,15,3
penguin,-41.8,-73.5,1/18/12,18,3
penguin,-41.9,-74.0,1/30/12,30,3
penguin,-41.8,-73.5,1/3/12,3,3
penguin,-41.8,-73.5,1/3/12,3,3
penguin,-41.8,-73.5,1/7/12,7,3
penguin,-41.8,-73.5,1/7/12,7,3
penguin,-41.8,-73.5,1/7/12,7,3
penguin,-41.8,-73.5,1/7/12,7,3
penguin,-41.9,-74.0,1/20/12,20,3
penguin,-41.9,-74.0,1/21/12,21,3
penguin,-41.9,-74.0,1/20/12,20,3
penguin,-41.8,-73.5,1/13/12,13,3
penguin,-41.8,-73.5,1/13/12,13,3
penguin,-41.8,-73.5,1/13/12,13,3
penguin,-41.9,-74.0,1/21/12,21,3
penguin,-41.9,-74.0,1/21/12,21,3
penguin,-41.9,-74.0,1/20/12,20,3
penguin,-41.9,-74.0,1/20/12,20,3
penguin,-41.9,-74.0,1/21/12,21,3
penguin,-41.9,-74.0,1/20/12,20,3
penguin,-42.6,-72.5,1/26/12,26,3
penguin,-42.1,-72.6,2/8/12,38,3
penguin,-41.6,-72.9,2/8/12,38,3
penguin,-41.9,-74.0,2/17/12,47,3
penguin,-41.8,-73.5,2/18/12,48,3
penguin,-41.8,-73.5,2/16/12,46,3
penguin,-41.9,-74.0,2/22/12,52,3
penguin,-42.3,-72.7,2/4/12,34,3
penguin,-42.3,-72.7,2/4/12,34,3
penguin,-41.9,-74.0,3/3/12,64,3
penguin,-39.9,-73.7,3/25/12,86,3
penguin,-43.1,-73.6,8/14/12,227,3
penguin,-43.1,-73.6,8/14/12,227,3
penguin,-43.3,-74.2,9/20/12,264,3
penguin,-40.0,-73.7,10/11/12,285,3
penguin,-40.0,-73.7,10/11/12,285,3
penguin,-41.8,-73.5,11/23/12,328,3
penguin,-53.2,-70.9,3/12/85,73,3
penguin,-53.2,-70.9,3/6/86,67,3
penguin,-53.2,-70.9,2/9/89,39,3
penguin,-53.2,-70.7,2/7/89,37,3
penguin,-53.0,-70.2,2/8/89,38,3
penguin,-53.0,-71.2,2/6/89,36,3
penguin,-52.4,-69.6,11/16/91,321,3
penguin,-55.1,-71.2,2/6/92,36,3
penguin,-53.1,-71.0,2/7/92,37,3
penguin,-52.8,-70.3,3/5/92,66,3
penguin,-53.0,-71.2,11/23/93,328,3
penguin,-53.0,-70.2,11/25/93,330,3
penguin,-53.2,-70.7,11/24/93,329,3
penguin,-53.6,-70.9,1/12/96,12,3
penguin,-53.0,-71.3,1/12/96,12,3
penguin,-55.0,-67.1,1/14/96,14,3
penguin,-52.9,-71.1,2/28/98,58,3
penguin,-52.8,-71.0,11/25/99,330,3
penguin,-55.7,-67.4,10/22/00,296,3
penguin,-56.0,-67.3,10/20/00,294,3
penguin,-51.7,-72.5,11/19/00,324,3
penguin,-53.1,-70.9,11/19/01,324,3
penguin,-53.1,-70.9,11/19/01,324,3
penguin,-53.1,-70.9,11/17/02,322,3
penguin,-53.0,-71.0,12/22/02,357,3
penguin,-52.9,-70.7,1/14/03,14,3
penguin,-54.8,-69.9,1/21/03,21,3
penguin,-54.4,-70.2,1/20/03,20,3
penguin,-54.3,-69.8,1/19/03,19,3
penguin,-52.9,-70.6,1/25/03,25,3
penguin,-52.5,-69.5,2/24/03,54,3
penguin,-53.0,-71.3,2/22/03,52,3
penguin,-53.0,-71.2,2/10/03,40,3
penguin,-52.9,-73.6,2/11/03,41,3
penguin,-53.0,-71.3,3/12/03,73,3
penguin,-53.0,-71.2,12/10/03,345,3
penguin,-53.0,-71.2,12/10/03,345,3
penguin,-53.2,-70.9,12/25/03,360,3
penguin,-53.0,-71.3,12/22/03,357,3
penguin,-53.2,-70.7,12/23/03,358,3
penguin,-53.0,-71.3,1/30/04,30,3
penguin,-53.1,-71.3,1/30/04,30,3
penguin,-52.5,-69.5,11/22/04,327,3
penguin,-53.0,-71.3,11/20/04,325,3
penguin,-53.3,-70.4,12/14/04,349,3
penguin,-53.0,-70.1,12/13/04,348,3
penguin,-53.0,-70.1,12/13/04,348,3
penguin,-53.3,-70.4,12/14/04,349,3
penguin,-52.4,-69.6,1/5/05,5,3
penguin,-55.0,-66.9,1/31/05,31,3
penguin,-53.0,-71.2,2/1/05,31,3
penguin,-53.2,-70.7,4/16/05,107,3
penguin,-51.7,-72.5,4/14/05,105,3
penguin,-51.7,-72.5,4/14/05,105,3
penguin,-53.3,-70.3,10/25/05,299,3
penguin,-52.7,-69.6,10/26/05,300,3
penguin,-53.0,-71.3,10/27/05,301,3
penguin,-53.3,-70.4,11/15/05,320,3
penguin,-53.0,-71.3,11/11/05,316,3
penguin,-52.5,-69.5,11/14/05,319,3
penguin,-53.0,-71.3,1/24/06,24,3
penguin,-53.0,-71.3,2/3/06,33,3
penguin,-54.3,-73.8,2/4/06,34,3
penguin,-54.7,-70.0,9/24/06,268,3
penguin,-53.2,-70.9,10/24/06,298,3
penguin,-52.5,-69.5,11/6/06,311,3
penguin,-53.0,-71.3,11/4/06,309,3
penguin,-53.2,-70.7,11/5/06,310,3
penguin,-53.1,-70.6,1/24/07,24,3
penguin,-53.2,-70.9,1/23/07,23,3
penguin,-53.1,-70.6,1/23/07,23,3
penguin,-55.8,-69.0,10/25/07,299,3
penguin,-53.2,-70.7,11/21/07,326,3
penguin,-53.0,-71.2,11/21/07,326,3
penguin,-53.2,-70.9,11/20/07,325,3
penguin,-52.5,-69.5,11/27/07,332,3
penguin,-52.5,-69.5,11/26/07,331,3
penguin,-53.0,-71.3,11/25/07,330,3
penguin,-53.2,-70.9,11/23/07,328,3
penguin,-53.5,-70.5,1/21/08,21,3
penguin,-52.8,-70.9,1/21/08,21,3
penguin,-53.2,-70.9,2/24/08,54,3
penguin,-55.0,-68.8,2/21/08,51,3
penguin,-53.1,-70.9,2/7/08,37,3
penguin,-54.2,-70.3,3/23/08,84,3
penguin,-52.5,-69.5,10/18/08,292,3
penguin,-52.8,-71.2,11/18/08,323,3
penguin,-54.9,-67.6,12/31/08,366,3
penguin,-53.3,-70.4,12/30/08,365,3
penguin,-53.0,-71.3,12/18/08,353,3
penguin,-55.0,-67.0,12/22/08,357,3
penguin,-52.6,-69.3,12/1/08,336,3
penguin,-52.5,-69.5,12/18/08,353,3
penguin,-52.9,-71.1,12/17/08,352,3
penguin,-52.9,-70.6,12/29/08,364,3
penguin,-52.9,-70.6,12/16/08,351,3
penguin,-54.9,-67.5,1/7/09,7,3
penguin,-55.2,-66.4,1/24/09,24,3
penguin,-55.2,-66.4,1/24/09,24,3
penguin,-55.2,-66.4,1/24/09,24,3
penguin,-54.2,-69.9,1/30/09,30,3
penguin,-53.7,-70.9,1/27/09,27,3
penguin,-55.2,-66.4,1/24/09,24,3
penguin,-54.9,-67.5,1/7/09,7,3
penguin,-54.9,-67.5,1/7/09,7,3
penguin,-53.2,-70.9,1/4/09,4,3
penguin,-53.0,-71.3,2/22/09,52,3
penguin,-53.0,-71.3,11/6/09,311,3
penguin,-53.2,-70.7,11/2/09,307,3
penguin,-52.4,-71.3,11/4/09,309,3
penguin,-54.5,-73.0,11/17/09,322,3
penguin,-52.5,-69.5,11/4/09,309,3
penguin,-53.0,-71.3,11/6/09,311,3
penguin,-53.2,-70.7,11/3/09,308,3
penguin,-53.2,-70.7,12/29/09,364,3
penguin,-52.5,-69.5,12/6/09,341,3
penguin,-53.0,-71.2,1/27/10,27,3
penguin,-53.0,-71.3,1/1/10,1,3
penguin,-54.9,-68.1,1/2/10,2,3
penguin,-53.2,-70.7,1/24/10,24,3
penguin,-53.2,-70.7,1/24/10,24,3
penguin,-52.3,-70.4,2/13/10,43,3
penguin,-49.3,-74.3,2/3/10,33,3
penguin,-49.3,-74.3,2/3/10,33,3
penguin,-53.2,-70.7,6/15/10,167,3
penguin,-53.2,-70.7,6/15/10,167,3
penguin,-53.0,-71.3,11/1/10,306,3
penguin,-53.2,-70.7,11/2/10,307,3
penguin,-52.5,-69.5,11/3/10,308,3
penguin,-55.0,-70.4,11/28/10,333,3
penguin,-55.0,-70.4,11/29/10,334,3
penguin,-53.0,-71.3,11/1/10,306,3
penguin,-53.2,-70.7,11/2/10,307,3
penguin,-53.0,-70.7,1/3/11,3,3
penguin,-53.2,-70.9,1/3/11,3,3
penguin,-53.2,-70.7,1/27/11,27,3
penguin,-53.5,-69.3,1/28/11,28,3
penguin,-53.0,-71.2,1/27/11,27,3
penguin,-53.2,-70.7,1/28/11,28,3
penguin,-52.5,-69.5,2/4/11,34,3
penguin,-52.5,-69.3,2/7/11,37,3
penguin,-53.0,-71.3,2/26/11,56,3
penguin,-52.5,-69.5,2/28/11,58,3
penguin,-52.5,-69.5,2/28/11,58,3
penguin,-53.3,-70.7,9/9/11,253,3
penguin,-53.0,-71.3,10/31/11,305,3
penguin,-53.0,-71.2,10/31/11,305,3
penguin,-56.5,-68.7,10/26/11,300,3
penguin,-53.2,-70.7,11/1/11,306,3
penguin,-53.2,-70.7,11/1/11,306,3
penguin,-52.4,-69.6,11/2/11,307,3
penguin,-53.0,-70.1,11/2/11,307,3
penguin,-53.2,-70.7,11/16/11,321,3
penguin,-52.5,-69.5,11/14/11,319,3
penguin,-53.0,-71.2,11/14/11,319,3
penguin,-53.4,-70.3,11/15/11,320,3
penguin,-53.2,-70.9,11/17/11,322,3
penguin,-53.7,-72.2,12/20/11,355,3
penguin,-53.2,-70.7,12/17/11,352,3
penguin,-52.9,-70.6,12/31/11,366,3
penguin,-56.0,-67.3,1/29/12,29,3
penguin,-53.2,-70.7,1/31/12,31,3
penguin,-56.0,-67.1,1/26/12,26,3
penguin,-55.2,-66.4,1/26/12,26,3
penguin,-55.2,-66.5,1/26/12,26,3
penguin,-55.2,-66.4,1/26/12,26,3
penguin,-56.0,-67.2,1/22/12,22,3
penguin,-53.2,-70.7,2/19/12,49,3
penguin,-53.2,-70.7,2/15/12,45,3
penguin,-53.0,-71.3,2/16/12,46,3
penguin,-52.5,-69.5,2/20/12,50,3
penguin,-53.3,-70.4,2/19/12,49,3
penguin,-53.6,-70.9,2/14/12,44,3
penguin,-53.1,-70.9,4/22/12,113,3
penguin,-53.1,-70.9,4/22/12,113,3
penguin,-52.5,-69.5,5/14/12,136,3
penguin,-53.3,-70.4,8/14/12,227,3
penguin,-53.0,-71.2,10/23/12,297,3
penguin,-18.5,-70.4,11/17/11,322,3
penguin,-18.5,-70.4,11/17/11,322,3
penguin,-33.0,-71.6,3/15/85,76,3
penguin,-33.0,-71.7,8/10/97,223,3
penguin,-33.0,-71.6,5/20/01,142,3
penguin,-33.0,-71.6,6/20/01,172,3
penguin,-33.0,-71.6,11/8/01,313,3
penguin,-33.0,-71.6,11/8/01,313,3
penguin,-33.4,-71.7,10/15/03,289,3
penguin,-33.7,-78.9,2/4/04,34,3
penguin,-32.8,-71.8,6/6/05,158,3
penguin,-33.6,-71.6,2/10/06,40,3
penguin,-32.9,-72.0,6/17/06,169,3
penguin,-33.0,-71.8,6/17/06,169,3
penguin,-33.0,-71.8,6/17/06,169,3
penguin,-33.0,-71.8,6/17/06,169,3
penguin,-33.0,-71.8,6/17/06,169,3
penguin,-33.0,-71.8,6/17/06,169,3
penguin,-32.9,-72.0,6/17/06,169,3
penguin,-33.0,-71.8,11/11/06,316,3
penguin,-32.8,-71.6,11/23/06,328,3
penguin,-33.0,-71.8,11/11/06,316,3
penguin,-33.0,-71.6,11/11/06,316,3
penguin,-33.0,-71.8,11/11/06,316,3
penguin,-33.4,-71.7,1/12/07,12,3
penguin,-33.0,-71.8,3/25/07,86,3
penguin,-32.8,-71.6,5/12/07,134,3
penguin,-32.8,-71.6,5/21/07,143,3
penguin,-32.8,-71.6,6/30/07,182,3
penguin,-32.8,-71.8,8/25/07,238,3
penguin,-32.8,-71.6,8/25/07,238,3
penguin,-33.0,-71.8,9/2/07,246,3
penguin,-32.8,-71.6,10/27/07,301,3
penguin,-32.8,-71.6,10/27/07,301,3
penguin,-33.0,-71.8,5/31/08,153,3
penguin,-33.0,-71.8,5/31/08,153,3
penguin,-33.0,-71.8,5/31/08,153,3
penguin,-33.0,-71.8,5/31/08,153,3
penguin,-33.0,-71.6,6/28/08,180,3
penguin,-33.0,-71.8,6/28/08,180,3
penguin,-33.0,-71.8,6/28/08,180,3
penguin,-33.0,-71.8,6/28/08,180,3
penguin,-33.0,-71.9,8/30/08,243,3
penguin,-33.0,-71.8,8/30/08,243,3
penguin,-32.9,-71.7,8/30/08,243,3
penguin,-33.0,-71.8,8/30/08,243,3
penguin,-33.0,-71.8,9/6/08,250,3
penguin,-33.0,-71.8,9/6/08,250,3
penguin,-33.0,-71.8,9/6/08,250,3
penguin,-33.0,-71.8,11/1/08,306,3
penguin,-33.0,-71.6,1/20/09,20,3
penguin,-33.0,-71.6,7/31/09,214,3
penguin,-33.0,-71.6,7/27/09,210,3
penguin,-33.0,-71.8,9/25/09,269,3
penguin,-33.0,-71.8,9/25/09,269,3
penguin,-33.0,-71.8,9/25/09,269,3
penguin,-33.0,-71.8,9/25/09,269,3
penguin,-33.0,-71.8,9/25/09,269,3
penguin,-33.0,-71.8,10/2/09,276,3
penguin,-33.0,-71.8,11/1/09,306,3
penguin,-33.0,-71.8,11/5/09,310,3
penguin,-33.0,-71.8,11/1/09,306,3
penguin,-33.0,-71.8,11/1/09,306,3
penguin,-33.0,-71.8,11/5/09,310,3
penguin,-33.0,-71.8,11/5/09,310,3
penguin,-33.0,-71.8,11/5/09,310,3
penguin,-33.0,-71.8,12/15/09,350,3
penguin,-33.0,-71.8,12/15/09,350,3
penguin,-33.0,-71.8,12/15/09,350,3
penguin,-33.0,-71.8,12/15/09,350,3
penguin,-33.0,-71.8,12/15/09,350,3
penguin,-33.0,-71.6,5/8/10,130,3
penguin,-33.0,-71.8,6/5/10,157,3
penguin,-33.0,-71.8,6/5/10,157,3
penguin,-33.0,-71.8,6/5/10,157,3
penguin,-33.0,-71.6,6/5/10,157,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.8,6/20/10,172,3
penguin,-33.0,-71.6,9/1/10,245,3
penguin,-33.0,-71.6,9/1/10,245,3
penguin,-33.0,-71.8,11/11/10,316,3
penguin,-33.0,-71.6,6/26/11,178,3
penguin,-33.4,-71.7,9/24/11,268,3
penguin,-33.4,-71.7,10/21/11,295,3
penguin,-32.8,-71.6,4/22/12,113,3
penguin,-32.8,-71.6,4/22/12,113,3
penguin,-32.8,-71.6,4/22/12,113,3
penguin,-32.8,-71.6,4/22/12,113,3
penguin,-32.8,-71.6,4/22/12,113,3
penguin,-32.8,-71.6,4/22/12,113,3
penguin,-33.0,-71.6,5/5/12,127,3
penguin,-32.8,-71.6,6/9/12,161,3
penguin,-32.8,-71.6,6/9/12,161,3
penguin,-33.0,-71.6,6/23/12,175,3
penguin,-33.0,-71.6,6/23/12,175,3
penguin,-33.0,-71.6,6/23/12,175,3
penguin,-33.0,-71.6,6/23/12,175,3
penguin,-33.0,-71.8,6/30/12,182,3
penguin,-33.0,-71.8,6/30/12,182,3
penguin,-33.0,-71.8,6/30/12,182,3
penguin,-33.0,-71.8,6/30/12,182,3
penguin,-33.0,-71.8,6/30/12,182,3
penguin,-33.0,-71.8,6/30/12,182,3
penguin,-33.0,-71.8,6/30/12,182,3
penguin,-33.0,-71.8,6/30/12,182,3
penguin,-51.7,-57.9,1/26/92,26,3
penguin,-51.4,-60.7,1/27/92,27,3
penguin,-52.4,-59.1,9/25/92,269,3
penguin,-51.3,-60.5,3/5/95,66,3
penguin,-51.3,-60.7,3/12/00,73,3
penguin,-51.7,-57.8,3/10/00,71,3
penguin,-51.7,-61.3,3/11/00,72,3
penguin,-51.3,-60.5,3/12/00,73,3
penguin,-51.5,-57.8,1/18/03,18,3
penguin,-51.3,-60.5,1/17/03,17,3
penguin,-51.7,-57.8,2/7/03,37,3
penguin,-51.7,-57.8,1/29/05,29,3
penguin,-51.4,-60.7,2/7/05,37,3
penguin,-51.5,-59.5,12/11/05,346,3
penguin,-52.2,-58.9,1/11/06,11,3
penguin,-51.3,-60.5,2/9/06,39,3
penguin,-52.2,-58.9,1/11/07,11,3
penguin,-51.7,-57.8,1/13/08,13,3
penguin,-51.4,-60.7,2/26/08,56,3
penguin,-51.4,-60.7,2/5/08,35,3
penguin,-52.4,-59.1,2/14/08,44,3
penguin,-51.8,-59.0,2/3/08,33,3
penguin,-51.3,-60.5,2/4/08,34,3
penguin,-51.3,-60.5,2/6/08,36,3
penguin,-51.3,-60.2,2/7/08,37,3
penguin,-51.3,-60.2,2/9/08,39,3
penguin,-51.4,-58.5,2/16/08,46,3
penguin,-52.1,-59.4,2/18/08,48,3
penguin,-51.2,-59.0,2/19/08,49,3
penguin,-51.3,-60.2,2/27/08,57,3
penguin,-51.3,-60.6,2/27/08,57,3
penguin,-51.7,-57.8,2/28/08,58,3
penguin,-51.7,-61.3,2/26/08,56,3
penguin,-51.3,-60.2,2/8/08,38,3
penguin,-51.3,-60.2,1/9/09,9,3
penguin,-51.3,-60.6,1/9/09,9,3
penguin,-51.3,-60.2,1/9/09,9,3
penguin,-51.3,-60.2,1/9/09,9,3
penguin,-51.3,-60.6,1/9/09,9,3
penguin,-51.3,-60.6,1/9/09,9,3
penguin,-51.3,-60.2,1/9/09,9,3
penguin,-51.3,-60.6,1/9/09,9,3
penguin,-51.8,-58.2,2/21/09,51,3
penguin,-51.7,-59.4,12/4/09,339,3
penguin,-52.4,-59.1,1/12/10,12,3
penguin,-52.4,-59.1,1/13/10,13,3
penguin,-51.3,-60.2,1/5/10,5,3
penguin,-51.0,-61.2,1/8/10,8,3
penguin,-51.2,-59.7,1/9/10,9,3
penguin,-52.4,-64.2,1/7/10,7,3
penguin,-51.3,-60.2,1/9/10,9,3
penguin,-51.0,-61.2,1/8/10,8,3
penguin,-51.2,-59.7,1/9/10,9,3
penguin,-51.2,-59.7,1/9/10,9,3
penguin,-51.0,-61.2,1/8/10,8,3
penguin,-51.3,-60.2,1/9/10,9,3
penguin,-51.3,-60.2,1/9/10,9,3
penguin,-51.3,-60.5,1/8/10,8,3
penguin,-51.3,-60.2,1/9/10,9,3
penguin,-51.3,-60.5,1/8/10,8,3
penguin,-51.3,-60.2,1/9/10,9,3
penguin,-51.3,-60.2,1/9/10,9,3
penguin,-51.3,-60.2,1/9/10,9,3
penguin,-51.3,-60.5,1/8/10,8,3
penguin,-51.8,-61.3,2/28/10,58,3
penguin,-51.3,-59.7,11/8/10,313,3
penguin,-51.5,-57.8,11/12/10,317,3
penguin,-51.3,-59.7,11/9/10,314,3
penguin,-52.3,-58.6,11/10/10,315,3
penguin,-52.3,-58.6,11/11/10,316,3
penguin,-51.7,-57.9,12/26/10,361,3
penguin,-51.7,-57.8,1/12/11,12,3
penguin,-51.3,-57.6,1/12/11,12,3
penguin,-51.3,-60.5,1/9/11,9,3
penguin,-51.7,-57.8,1/10/11,10,3
penguin,-51.3,-60.6,11/3/11,308,3
