COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE	
tern	69.6	-139.5	6/23/03	175	2
tern	57.8	-152.4	6/23/03	175	2
tern	57.8	-133.6	6/23/03	175	2
tern	43.9	-69.4	6/23/03	175	2
tern	51.4	-55.6	6/24/03	176	2
tern	62	-127.2	6/24/03	176	2
tern	66	-17.4	6/24/03	176	2
tern	71.3	-156.8	6/24/03	176	2
tern	62	-127.2	6/25/03	177	2
tern	64	-81.8	6/25/03	177	2
tern	57.2	-170.2	6/25/03	177	2
tern	71.3	-156.8	6/25/03	177	2
tern	62	-127.2	6/26/03	178	2
tern	81.8	-71.1	6/26/03	178	2
tern	81.8	-71.3	6/26/03	178	2
tern	66	-17.4	6/26/03	178	2
tern	61.2	-149.9	6/26/03	178	2
tern	58.8	-94.2	6/27/03	179	2
tern	62	-127.2	6/27/03	179	2
tern	64	-81.7	6/27/03	179	2
tern	64	-81.7	6/27/03	179	2
tern	81.8	-71.4	6/27/03	179	2
tern	66.1	-74.1	6/27/03	179	2
tern	66	-17.4	6/27/03	179	2
tern	58.4	-134.5	6/27/03	179	2
tern	57.9	-153.3	6/27/03	179	2
tern	57.8	-153.3	6/27/03	179	2
tern	71.3	-156.8	6/27/03	179	2
tern	44.5	-67.1	6/27/03	179	2
tern	53.4	-3.3	6/28/03	180	2
tern	53.3	-4.7	6/28/03	180	2
tern	58.4	-134.5	6/28/03	180	2
tern	60.4	-150.3	6/28/03	180	2
tern	57.8	-153.3	6/28/03	180	2
tern	66	-17.4	6/29/03	181	2
tern	58.4	-134.5	6/29/03	181	2
tern	64.5	-129.6	6/30/03	182	2
tern	64	-81.7	6/30/03	182	2
tern	66	-17.4	6/30/03	182	2
tern	61.2	-149.9	6/30/03	182	2
tern	66	-17.4	7/1/03	184	2
tern	61.2	-149.9	7/1/03	184	2
tern	44.1	-64.5	7/2/03	185	2
tern	64	-81.7	7/2/03	185	2
tern	66	-17.4	7/2/03	185	2
tern	64	-81.7	7/3/03	186	2
tern	57.8	-153.3	7/3/03	186	2
tern	44.5	-67.1	7/3/03	186	2
tern	73.4	-119.8	7/4/03	187	2
tern	73.1	-119.5	7/4/03	187	2
tern	66	-17.4	7/4/03	187	2
tern	73.8	-120.6	7/5/03	188	2
tern	66	-17.4	7/5/03	188	2
tern	58.4	-134.7	7/5/03	188	2
tern	58.5	-134.9	7/5/03	188	2
tern	58.4	-134.6	7/5/03	188	2
tern	58.2	-134.6	7/5/03	188	2
tern	57.1	-133.4	7/5/03	188	2
tern	47.3	-52.8	7/6/03	189	2
tern	73.6	-120.1	7/6/03	189	2
tern	68.4	-134	7/6/03	189	2
tern	66	-17.4	7/6/03	189	2
tern	58.4	-134.6	7/6/03	189	2
tern	44.5	-67.1	7/6/03	189	2
tern	44.5	-67.1	7/6/03	189	2
tern	73.6	-120.1	7/7/03	190	2
tern	81.8	-71	7/7/03	190	2
tern	61.1	-149.8	7/7/03	190	2
tern	57.5	-135.3	7/7/03	190	2
tern	69.1	-105.5	7/8/03	191	2
tern	60.8	-137.5	7/8/03	191	2
tern	66	-17.4	7/8/03	191	2
tern	61.1	-146.4	7/8/03	191	2
tern	69.1	-105.5	7/9/03	192	2
tern	69.1	-105.1	7/9/03	192	2
tern	60.2	-149.7	7/9/03	192	2
tern	59.8	-148.8	7/9/03	192	2
tern	71.3	-156.8	7/9/03	192	2
tern	44.5	-64.4	7/10/03	193	2
tern	73.6	-120.1	7/10/03	193	2
tern	69.1	-105.1	7/10/03	193	2
tern	44.4	-64.3	7/11/03	194	2
tern	44.3	-64.3	7/11/03	194	2
tern	61.1	-123.4	7/11/03	194	2
tern	69.1	-105.5	7/11/03	194	2
tern	69.1	-105.1	7/11/03	194	2
tern	39	-74.8	7/11/03	194	2
tern	69.1	-105.5	7/12/03	195	2
tern	66	-17.4	7/12/03	195	2
tern	43.7	-69.8	7/12/03	195	2
tern	69.1	-105.5	7/13/03	196	2
tern	43	-70.6	7/13/03	196	2
tern	43	-70.6	7/13/03	196	2
tern	69.1	-105.5	7/14/03	197	2
tern	61.2	-149.9	7/14/03	197	2
tern	58.4	-134.5	7/14/03	197	2
tern	69.1	-105.5	7/15/03	198	2
tern	58.3	-134.6	7/15/03	198	2
tern	62	-127.1	7/16/03	199	2
tern	81.9	-71.4	7/16/03	199	2
tern	61.9	-126.6	7/17/03	200	2
tern	62	-127.1	7/17/03	200	2
tern	81.8	-71.3	7/17/03	200	2
tern	57.7	-3.6	7/17/03	200	2
tern	61.9	-126.3	7/18/03	201	2
tern	76.2	-119.3	7/18/03	201	2
tern	81.8	-71.4	7/18/03	201	2
tern	57.1	-170.3	7/18/03	201	2
tern	63.5	-150.1	7/18/03	201	2
tern	58.3	-134.6	7/18/03	201	2
tern	52.8	-66.3	7/19/03	202	2
tern	76.2	-119.3	7/19/03	202	2
tern	71.3	-156.8	7/19/03	202	2
tern	46.9	-124.5	7/19/03	202	2
tern	46.9	-124.5	7/19/03	202	2
tern	46.9	-124.5	7/19/03	202	2
tern	65.1	-123.5	7/20/03	203	2
tern	66	-17.4	7/21/03	204	2
tern	63.5	-150.1	7/21/03	204	2
tern	58.3	-134.6	7/21/03	204	2
tern	66	-17.4	7/23/03	206	2
tern	44.4	-67.9	7/23/03	206	2
tern	58.4	-135.7	7/24/03	207	2
tern	58.4	-134.9	7/25/03	208	2
tern	58.7	-134.9	7/25/03	208	2
tern	44.4	-64.4	7/26/03	209	2
tern	81.8	-71.4	7/26/03	209	2
tern	66	-17.4	7/26/03	209	2
tern	71.3	-156.8	7/28/03	211	2
tern	62	-127.1	7/29/03	212	2
tern	66	-17.4	7/29/03	212	2
tern	69.1	-105.4	7/30/03	213	2
tern	42.9	-70.6	7/30/03	213	2
tern	62	-127.1	7/31/03	214	2
tern	69.8	-108	7/31/03	214	2
tern	66	-17.4	7/31/03	214	2
tern	62.9	-90.8	8/1/03	214	2
tern	66	-17.4	8/1/03	214	2
tern	77.3	23.1	8/1/03	214	2
tern	46.2	-63.8	8/2/03	215	2
tern	62	-127.1	8/2/03	215	2
tern	77	16	8/4/03	217	2
tern	44.5	-67.1	8/4/03	217	2
tern	66	-17.4	8/5/03	218	2
tern	78.9	11.9	8/5/03	218	2
tern	46.8	-54.2	8/6/03	219	2
tern	62.9	-90.8	8/6/03	219	2
tern	66	-17.4	8/6/03	219	2
tern	46.7	-53.3	8/7/03	220	2
tern	47.3	-52.8	8/7/03	220	2
tern	62	-127.1	8/7/03	220	2
tern	69.1	-105.2	8/7/03	220	2
tern	69.3	-104.9	8/7/03	220	2
tern	69.1	-105.1	8/8/03	221	2
tern	66	-17.4	8/8/03	221	2
tern	58.3	-134.6	8/8/03	221	2
tern	44.7	-66.8	8/9/03	222	2
tern	66	-17.4	8/9/03	222	2
tern	46.9	-124.5	8/9/03	222	2
tern	46.9	-124.5	8/9/03	222	2
tern	46.9	-124.5	8/9/03	222	2
tern	57	-135.3	8/10/03	223	2
tern	70	-108	8/11/03	224	2
tern	66	-17.4	8/11/03	224	2
tern	69.1	-105.1	8/12/03	225	2
tern	69.1	-105	8/12/03	225	2
tern	66	-17.4	8/12/03	225	2
tern	47.7	-52.7	8/13/03	226	2
tern	70	-108	8/13/03	226	2
tern	66	-17.4	8/13/03	226	2
tern	41.6	-70	8/13/03	226	2
tern	44.4	-68.2	8/13/03	226	2
tern	50.1	-61.1	8/14/03	227	2
tern	66	-17.4	8/14/03	227	2
tern	48.5	-56	8/15/03	228	2
tern	51.3	-57.5	8/15/03	228	2
tern	51	-58.7	8/16/03	229	2
tern	66	-17.4	8/16/03	229	2
tern	50.2	-63.7	8/17/03	230	2
tern	50.1	-61.6	8/17/03	230	2
tern	66	-17.4	8/19/03	232	2
tern	56.5	-132.5	8/20/03	233	2
tern	66	-17.4	8/21/03	234	2
tern	66	-17.4	8/22/03	235	2
tern	66	-17.4	8/23/03	236	2
tern	46.9	-124.5	8/23/03	236	2
tern	46.9	-124.5	8/23/03	236	2
tern	48.5	-53	8/25/03	238	2
tern	66	-17.4	8/25/03	238	2
tern	66	-17.4	8/26/03	239	2
tern	66	-17.4	8/27/03	240	2
tern	66	-17.4	8/28/03	241	2
tern	44.9	-67	8/28/03	241	2
tern	64.2	-22	8/30/03	243	2
tern	44.8	-67	8/30/03	243	2
tern	44.5	-67.4	8/30/03	243	2
tern	44.5	-67.4	8/30/03	243	2
tern	63.9	-22.5	8/31/03	244	2
tern	64.1	-22.7	9/2/03	246	2
tern	63.9	-22.5	9/6/03	250	2
tern	33.1	-118.4	9/6/03	250	2
tern	32.7	-119.2	9/6/03	250	2
tern	34.2	-119.4	9/6/03	250	2
tern	33	-119.6	9/6/03	250	2
tern	36.6	-122.5	9/7/03	251	2
tern	64.2	-22	9/8/03	252	2
tern	64.2	-22	9/9/03	253	2
tern	64.2	-22	9/10/03	254	2
tern	63.9	-22.5	9/13/03	257	2
tern	63.9	-22.5	9/13/03	257	2
tern	40.1	-105.2	9/13/03	257	2
tern	40.1	-105.2	9/13/03	257	2
tern	40.2	-105	9/13/03	257	2
tern	40.8	-124.3	9/14/03	258	2
tern	32.7	-117.9	9/15/03	259	2
tern	38.9	-75	9/19/03	263	2
tern	38.9	-75	9/19/03	263	2
tern	42.5	-76.5	9/19/03	263	2
tern	42.5	-76.5	9/19/03	263	2
tern	42.5	-76.5	9/19/03	263	2
tern	42.5	-76.5	9/19/03	263	2
tern	42.5	-76.5	9/19/03	263	2
tern	42.5	-76.5	9/19/03	263	2
tern	41	-77.6	9/20/03	264	2
tern	41	-77.6	9/20/03	264	2
tern	40.5	-75.2	9/23/03	267	2
tern	-34.7	18.3	9/27/03	271	2
tern	40	-76.5	9/28/03	272	2
tern	54.2	7.9	10/17/03	291	2
tern	54.2	7.9	10/18/03	292	2
tern	54.2	7.9	10/19/03	293	2
tern	-34.7	18.3	1/10/04	10	2
tern	-30	31.5	3/10/04	71	2
tern	-30	31.5	3/14/04	75	2
tern	58.3	-134.6	4/26/04	117	2
tern	58.4	-134.6	4/26/04	117	2
tern	40.7	-74.9	4/28/04	119	2
tern	52.2	1.6	4/29/04	120	2
tern	61.2	-149.9	4/30/04	121	2
tern	58.4	-134.5	4/30/04	121	2
tern	58.4	-134.6	4/30/04	121	2
tern	58.3	-134.6	4/30/04	121	2
tern	61.1	-149.8	5/1/04	123	2
tern	58.6	16.6	5/2/04	124	2
tern	58.4	-134.6	5/2/04	124	2
tern	58.3	-134.6	5/2/04	124	2
tern	58.3	-134.6	5/4/04	126	2
tern	59.4	-139.5	5/6/04	128	2
tern	58.1	8	5/7/04	129	2
tern	66	-17.4	5/8/04	130	2
tern	58.3	-134.6	5/8/04	130	2
tern	58.7	-134.9	5/8/04	130	2
tern	66	-17.4	5/9/04	131	2
tern	58.3	-134.4	5/9/04	131	2
tern	66	-17.4	5/10/04	132	2
tern	58.4	-134.5	5/10/04	132	2
tern	58.3	-134.6	5/10/04	132	2
tern	58.3	-134.6	5/11/04	133	2
tern	44.4	-64.4	5/12/04	134	2
tern	66	-17.4	5/12/04	134	2
tern	66	-17.4	5/14/04	136	2
tern	64.8	-147.8	5/14/04	136	2
tern	66	-17.4	5/15/04	137	2
tern	61.7	-150.1	5/15/04	137	2
tern	59.5	-135.3	5/15/04	137	2
tern	41.6	-70	5/15/04	137	2
tern	46.3	-96.6	5/15/04	137	2
tern	46.9	-124.5	5/15/04	137	2
tern	46.9	-124.5	5/15/04	137	2
tern	46.9	-124.5	5/15/04	137	2
tern	66	-17.4	5/16/04	138	2
tern	59.2	-135.4	5/16/04	138	2
tern	66	-17.4	5/17/04	139	2
tern	52.7	1.6	5/18/04	140	2
tern	66	-17.4	5/18/04	140	2
tern	38.9	-75	5/18/04	140	2
tern	38.9	-75	5/18/04	140	2
tern	45.3	-75.3	5/21/04	143	2
tern	60.1	-149.4	5/21/04	143	2
tern	66	-17.4	5/22/04	144	2
tern	59.6	-149.6	5/22/04	144	2
tern	60.1	-149.4	5/22/04	144	2
tern	57.9	-133.3	5/22/04	144	2
tern	57.6	-7	5/23/04	145	2
tern	66	-17.4	5/23/04	145	2
tern	60.4	-149.4	5/23/04	145	2
tern	60.1	-149.4	5/23/04	145	2
tern	47.4	-124.8	5/23/04	145	2
tern	47.5	-124.8	5/23/04	145	2
tern	65.2	-123.4	5/25/04	147	2
tern	66	-17.4	5/25/04	147	2
tern	65.2	-123.4	5/26/04	148	2
tern	64	-22.6	5/26/04	148	2
tern	58.7	-134.9	5/26/04	148	2
tern	60.2	25	5/27/04	149	2
tern	44.5	-67.1	5/27/04	149	2
tern	59.8	-133.8	5/28/04	150	2
tern	61.3	-120.6	5/28/04	150	2
tern	66	-17.4	5/28/04	150	2
tern	44.5	-67.1	5/28/04	150	2
tern	48.3	-125	5/28/04	150	2
tern	48.5	-125.4	5/29/04	151	2
tern	65.2	-123.4	5/29/04	151	2
tern	66	-17.4	5/29/04	151	2
tern	66	-17.4	5/30/04	152	2
tern	64	-81.7	5/31/04	153	2
tern	62.8	-82	5/31/04	153	2
tern	64	-81.8	5/31/04	153	2
tern	62.8	-82	5/31/04	153	2
tern	66.5	25.7	5/31/04	153	2
tern	66	-17.4	5/31/04	153	2
tern	58.3	16.9	5/31/04	153	2
tern	57.2	-170.3	5/31/04	153	2
tern	46.6	-53.2	6/1/04	153	2
tern	65.2	-123.4	6/1/04	153	2
tern	66	-17.4	6/1/04	153	2
tern	58.3	-134.6	6/2/04	154	2
tern	64.5	-165.4	6/2/04	154	2
tern	66	-17.4	6/3/04	155	2
tern	64.8	-147.7	6/3/04	155	2
tern	64.5	-165.4	6/3/04	155	2
tern	65.2	-123.4	6/4/04	156	2
tern	55.6	-1.6	6/4/04	156	2
tern	64.5	-165.4	6/4/04	156	2
tern	65.2	-123.4	6/5/04	157	2
tern	55.6	12.5	6/5/04	157	2
tern	66	-17.4	6/5/04	157	2
tern	64.5	-165.4	6/5/04	157	2
tern	38.1	-75.2	6/5/04	157	2
tern	38.1	-75.2	6/5/04	157	2
tern	38.1	-75.2	6/5/04	157	2
tern	38.1	-75.2	6/5/04	157	2
tern	38.1	-75.2	6/5/04	157	2
tern	47.6	-70.2	6/6/04	158	2
tern	65.2	-123.4	6/7/04	159	2
tern	64.1	-22.7	6/7/04	159	2
tern	66	-17.4	6/7/04	159	2
tern	64.5	-165.4	6/7/04	159	2
tern	71.3	-156.8	6/7/04	159	2
tern	65.2	-123.4	6/8/04	160	2
tern	64	-81.8	6/8/04	160	2
tern	64	-81.8	6/8/04	160	2
tern	64.1	-21.9	6/8/04	160	2
tern	66	-17.4	6/8/04	160	2
tern	63.9	-20.9	6/8/04	160	2
tern	61.2	-149.9	6/8/04	160	2
tern	63.7	-149	6/8/04	160	2
tern	58.7	-134.9	6/8/04	160	2
tern	71.3	-156.8	6/8/04	160	2
tern	58.8	-94	6/9/04	161	2
tern	44.3	-64.3	6/9/04	161	2
tern	65.2	-123.4	6/9/04	161	2
tern	65.2	-123.4	6/9/04	161	2
tern	55.2	-84.4	6/9/04	161	2
tern	55.2	-84.4	6/9/04	161	2
tern	66	-17.4	6/9/04	161	2
tern	63.1	-151.2	6/9/04	161	2
tern	65.2	-123.4	6/10/04	162	2
tern	63.4	-84.9	6/10/04	162	2
tern	64	-81.8	6/10/04	162	2
tern	64	-81.8	6/10/04	162	2
tern	64.5	-164.8	6/10/04	162	2
tern	64.5	-165.4	6/10/04	162	2
tern	64.5	-165.1	6/10/04	162	2
tern	64.5	-165.3	6/10/04	162	2
tern	39	-74.8	6/10/04	162	2
tern	65.2	-123.4	6/11/04	163	2
tern	64	-82	6/11/04	163	2
tern	64	-81.8	6/11/04	163	2
tern	64.6	-165.3	6/11/04	163	2
tern	58	-94	6/12/04	164	2
tern	65.2	-123.4	6/12/04	164	2
tern	39	-74.8	6/12/04	164	2
tern	58	-94	6/13/04	165	2
tern	65.2	-123.4	6/13/04	165	2
tern	64	-81.7	6/13/04	165	2
tern	64	-81.7	6/13/04	165	2
tern	62.8	-82	6/13/04	165	2
tern	62.8	-82	6/13/04	165	2
tern	66	-17.4	6/13/04	165	2
tern	64.5	-164.8	6/13/04	165	2
tern	69.5	-141.9	6/13/04	165	2
tern	65.2	-123.4	6/14/04	166	2
tern	64	-81.7	6/14/04	166	2
tern	62.8	-82	6/14/04	166	2
tern	81.8	-71	6/14/04	166	2
tern	66	-17.4	6/14/04	166	2
tern	71.3	-156.7	6/14/04	166	2
tern	71.3	-156.8	6/14/04	166	2
tern	42	-70.7	6/14/04	166	2
tern	64	-81.7	6/15/04	167	2
tern	64	-81.7	6/15/04	167	2
tern	66	-17.4	6/15/04	167	2
tern	71.3	-156.8	6/15/04	167	2
tern	65.2	-123.4	6/16/04	168	2
tern	64	-81.7	6/16/04	168	2
tern	63.4	-84.9	6/16/04	168	2
tern	66	-17.4	6/16/04	168	2
tern	63.7	-149	6/16/04	168	2
tern	44.4	-68.2	6/16/04	168	2
tern	65.2	-123.4	6/17/04	169	2
tern	64	-81.7	6/17/04	169	2
tern	64	-81.8	6/17/04	169	2
tern	62.8	-82	6/17/04	169	2
tern	62.8	-82	6/17/04	169	2
tern	63.7	-84	6/17/04	169	2
tern	63.7	-82	6/17/04	169	2
tern	66	-17.4	6/17/04	169	2
tern	65.2	-123.4	6/18/04	170	2
tern	64	-81.7	6/18/04	170	2
tern	64	-81.7	6/18/04	170	2
tern	62.8	-82	6/18/04	170	2
tern	62.8	-82	6/18/04	170	2
tern	63.7	-84	6/18/04	170	2
tern	66	-17.4	6/18/04	170	2
tern	59.5	18.2	6/18/04	170	2
tern	71.3	-156.7	6/18/04	170	2
tern	44.5	-67.1	6/18/04	170	2
tern	65.2	-123.4	6/19/04	171	2
tern	64	-81.7	6/19/04	171	2
tern	64	-81.8	6/19/04	171	2
tern	63.7	-84	6/19/04	171	2
tern	66	-17.4	6/19/04	171	2
tern	71.3	-156.7	6/19/04	171	2
tern	71.3	-156.8	6/19/04	171	2
tern	65.2	-123.4	6/20/04	172	2
tern	62.8	-82	6/20/04	172	2
tern	62.8	-82	6/20/04	172	2
tern	64	-81.8	6/20/04	172	2
tern	64	-81.7	6/20/04	172	2
tern	64	-81.8	6/20/04	172	2
tern	63.8	-83.8	6/20/04	172	2
tern	63.6	-87.1	6/20/04	172	2
tern	66	-17.4	6/20/04	172	2
tern	71.3	-156.8	6/20/04	172	2
tern	65.2	-123.4	6/21/04	173	2
tern	62.8	-82	6/21/04	173	2
tern	62.9	-82	6/21/04	173	2
tern	64	-81.7	6/21/04	173	2
tern	63.7	-84	6/21/04	173	2
tern	64.1	-83.2	6/21/04	173	2
tern	66.2	-71.3	6/21/04	173	2
tern	65.7	-73.5	6/21/04	173	2
tern	66	-17.4	6/21/04	173	2
tern	73.1	-119.5	6/22/04	174	2
tern	65.2	-123.4	6/22/04	174	2
tern	70.4	-110.5	6/22/04	174	2
tern	64	-81.7	6/22/04	174	2
tern	64	-81.7	6/22/04	174	2
tern	66.2	-71.3	6/22/04	174	2
tern	66.2	-73.7	6/22/04	174	2
tern	74.1	-120.4	6/23/04	175	2
tern	65.2	-123.4	6/23/04	175	2
tern	62.8	-82	6/23/04	175	2
tern	62.8	-82	6/23/04	175	2
tern	64	-81.7	6/23/04	175	2
tern	63.7	-84	6/23/04	175	2
tern	66	-17.4	6/23/04	175	2
tern	64.5	-164.8	6/23/04	175	2
tern	64.8	-163.7	6/23/04	175	2
tern	64.5	-165.4	6/23/04	175	2
tern	73.1	-119.5	6/24/04	176	2
tern	65.2	-123.4	6/24/04	176	2
tern	64	-81.8	6/24/04	176	2
tern	62.8	-82	6/24/04	176	2
tern	64	-81.8	6/24/04	176	2
tern	64	-81.7	6/24/04	176	2
tern	62.8	-82	6/24/04	176	2
tern	63.7	-84	6/24/04	176	2
tern	64.1	-83.2	6/24/04	176	2
tern	66.2	-71.3	6/24/04	176	2
tern	58.3	-134.6	6/24/04	176	2
tern	58.4	-134.5	6/24/04	176	2
tern	59.7	-151.2	6/24/04	176	2
tern	60.3	-150.5	6/24/04	176	2
tern	65.2	-123.4	6/25/04	177	2
tern	64	-81.7	6/25/04	177	2
tern	63.7	-84	6/25/04	177	2
tern	66.2	-71.3	6/25/04	177	2
tern	66	-17.4	6/25/04	177	2
tern	73.2	-119.5	6/26/04	178	2
tern	62.8	-82	6/26/04	178	2
tern	62.8	-82	6/26/04	178	2
tern	64	-81.7	6/26/04	178	2
tern	66	-17.4	6/26/04	178	2
tern	61.1	-149.8	6/26/04	178	2
tern	60.8	-148.8	6/26/04	178	2
tern	65.2	-123.4	6/27/04	179	2
tern	64	-81.7	6/27/04	179	2
tern	63.7	-84	6/27/04	179	2
tern	63.9	-22.5	6/27/04	179	2
tern	63.9	-22.5	6/27/04	179	2
tern	66	-17.4	6/27/04	179	2
tern	61.1	-149.8	6/27/04	179	2
tern	60.5	-149.5	6/27/04	179	2
tern	43	-70.6	6/27/04	179	2
tern	65.2	-123.4	6/28/04	180	2
tern	69.1	-105.5	6/28/04	180	2
tern	64	-81.7	6/28/04	180	2
tern	62.8	-82	6/28/04	180	2
tern	62.8	-82	6/28/04	180	2
tern	64	-81.7	6/28/04	180	2
tern	63.7	-84	6/28/04	180	2
tern	66.2	-71.3	6/28/04	180	2
tern	55.6	-1.7	6/28/04	180	2
tern	66	-17.4	6/28/04	180	2
tern	57.7	18.4	6/28/04	180	2
tern	61.2	-149.9	6/28/04	180	2
tern	71.3	-156.8	6/28/04	180	2
tern	41.8	-70	6/28/04	180	2
tern	44	-69.4	6/28/04	180	2
tern	65.2	-123.4	6/29/04	181	2
tern	69.1	-105.5	6/29/04	181	2
tern	64	-81.7	6/29/04	181	2
tern	64	-81.8	6/29/04	181	2
tern	62.8	-82	6/29/04	181	2
tern	62.8	-82	6/29/04	181	2
tern	66.2	-71.3	6/29/04	181	2
tern	65.1	-138.3	6/29/04	181	2
tern	66	-17.4	6/29/04	181	2
tern	47.2	-52.8	6/30/04	182	2
tern	44.4	-64.3	6/30/04	182	2
tern	65.2	-123.4	6/30/04	182	2
tern	73.7	-120	6/30/04	182	2
tern	69.1	-105.5	6/30/04	182	2
tern	66.2	-71.3	6/30/04	182	2
tern	66	-17.4	6/30/04	182	2
tern	61.2	-149.9	6/30/04	182	2
tern	71.3	-156.8	6/30/04	182	2
tern	57.9	-133.3	6/30/04	182	2
tern	52.8	-66.3	7/1/04	184	2
tern	44.6	-64.2	7/1/04	184	2
tern	73.7	-119.9	7/1/04	184	2
tern	62.8	-82	7/1/04	184	2
tern	62.8	-82	7/1/04	184	2
tern	66	-17.4	7/1/04	184	2
tern	61.2	-149.9	7/1/04	184	2
tern	43.9	-69.4	7/1/04	184	2
tern	43.9	-69.4	7/1/04	184	2
tern	73.8	-119.9	7/2/04	185	2
tern	64	-81.7	7/2/04	185	2
tern	64	-81.7	7/2/04	185	2
tern	66.2	-71.3	7/2/04	185	2
tern	66	-17.4	7/2/04	185	2
tern	48	-122.2	7/2/04	185	2
tern	74.1	-119.8	7/3/04	186	2
tern	64	-81.7	7/3/04	186	2
tern	66	-17.4	7/3/04	186	2
tern	71.3	-156.8	7/3/04	186	2
tern	62.6	-113.4	7/4/04	187	2
tern	65.2	-123.4	7/4/04	187	2
tern	64	-81.7	7/4/04	187	2
tern	57.2	-153.5	7/4/04	187	2
tern	71.3	-156.8	7/4/04	187	2
tern	32.8	-115.7	7/4/04	187	2
tern	33.2	-115.6	7/4/04	187	2
tern	32.8	-115.7	7/4/04	187	2
tern	64	-81.7	7/5/04	188	2
tern	66.2	-71.3	7/5/04	188	2
tern	66	-17.4	7/5/04	188	2
tern	71.3	-156.8	7/5/04	188	2
tern	64	-81.7	7/6/04	189	2
tern	64	-81.7	7/6/04	189	2
tern	66	-17.4	7/6/04	189	2
tern	64	-81.7	7/7/04	190	2
tern	64	-81.8	7/7/04	190	2
tern	66	-17.4	7/7/04	190	2
tern	69.5	-141.9	7/7/04	190	2
tern	41.4	-70.5	7/7/04	190	2
tern	48	-122.2	7/7/04	190	2
tern	69.1	-105.5	7/8/04	191	2
tern	64	-81.7	7/8/04	191	2
tern	64	-81.8	7/8/04	191	2
tern	64	-81.8	7/8/04	191	2
tern	62.8	-82	7/8/04	191	2
tern	64	-81.7	7/8/04	191	2
tern	62.8	-82	7/8/04	191	2
tern	66	-17.4	7/8/04	191	2
tern	69.5	-141.9	7/8/04	191	2
tern	66	-17.4	7/9/04	192	2
tern	44.5	-67.1	7/9/04	192	2
tern	69.3	-104.9	7/10/04	193	2
tern	64	-81.7	7/10/04	193	2
tern	64	-81.7	7/10/04	193	2
tern	69.5	-141.9	7/10/04	193	2
tern	46.9	-124.5	7/10/04	193	2
tern	46.9	-124.5	7/10/04	193	2
tern	46.9	-124.5	7/10/04	193	2
tern	46.9	-124.5	7/10/04	193	2
tern	64	-81.7	7/11/04	194	2
tern	44.5	-67.1	7/11/04	194	2
tern	64	-81.7	7/12/04	195	2
tern	66	-17.4	7/12/04	195	2
tern	61.2	-149.9	7/12/04	195	2
tern	64	-81.7	7/13/04	196	2
tern	64	-81.7	7/13/04	196	2
tern	66	-17.4	7/13/04	196	2
tern	69.5	-141.9	7/13/04	196	2
tern	44.5	-67.1	7/13/04	196	2
tern	64	-81.7	7/14/04	197	2
tern	62.8	-82	7/14/04	197	2
tern	62.8	-82	7/14/04	197	2
tern	66	-17.4	7/14/04	197	2
tern	44.5	-67.1	7/14/04	197	2
tern	42.9	-70.8	7/14/04	197	2
tern	64	-81.7	7/15/04	198	2
tern	62.8	-82	7/15/04	198	2
tern	64	-81.7	7/15/04	198	2
tern	62.8	-82	7/15/04	198	2
tern	66	-17.4	7/15/04	198	2
tern	57.2	-170.3	7/15/04	198	2
tern	61.1	-149.8	7/15/04	198	2
tern	69.5	-141.9	7/15/04	198	2
tern	41.7	-70	7/15/04	198	2
tern	59.7	-135.2	7/16/04	199	2
tern	62.8	-82	7/16/04	199	2
tern	62.8	-82	7/16/04	199	2
tern	64	-81.8	7/16/04	199	2
tern	60.7	-135	7/16/04	199	2
tern	57.2	-170.3	7/16/04	199	2
tern	62.8	-82	7/17/04	200	2
tern	64	-81.7	7/17/04	200	2
tern	64	-81.7	7/17/04	200	2
tern	62.8	-82	7/17/04	200	2
tern	64	-81.7	7/17/04	200	2
tern	66	-17.4	7/17/04	200	2
tern	62.4	-114.4	7/18/04	201	2
tern	64	-81.7	7/18/04	201	2
tern	64	-81.7	7/18/04	201	2
tern	66	-17.4	7/18/04	201	2
tern	71.3	-156.8	7/18/04	201	2
tern	62.8	-82	7/19/04	202	2
tern	64	-81.7	7/19/04	202	2
tern	62.8	-82	7/19/04	202	2
tern	64	-81.7	7/19/04	202	2
tern	66	-17.4	7/19/04	202	2
tern	64	-81.7	7/20/04	203	2
tern	64	-81.8	7/20/04	203	2
tern	64	-81.7	7/20/04	203	2
tern	64	-81.8	7/20/04	203	2
tern	71.3	-156.8	7/20/04	203	2
tern	41.6	-70	7/20/04	203	2
tern	66	-17.4	7/21/04	204	2
tern	57.2	-170.3	7/21/04	204	2
tern	57.2	-170.3	7/21/04	204	2
tern	62.8	-82	7/22/04	205	2
tern	62.8	-82	7/22/04	205	2
tern	66	-17.4	7/22/04	205	2
tern	71.3	-156.8	7/22/04	205	2
tern	71.3	-156.8	7/23/04	206	2
tern	44.4	-64.3	7/24/04	207	2
tern	71.3	-156.8	7/24/04	207	2
tern	71.3	-156.8	7/25/04	208	2
tern	44.3	-68.1	7/25/04	208	2
tern	44.3	-68.1	7/25/04	208	2
tern	49.6	-61.4	7/26/04	209	2
tern	50.1	-59.2	7/26/04	209	2
tern	50.5	-59.2	7/26/04	209	2
tern	59.2	-135.4	7/26/04	209	2
tern	52.9	-66.9	7/27/04	210	2
tern	51.7	-56.4	7/27/04	210	2
