COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE	
tern	57.5	-78.6	8/16/44	229	2
tern	57.5	-79.1	8/17/44	230	2
tern	57.1	-170.3	8/26/49	239	2
tern	58.8	-93.9	6/10/56	162	2
tern	58.8	-93.9	6/18/56	170	2
tern	51.1	-100	6/3/57	155	2
tern	42.1	-70.2	7/12/59	195	2
tern	56.4	-5.5	5/28/61	150	2
tern	48	-65.3	8/19/61	232	2
tern	57.2	-170.3	9/12/61	256	2
tern	44.5	-67.1	8/3/62	216	2
tern	41.8	-69.9	7/29/63	212	2
tern	44.5	-67.1	7/20/64	203	2
tern	46.7	-60.4	7/25/64	208	2
tern	50.6	-3.4	9/4/64	248	2
tern	69.1	-105	6/29/65	181	2
tern	69.1	-105	6/30/65	182	2
tern	69.1	-105	7/1/65	184	2
tern	44	-69.4	7/1/65	184	2
tern	42	-70.7	7/3/65	186	2
tern	69.1	-105	7/10/65	193	2
tern	69.1	-105	7/16/65	199	2
tern	52.8	173.1	8/15/65	228	2
tern	69.1	-105.3	7/18/66	201	2
tern	69.2	-106	7/25/66	208	2
tern	69.2	-106	8/22/66	235	2
tern	44.6	-63.5	8/28/66	241	2
tern	46.7	-60.4	6/9/67	161	2
tern	74.7	-94.8	6/15/67	167	2
tern	55.6	-1.7	6/19/67	171	2
tern	83	-70.5	7/6/67	189	2
tern	41.7	-70	8/8/67	221	2
tern	41.7	-70	8/13/67	226	2
tern	54.4	10.3	5/1/68	123	2
tern	54.4	10.3	5/1/68	123	2
tern	60.4	-137.1	5/12/68	134	2
tern	46.2	-59.9	5/25/68	147	2
tern	46.6	-60.4	5/25/68	147	2
tern	55	8.4	6/15/68	167	2
tern	58.9	-136.1	9/6/68	250	2
tern	60.5	-145.9	5/10/69	132	2
tern	61.1	-146.3	5/10/69	132	2
tern	58.4	-134.6	6/25/69	177	2
tern	52.3	-0.9	4/22/70	113	2
tern	60.4	-145.7	5/2/70	124	2
tern	58.2	-134.6	6/6/70	158	2
tern	58.6	-155.1	6/30/70	182	2
tern	58.6	-155.1	7/1/70	184	2
tern	58.6	-155.1	7/2/70	185	2
tern	58.6	-155.1	7/3/70	186	2
tern	58.6	-155.1	7/4/70	187	2
tern	58.6	-155.1	7/5/70	188	2
tern	41.6	-70	8/1/70	214	2
tern	43.8	-68.9	8/8/70	221	2
tern	49.1	-66.7	8/13/70	226	2
tern	73.7	-80.3	8/26/70	239	2
tern	75.7	-98.4	9/11/70	255	2
tern	32.8	-118.7	9/12/70	256	2
tern	75.7	-98.4	9/16/70	260	2
tern	68.5	-135.8	6/18/71	170	2
tern	58.4	-134.5	6/29/71	181	2
tern	60.5	-149.5	7/2/71	185	2
tern	75.7	-98.4	7/6/71	189	2
tern	43.7	-79.4	7/14/71	197	2
tern	43.7	-79.4	7/15/71	198	2
tern	75.7	-98.4	7/18/71	201	2
tern	67.2	-134.7	7/19/71	202	2
tern	75.7	-98.4	7/23/71	206	2
tern	68.3	-135.2	7/24/71	207	2
tern	68.8	-136.6	7/26/71	209	2
tern	75.7	-98.4	8/10/71	223	2
tern	75.7	-98.4	8/14/71	227	2
tern	62	-70	8/24/71	237	2
tern	65	-58	8/30/71	243	2
tern	50.7	-1.8	8/31/71	244	2
tern	32.8	-117.6	9/11/71	255	2
tern	48.8	-126.4	9/25/71	269	2
tern	36.7	-122.1	9/25/71	269	2
tern	35.1	-75.9	3/29/72	90	2
tern	64.8	-147.9	5/8/72	130	2
tern	60.9	-120.8	6/1/72	153	2
tern	71.3	-156.8	6/10/72	162	2
tern	71.3	-156.8	6/11/72	163	2
tern	71.3	-156.8	6/13/72	165	2
tern	57.3	-2	6/14/72	166	2
tern	71.3	-156.8	6/22/72	174	2
tern	41.6	-70	7/22/72	205	2
tern	71.3	-156.8	7/26/72	209	2
tern	71.3	-156.8	7/27/72	210	2
tern	32.8	-117.6	9/9/72	253	2
tern	32.7	-117.7	9/9/72	253	2
tern	32.6	-117.5	5/19/73	141	2
tern	37.1	-75	5/20/73	142	2
tern	41.3	-70	6/5/73	157	2
tern	44.6	-66.8	6/15/73	167	2
tern	69.2	-134.4	6/26/73	178	2
tern	44.6	-66.8	7/1/73	184	2
tern	44.5	-67	7/7/73	190	2
tern	44.3	-68.3	7/10/73	193	2
tern	41.6	-70	7/22/73	205	2
tern	37.8	-122.3	8/5/73	218	2
tern	37.8	-122.3	8/5/73	218	2
tern	37.8	-122.3	8/5/73	218	2
tern	59.8	-103.4	8/24/73	237	2
tern	52.7	174.1	9/2/73	246	2
tern	32.6	-118.2	9/8/73	252	2
tern	32.7	-117.7	9/15/73	259	2
tern	32.7	-117.6	9/15/73	259	2
tern	36.7	-122.1	10/6/73	280	2
tern	42.8	-70.8	5/18/74	140	2
tern	42.8	-70.8	5/20/74	142	2
tern	57.8	-152.4	5/26/74	148	2
tern	43.9	-66.8	5/30/74	152	2
tern	44	-67.5	5/30/74	152	2
tern	47.3	-59.5	6/4/74	156	2
tern	62.3	-122.5	6/4/74	156	2
tern	46.1	-63.1	6/8/74	160	2
tern	64.9	-125.1	6/13/74	165	2
tern	67.6	-132.4	6/24/74	176	2
tern	67.5	-134.5	6/26/74	178	2
tern	69.2	-134.5	6/29/74	181	2
tern	68.9	27	7/7/74	190	2
tern	70.1	30.1	7/8/74	191	2
tern	56.1	-2.8	7/23/74	206	2
tern	56.1	-2.6	7/23/74	206	2
tern	32.7	-117.6	9/14/74	258	2
tern	33.5	-119	9/20/74	264	2
tern	34	-119.2	9/20/74	264	2
tern	46.5	-63.3	5/11/75	133	2
tern	46.4	-63.2	5/18/75	140	2
tern	46.4	-63.1	5/19/75	141	2
tern	46.4	-63.2	5/20/75	142	2
tern	46.4	-63.1	5/20/75	142	2
tern	41.6	-70	5/21/75	143	2
tern	46.4	-63.2	5/22/75	144	2
tern	46.4	-63.2	5/22/75	144	2
tern	46.5	-63.3	5/25/75	147	2
tern	46.4	-63.1	5/25/75	147	2
tern	46.4	-63.2	6/2/75	154	2
tern	46.4	-63.2	6/4/75	156	2
tern	46.4	-63.3	6/6/75	158	2
tern	68	-132.3	6/8/75	160	2
tern	58.8	-94.1	6/9/75	161	2
tern	58.8	-94.1	6/10/75	162	2
tern	46.4	-63.2	6/10/75	162	2
tern	46.4	-63.3	6/11/75	163	2
tern	46.4	-63.2	6/11/75	163	2
tern	46.4	-63.2	6/11/75	163	2
tern	67.8	-131.8	6/12/75	164	2
tern	46.4	-63	6/12/75	164	2
tern	46.4	-63	6/13/75	165	2
tern	69.1	-134.6	6/14/75	166	2
tern	46.4	-63.2	6/16/75	168	2
tern	46.4	-63.3	6/16/75	168	2
tern	46.4	-63.1	6/20/75	172	2
tern	46.5	-63.3	6/23/75	175	2
tern	46.4	-63.1	6/23/75	175	2
tern	69.4	-135.9	6/25/75	177	2
tern	46.4	-63.3	6/26/75	178	2
tern	46.4	-63.1	6/26/75	178	2
tern	68.6	-133.6	6/28/75	180	2
tern	46.4	-63.1	6/30/75	182	2
tern	69.1	-135	7/1/75	184	2
tern	68.8	-136	7/4/75	187	2
tern	44.4	-68.2	7/5/75	188	2
tern	69	-135.5	7/6/75	189	2
tern	46.4	-63.1	7/7/75	190	2
tern	46.4	-63.2	7/8/75	191	2
tern	46.4	-63.1	7/10/75	193	2
tern	46.4	-63	7/10/75	193	2
tern	46.4	-63.2	7/18/75	201	2
tern	46.4	-63.1	7/18/75	201	2
tern	44.5	-67.1	7/19/75	202	2
tern	46.4	-63.2	7/20/75	203	2
tern	46.4	-63.2	7/20/75	203	2
tern	46.4	-63.3	7/21/75	204	2
tern	46.4	-63.2	7/25/75	208	2
tern	63.7	-149	7/26/75	209	2
tern	46.4	-63.3	7/28/75	211	2
tern	46.4	-63.2	7/28/75	211	2
tern	63.5	-150.9	7/28/75	211	2
tern	46.4	-63.3	7/31/75	214	2
tern	58.9	-155.1	7/31/75	214	2
tern	46.4	-63.3	8/2/75	215	2
tern	46.4	-63.1	8/3/75	216	2
tern	46.4	-63.3	8/3/75	216	2
tern	44.7	-66.8	8/6/75	219	2
tern	46.4	-63	8/6/75	219	2
tern	46.4	-63.3	8/7/75	220	2
tern	46.4	-63	8/8/75	221	2
tern	46.4	-63.1	8/8/75	221	2
tern	46.4	-63.3	8/12/75	225	2
tern	46.4	-63.3	8/14/75	227	2
tern	46.4	-63.3	8/19/75	232	2
tern	46.4	-63	8/19/75	232	2
tern	46.4	-63.3	8/20/75	233	2
tern	46.4	-63.1	8/20/75	233	2
tern	46.4	-63	8/25/75	238	2
tern	46.4	-63.3	8/25/75	238	2
tern	46.4	-63.1	8/25/75	238	2
tern	46.4	-63.3	8/27/75	240	2
tern	46.4	-63	8/27/75	240	2
tern	46.4	-63.3	8/29/75	242	2
tern	46.4	-63.1	8/29/75	242	2
tern	46.4	-63.1	8/30/75	243	2
tern	46.4	-63	9/5/75	249	2
tern	46.5	-63.3	9/10/75	254	2
tern	47.5	-53	9/13/75	257	2
tern	46.4	-63.3	9/25/75	269	2
tern	46.4	-63.1	9/27/75	271	2
tern	46.4	-63.3	9/27/75	271	2
tern	46.4	-63.1	9/30/75	274	2
tern	46.4	-63	9/30/75	274	2
tern	61.1	-149.8	5/1/76	123	2
tern	61.2	-149.9	5/15/76	137	2
tern	41.9	-70.6	5/15/76	137	2
tern	48.5	-68.4	5/24/76	146	2
tern	47.2	-54	5/31/76	153	2
tern	34.2	-119.4	6/3/76	155	2
tern	43.8	-69.6	7/1/76	184	2
tern	46.1	-59.9	7/18/76	201	2
tern	46.1	-59.9	7/18/76	201	2
tern	41.3	-70	7/18/76	201	2
tern	47	-56	8/1/76	214	2
tern	47.1	-55.9	8/1/76	214	2
tern	44.5	-67.1	8/1/76	214	2
tern	46.2	-124	8/1/76	214	2
tern	46.1	-59.9	8/2/76	215	2
tern	45.9	-60	8/7/76	220	2
tern	45.9	-60	8/14/76	227	2
tern	45.9	-60.1	8/14/76	227	2
tern	46.1	-59.9	8/16/76	229	2
tern	33.4	-120	8/18/76	231	2
tern	45.9	-60	8/20/76	233	2
tern	46.1	-59.9	8/28/76	241	2
tern	32.9	-118.3	9/11/76	255	2
tern	32.9	-118.3	9/11/76	255	2
tern	32.9	-118.3	9/11/76	255	2
tern	32.7	-117.6	9/11/76	255	2
tern	32.7	-117.6	9/11/76	255	2
tern	32.7	-117.6	9/11/76	255	2
tern	36.7	-122.1	9/18/76	262	2
tern	46.1	-59.9	9/25/76	269	2
tern	36.7	-122.1	10/2/76	276	2
tern	36.7	-122.1	10/2/76	276	2
tern	33.5	-119	10/17/76	291	2
tern	46.2	-124	5/7/77	129	2
tern	61.1	-149.8	5/8/77	130	2
tern	61.1	-149.8	5/8/77	130	2
tern	38.2	-74.3	5/8/77	130	2
tern	46.2	-124	5/8/77	130	2
tern	61.5	-166.2	5/16/77	138	2
tern	45.9	-60	5/18/77	140	2
tern	45.9	-60	5/29/77	151	2
tern	42	-70.7	6/4/77	156	2
tern	44.5	-67.1	6/5/77	157	2
tern	44.5	-67.1	6/5/77	157	2
tern	44.5	-67.4	6/8/77	160	2
tern	45.4	-63.3	6/11/77	163	2
tern	69.4	-144.5	6/12/77	164	2
tern	76.8	-101.3	6/14/77	166	2
tern	76.8	-101.3	6/18/77	170	2
tern	76.8	-101.3	6/19/77	171	2
tern	46.1	-59.9	6/21/77	173	2
tern	62.8	-92.1	6/21/77	173	2
tern	76.8	-101.3	6/21/77	173	2
tern	76.8	-101.3	6/22/77	174	2
tern	76.8	-101.3	6/23/77	175	2
tern	76.8	-101.3	6/24/77	176	2
tern	76.8	-101.3	6/25/77	177	2
tern	76.8	-101.3	6/26/77	178	2
tern	68.1	-151.7	6/26/77	178	2
tern	76.8	-101.3	6/27/77	179	2
tern	76.8	-101.3	6/28/77	180	2
tern	76.8	-101.3	6/29/77	181	2
tern	76.8	-101.3	6/30/77	182	2
tern	75	-108.6	7/1/77	184	2
tern	76.8	-101.3	7/1/77	184	2
tern	76.8	-101.3	7/2/77	185	2
tern	75.1	-108.7	7/2/77	185	2
tern	76.8	-101.3	7/3/77	186	2
tern	76.8	-101.3	7/4/77	187	2
tern	76.8	-101.3	7/5/77	188	2
tern	76.8	-101.3	7/6/77	189	2
tern	76.8	-101.3	7/7/77	190	2
tern	76.8	-101.3	7/8/77	191	2
tern	76.8	-101.3	7/9/77	192	2
tern	68	-152.1	7/9/77	192	2
tern	75	-108.6	7/10/77	193	2
tern	76.8	-101.3	7/10/77	193	2
tern	75	-108.5	7/10/77	193	2
tern	76.8	-101.3	7/11/77	194	2
tern	76.8	-101.3	7/12/77	195	2
tern	58.4	-134.5	7/12/77	195	2
tern	76.8	-101.3	7/13/77	196	2
tern	76.8	-101.3	7/14/77	197	2
tern	76.8	-101.3	7/15/77	198	2
tern	60.6	-1.2	7/15/77	198	2
tern	46.1	-59.9	7/16/77	199	2
tern	76.8	-101.3	7/16/77	199	2
tern	76.8	-101.3	7/17/77	200	2
tern	46.7	-60.4	7/18/77	201	2
tern	76.8	-101.3	7/18/77	201	2
tern	76.8	-101.3	7/19/77	202	2
tern	64.3	-96	7/20/77	203	2
tern	76.8	-101.3	7/20/77	203	2
tern	76.8	-101.3	7/21/77	204	2
tern	62.8	-92.1	7/22/77	205	2
tern	76.8	-101.3	7/22/77	205	2
tern	76.8	-101.3	7/23/77	206	2
tern	76.8	-101.3	7/24/77	207	2
tern	76.8	-101.3	7/25/77	208	2
tern	76.8	-101.3	7/26/77	209	2
tern	76.8	-101.3	7/27/77	210	2
tern	76.8	-101.3	7/28/77	211	2
tern	76.8	-101.3	7/29/77	212	2
tern	76.8	-101.3	7/30/77	213	2
tern	76.8	-101.3	7/31/77	214	2
tern	76.8	-101.3	8/1/77	214	2
tern	65.9	-149.2	8/1/77	214	2
tern	76.8	-101.3	8/2/77	215	2
tern	76.8	-101.3	8/3/77	216	2
tern	76.8	-101.3	8/4/77	217	2
tern	76.8	-101.3	8/5/77	218	2
tern	76.8	-101.3	8/6/77	219	2
tern	43.3	-70.6	8/6/77	219	2
tern	76.8	-101.3	8/7/77	220	2
tern	76.8	-101.3	8/8/77	221	2
tern	76.8	-101.3	8/9/77	222	2
tern	76.8	-101.3	8/10/77	223	2
tern	76.8	-101.3	8/11/77	224	2
tern	76.8	-101.3	8/12/77	225	2
tern	76.8	-101.3	8/13/77	226	2
tern	76.8	-101.3	8/14/77	227	2
tern	76.8	-101.3	8/15/77	228	2
tern	76.8	-101.3	8/16/77	229	2
tern	76.8	-101.3	8/17/77	230	2
tern	76.8	-101.3	8/18/77	231	2
tern	76.8	-101.3	8/19/77	232	2
tern	55.7	-1.9	8/19/77	232	2
tern	76.8	-101.3	8/20/77	233	2
tern	55.6	-1.7	8/20/77	233	2
tern	76.8	-101.3	8/21/77	234	2
tern	76.8	-101.3	8/22/77	235	2
tern	37.8	-122.3	8/25/77	238	2
tern	36.7	-122.1	8/27/77	240	2
tern	44.9	-124.6	8/27/77	240	2
tern	46.2	-124.1	9/4/77	248	2
tern	36.7	-122.1	9/11/77	255	2
tern	46.9	-124.5	9/11/77	255	2
tern	32.7	-117.7	9/18/77	262	2
tern	36.7	-122.1	10/1/77	275	2
tern	36.7	-122.1	10/1/77	275	2
tern	43.3	-79.6	10/2/77	276	2
tern	50.8	-0.8	10/2/77	276	2
tern	36.7	-122.1	10/9/77	283	2
tern	36.7	-122.1	10/9/77	283	2
tern	36.7	-122.1	10/9/77	283	2
tern	60.5	-145.4	4/29/78	120	2
tern	36.7	-122.1	5/1/78	123	2
tern	33.3	-119.5	5/14/78	136	2
tern	41.1	-71.8	5/20/78	142	2
tern	51.9	-176.7	5/25/78	147	2
tern	42	-70.7	6/7/78	159	2
tern	43.4	-79.7	6/9/78	161	2
tern	43.4	-79.7	6/10/78	162	2
tern	43.4	-79.7	6/11/78	163	2
tern	43.4	-79.7	6/12/78	164	2
tern	43.4	-79.7	6/13/78	165	2
tern	61.1	-114.1	6/14/78	166	2
tern	61	-114	6/14/78	166	2
tern	43.4	-79.7	6/14/78	166	2
tern	61	-114	6/15/78	167	2
tern	60.8	-114.5	6/15/78	167	2
tern	43.4	-79.7	6/15/78	167	2
tern	61	-114	6/16/78	168	2
tern	60.8	-114.5	6/16/78	168	2
tern	43.4	-79.7	6/16/78	168	2
tern	43.4	-79.7	6/17/78	169	2
tern	43.4	-79.7	6/18/78	170	2
tern	43.4	-79.7	6/19/78	171	2
tern	43.4	-79.7	6/20/78	172	2
tern	46.7	-60.6	6/23/78	175	2
tern	44	-67.3	6/24/78	176	2
tern	44.5	-67.1	6/25/78	177	2
tern	54.3	8.6	7/1/78	184	2
tern	44	-68.1	7/4/78	187	2
tern	44	-68.1	7/4/78	187	2
tern	76.3	-97.5	7/13/78	196	2
tern	43.7	-69.8	7/13/78	196	2
tern	76.3	-97.5	7/14/78	197	2
tern	76.3	-97.5	7/15/78	198	2
tern	76.3	-97.5	7/16/78	199	2
tern	76.3	-97.5	7/17/78	200	2
tern	69.4	-124.7	7/18/78	201	2
tern	69.3	-124.3	7/18/78	201	2
tern	76.3	-97.5	7/18/78	201	2
tern	68.5	-124	7/19/78	202	2
tern	76.3	-97.5	7/19/78	202	2
tern	69.4	-125.3	7/20/78	203	2
tern	68.6	-126.3	7/20/78	203	2
tern	70	-124.9	7/20/78	203	2
tern	76.3	-97.5	7/20/78	203	2
tern	70	-126.8	7/21/78	204	2
tern	76.3	-97.5	7/21/78	204	2
tern	69.1	-128.3	7/22/78	205	2
tern	70.1	-128.1	7/22/78	205	2
tern	70.1	-127.7	7/22/78	205	2
tern	69.4	-129.8	7/22/78	205	2
tern	68.3	-126	7/22/78	205	2
tern	68.7	-128.4	7/22/78	205	2
tern	70.1	-130.2	7/22/78	205	2
tern	70.2	-127.7	7/22/78	205	2
tern	76.3	-97.5	7/22/78	205	2
tern	76.3	-97.5	7/23/78	206	2
tern	43.6	-70.4	7/29/78	212	2
tern	55.9	12.5	7/30/78	213	2
tern	41.6	-70	7/30/78	213	2
tern	72.1	-80.9	8/6/78	219	2
tern	46.8	-64.9	8/7/78	220	2
tern	72.7	-78	8/7/78	220	2
tern	46.8	-64.9	8/9/78	222	2
tern	70.4	31	8/10/78	223	2
tern	70.2	30.4	8/11/78	224	2
tern	46.8	-64.9	8/16/78	229	2
tern	46.8	-64.9	8/17/78	230	2
tern	46.8	-64.9	8/20/78	233	2
tern	46.8	-64.9	8/22/78	235	2
tern	50.8	-0.8	8/26/78	239	2
tern	46.8	-64.9	8/27/78	240	2
tern	76.4	-82.9	8/27/78	240	2
tern	46.8	-64.9	9/3/78	247	2
tern	74.7	-94.9	9/7/78	251	2
tern	46.8	-64.9	9/14/78	258	2
tern	32.8	-117.7	9/16/78	260	2
tern	46.9	-64.9	9/18/78	262	2
tern	57.2	-170.3	9/19/78	263	2
tern	46.8	-64.9	9/27/78	271	2
tern	36.7	-122.1	10/8/78	282	2
tern	-28.1	32.6	10/26/78	300	2
tern	-29.9	31.1	10/28/78	302	2
tern	54.2	-0.3	4/26/79	117	2
tern	61.1	-146.5	5/1/79	123	2
tern	38.1	-73.8	5/5/79	127	2
tern	48.6	-53.8	6/14/79	166	2
tern	43.7	-69.8	6/14/79	166	2
tern	43.8	-68.9	6/16/79	168	2
tern	72.7	-78	6/17/79	169	2
tern	72.7	-78	6/17/79	169	2
tern	77.1	-71.2	6/18/79	170	2
tern	44.5	-67.1	6/19/79	171	2
tern	70.5	-68.5	6/20/79	172	2
tern	72.7	-77.9	6/21/79	173	2
tern	44.5	-67.6	6/22/79	174	2
tern	72.7	-77.9	6/25/79	177	2
tern	72.7	-77.9	6/25/79	177	2
tern	72.7	-77.9	6/26/79	178	2
tern	72.7	-77.9	6/27/79	179	2
tern	72.7	-77.9	6/28/79	180	2
tern	63.1	-146.3	6/28/79	180	2
tern	61.5	-144.9	7/5/79	188	2
tern	41.6	-70	7/6/79	189	2
tern	46.8	-56.2	7/7/79	190	2
tern	41.8	-69.9	7/7/79	190	2
tern	59.9	-149.7	7/9/79	192	2
tern	49.6	-57.9	7/10/79	193	2
tern	44.9	-87.8	7/16/79	199	2
tern	41.8	-69.9	7/20/79	203	2
tern	41.6	-70	7/21/79	204	2
tern	60.6	-1	7/25/79	208	2
tern	47	-56.3	7/31/79	214	2
tern	41.6	-70	7/31/79	214	2
tern	41.8	-69.9	7/31/79	214	2
tern	41.6	-70	8/1/79	214	2
tern	41.6	-70	8/1/79	214	2
tern	41.6	-70	8/1/79	214	2
tern	44.8	-67	8/2/79	215	2
tern	41.8	-69.9	8/3/79	216	2
tern	41.6	-70	8/5/79	218	2
tern	44.1	-68.3	8/14/79	227	2
tern	59.9	11.1	8/15/79	228	2
tern	41.3	-70.1	8/23/79	236	2
tern	48.6	-53.8	8/29/79	242	2
tern	44.7	-66.8	8/30/79	243	2
tern	44.6	-66.8	9/1/79	245	2
tern	74.7	-94.9	9/2/79	246	2
tern	50.2	-5.5	9/3/79	247	2
tern	50.1	-5.5	9/4/79	248	2
tern	38.1	-73.8	9/8/79	252	2
tern	46.9	-124.5	9/9/79	253	2
tern	48.6	-54	9/10/79	254	2
tern	48.6	-54	9/11/79	255	2
tern	40.2	-105	9/11/79	255	2
tern	40.2	-105	9/12/79	256	2
tern	36.7	-122.1	9/29/79	273	2
tern	36.7	-122.1	10/6/79	280	2
tern	36.7	-122.1	10/14/79	288	2
tern	29.2	-80.9	4/26/80	117	2
tern	54.2	-0.3	5/2/80	124	2
tern	59.9	11.1	5/4/80	126	2
tern	48.6	-53.8	5/14/80	136	2
tern	61.3	-149.8	5/17/80	139	2
tern	48.7	-54	5/24/80	146	2
tern	60.7	-135.1	5/26/80	148	2
tern	59	9.8	5/26/80	148	2
tern	61	-138.5	5/27/80	149	2
tern	48.6	-53.7	5/28/80	150	2
tern	48.6	-53.9	5/28/80	150	2
tern	62.5	-140.9	5/29/80	151	2
tern	34.6	-117.8	6/1/80	153	2
tern	64.5	-165.4	6/2/80	154	2
tern	64.5	-165.4	6/2/80	154	2
tern	48.6	-53.8	6/4/80	156	2
tern	48.6	-53.8	6/5/80	157	2
tern	48.6	-53.8	6/6/80	158	2
tern	48.6	-53.8	6/6/80	158	2
tern	56.8	-133	6/8/80	160	2
tern	69.4	-133	6/10/80	162	2
tern	64.8	-138.4	6/11/80	163	2
tern	48.6	-53.8	6/12/80	164	2
tern	37.9	-121.3	6/12/80	164	2
tern	70.3	30	6/15/80	167	2
tern	44.6	-66.8	6/20/80	172	2
tern	44.6	-66.8	6/22/80	174	2
tern	42	-70.2	6/23/80	175	2
tern	44.5	-67.1	6/23/80	175	2
tern	41.6	-70	6/24/80	176	2
tern	62.5	6	6/25/80	177	2
tern	62.5	6	6/26/80	178	2
tern	44.3	-67.8	6/27/80	179	2
tern	44.5	-67	6/28/80	180	2
tern	44.6	-67.3	6/28/80	180	2
tern	44.6	-67.2	6/28/80	180	2
tern	44.5	-67.1	6/28/80	180	2
tern	70.3	-111.4	6/30/80	182	2
tern	47.1	-59.6	7/1/80	184	2
tern	70.6	-128	7/3/80	186	2
tern	70.6	-128.2	7/3/80	186	2
tern	70.1	-111.5	7/5/80	188	2
tern	60.4	-134.8	7/6/80	189	2
tern	72.5	-114.9	7/7/80	190	2
tern	55.5	-130.9	7/10/80	193	2
tern	56.8	-133	7/16/80	199	2
tern	58.7	-136.5	7/23/80	206	2
tern	41.4	-82.5	7/27/80	210	2
tern	48.6	-53.8	7/29/80	212	2
tern	48.6	-53.8	7/29/80	212	2
tern	59.7	-136.6	7/30/80	213	2
tern	48.6	-54	7/31/80	214	2
tern	46.4	-59.7	8/2/80	215	2
tern	46.1	-59.9	8/4/80	217	2
tern	51.3	-56.9	8/7/80	220	2
tern	51.3	-56.9	8/7/80	220	2
tern	41.6	-70	8/7/80	220	2
tern	51	-57	8/8/80	221	2
tern	44.5	-67.1	8/8/80	221	2
tern	49.3	-53.6	8/11/80	224	2
tern	48.6	-53.9	8/11/80	224	2
tern	48.5	-54	8/11/80	224	2
tern	49.3	-53.5	8/11/80	224	2
tern	48.5	-54	8/18/80	231	2
tern	48.6	-53.9	8/18/80	231	2
tern	48.5	-54	8/23/80	236	2
tern	36.5	-122	8/24/80	237	2
tern	36.5	-122	8/24/80	237	2
tern	36.5	-122	8/24/80	237	2
tern	48.5	-58.4	8/30/80	243	2
tern	48.5	-58.4	8/30/80	243	2
tern	49.9	-57.8	8/30/80	243	2
tern	49.9	-57.8	8/30/80	243	2
tern	48.6	-54	9/3/80	247	2
tern	32.7	-117.6	9/6/80	250	2
tern	48.2	-123.2	9/11/80	255	2
tern	48.7	-53.9	9/12/80	256	2
tern	62.1	-63.1	9/19/80	263	2
tern	59	9.8	9/19/80	263	2
tern	37.9	-75.3	9/20/80	264	2
tern	59	9.8	9/21/80	265	2
tern	35.4	-121.2	9/21/80	265	2
tern	35.4	-121.3	9/21/80	265	2
tern	36.7	-122.1	9/28/80	272	2
tern	33.9	-77.6	10/4/80	278	2
tern	46.9	-124.5	10/5/80	279	2
tern	35.2	-75.7	10/13/80	287	2
tern	35.2	-75.5	10/13/80	287	2
tern	59	9.8	11/1/80	306	2
tern	61.3	-149.8	5/10/81	132	2
tern	38.3	-75.1	5/11/81	133	2
tern	43.5	-72.6	5/12/81	134	2
tern	43.7	-72.5	5/13/81	135	2
tern	54.2	-0.3	5/16/81	138	2
tern	58	-94	5/18/81	140	2
tern	60.6	4.8	5/23/81	145	2
tern	36.9	-74.9	5/23/81	145	2
tern	48.6	-54	5/27/81	149	2
tern	42	-70.7	6/1/81	153	2
tern	47.1	-59.6	6/2/81	154	2
tern	52.9	173	6/3/81	155	2
tern	46.4	-63.1	6/7/81	159	2
tern	68.3	-83.3	6/12/81	164	2
tern	58.3	-134.4	6/12/81	164	2
tern	44.3	-68.3	6/12/81	164	2
tern	48.4	-54.2	6/17/81	169	2
tern	68.3	-83.3	6/21/81	173	2
tern	68.3	-83.3	6/22/81	174	2
tern	62.4	5.6	6/22/81	174	2
tern	68.3	-83.3	6/23/81	175	2
tern	68.3	-83.3	6/24/81	176	2
tern	68.3	-83.3	6/25/81	177	2
tern	68.3	-83.3	6/27/81	179	2
tern	68.3	-83.3	6/28/81	180	2
tern	63.7	11.1	6/28/81	180	2
tern	68.3	-83.3	6/29/81	181	2
tern	68.3	-83.3	6/30/81	182	2
tern	68.3	-83.3	7/1/81	184	2
tern	68.3	-83.3	7/2/81	185	2
tern	68.3	-83.3	7/3/81	186	2
tern	68.3	-83.3	7/4/81	187	2
tern	68.3	-83.3	7/5/81	188	2
tern	46.5	-57.1	7/6/81	189	2
tern	68.3	-83.3	7/6/81	189	2
tern	46.4	-60.4	7/7/81	190	2
tern	46.3	-60.5	7/7/81	190	2
tern	68.3	-83.3	7/7/81	190	2
tern	68.3	-83.3	7/8/81	191	2
tern	58.8	-94.2	7/9/81	192	2
tern	46.5	-57.1	7/9/81	192	2
tern	68.3	-83.3	7/9/81	192	2
tern	60.6	-1	7/9/81	192	2
tern	58.8	-94.2	7/10/81	193	2
tern	68.3	-83.3	7/10/81	193	2
tern	58.8	-94.2	7/11/81	194	2
tern	68.3	-83.3	7/11/81	194	2
tern	58.8	-94.2	7/12/81	195	2
tern	58.8	-94.2	7/13/81	196	2
tern	58.8	-94.2	7/14/81	197	2
tern	68.3	-83.3	7/14/81	197	2
tern	58.8	-94.2	7/15/81	198	2
tern	58.8	-94.2	7/16/81	199	2
tern	58.7	-94.1	7/16/81	199	2
tern	68.3	-83.3	7/16/81	199	2
tern	58.8	-94.2	7/17/81	200	2
tern	68.3	-83.3	7/17/81	200	2
tern	68.3	-83.3	7/18/81	201	2
tern	68.3	-83.3	7/19/81	202	2
tern	68.3	-83.3	7/20/81	203	2
tern	50.2	-63.6	7/23/81	206	2
