COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE	1=Atlantic // 2=Horned // 3=Tufted
puffin	47.3	-52.8	8/10/00	223	1
puffin	45.9	-124	8/10/00	223	3
puffin	46.5	-57.5	8/11/00	224	1
puffin	46.4	-60.4	8/11/00	224	1
puffin	58.6	-136	8/11/00	224	2
puffin	59	-137	8/11/00	224	2
puffin	58.3	-136	8/11/00	224	3
puffin	58.9	-136.6	8/11/00	224	3
puffin	59	-137	8/11/00	224	3
puffin	58.7	-136.2	8/11/00	224	3
puffin	47.3	-52.8	8/12/00	225	1
puffin	46.9	-124.5	8/12/00	225	3
puffin	46.9	-124.5	8/12/00	225	3
puffin	46.9	-124.5	8/12/00	225	3
puffin	44.5	-67.1	8/13/00	226	1
puffin	47.5	-52.6	8/15/00	228	1
puffin	44.5	-67.1	8/15/00	228	1
puffin	47.5	-52.6	8/16/00	229	1
puffin	47.3	-52.8	8/17/00	230	1
puffin	47.3	-52.8	8/17/00	230	1
puffin	47.6	-52.7	8/17/00	230	1
puffin	47.3	-52.8	8/17/00	230	1
puffin	47.3	-52.8	8/17/00	230	1
puffin	59	-137	8/18/00	231	2
puffin	59	-137	8/18/00	231	3
puffin	58.6	-136	8/18/00	231	3
puffin	58.3	-135.6	8/18/00	231	3
puffin	58.9	-136.6	8/18/00	231	3
puffin	59	-137	8/18/00	231	3
puffin	47.5	-52.6	8/19/00	232	1
puffin	47.5	-52.6	8/19/00	232	1
puffin	46.9	-124.5	8/19/00	232	3
puffin	46.9	-124.5	8/19/00	232	3
puffin	46.9	-124.5	8/19/00	232	3
puffin	46.9	-124.5	8/19/00	232	3
puffin	46.9	-124.5	8/19/00	232	3
puffin	37.7	-123	8/20/00	233	3
puffin	37.7	-123	8/20/00	233	3
puffin	37.7	-123	8/20/00	233	3
puffin	37.7	-123	8/20/00	233	3
puffin	66.3	-18.3	8/21/00	234	1
puffin	66.5	-18	8/21/00	234	1
puffin	66.5	-18	8/21/00	234	1
puffin	66.5	-18	8/21/00	234	1
puffin	66.3	-18.3	8/21/00	234	1
puffin	66.3	-18.3	8/21/00	234	1
puffin	46.4	-54.7	8/22/00	235	1
puffin	50.3	-63.2	8/22/00	235	1
puffin	44.5	-67.1	8/22/00	235	1
puffin	60	-150.6	8/25/00	238	3
puffin	58.7	-136.2	8/25/00	238	3
puffin	58.7	-136.2	8/25/00	238	3
puffin	59	-137	8/25/00	238	3
puffin	44.6	-65.8	8/26/00	239	1
puffin	63.9	-22.5	8/26/00	239	1
puffin	63.9	-22.5	8/26/00	239	1
puffin	52.9	173	8/29/00	242	2
puffin	52.9	173	8/29/00	242	3
puffin	52.8	173.2	8/30/00	243	3
puffin	52.8	173.3	8/31/00	244	3
puffin	59	-137	9/1/00	245	2
puffin	52.9	173	9/1/00	245	3
puffin	59	-137	9/1/00	245	3
puffin	58.3	-135.8	9/1/00	245	3
puffin	52.9	173	9/2/00	246	3
puffin	52.9	173	9/3/00	247	3
puffin	52.8	173.2	9/4/00	248	2
puffin	52.8	173.2	9/4/00	248	3
puffin	52.9	173	9/5/00	249	3
puffin	59	-137	9/8/00	252	2
puffin	52.8	173.2	9/8/00	252	3
puffin	58.7	-136.2	9/8/00	252	3
puffin	58.6	-136	9/8/00	252	3
puffin	52.8	173.3	9/9/00	253	3
puffin	52.8	173.3	9/10/00	254	3
puffin	52.8	173.3	9/11/00	255	3
puffin	52.8	173.3	9/12/00	256	3
puffin	52.9	173	9/13/00	257	3
puffin	52.8	173.2	9/14/00	258	3
puffin	52.8	173.2	9/14/00	258	3
puffin	52.8	173.3	9/15/00	259	3
puffin	52.8	173.2	9/15/00	259	3
puffin	58.7	-136.2	9/15/00	259	3
puffin	52.8	173.2	9/17/00	261	3
puffin	52.8	173.2	9/17/00	261	3
puffin	38.2	-123.5	9/17/00	261	3
puffin	52.8	173.2	9/20/00	264	3
puffin	52.8	173.2	9/22/00	266	3
puffin	58.7	-136.2	9/22/00	266	3
puffin	36.9	-122.2	10/8/00	282	3
puffin	42.3	-70.2	12/2/00	337	1
puffin	39.4	-124.2	12/3/00	338	3
puffin	39.1	-72.1	12/9/00	344	1
puffin	39.1	-72.1	12/9/00	344	1
puffin	37.1	-74.7	2/18/01	48	1
puffin	37.1	-75.5	2/24/01	54	1
puffin	36.9	-74.9	2/24/01	54	1
puffin	36.8	-75.1	2/24/01	54	1
puffin	42.6	-70.7	3/4/01	65	1
puffin	51.8	-10.5	4/12/01	103	1
puffin	45.9	-124	4/14/01	105	3
puffin	45.3	-124	4/14/01	105	3
puffin	46.9	-124.5	4/14/01	105	3
puffin	54.2	-0.3	4/16/01	107	1
puffin	59.6	-151.6	5/12/01	134	3
puffin	45.5	-124	5/17/01	139	3
puffin	58.3	-136	5/21/01	143	3
puffin	58.7	-136.2	5/21/01	143	3
puffin	58.6	-136	5/21/01	143	3
puffin	58.5	-135.9	5/21/01	143	3
puffin	57.2	-170.3	5/22/01	144	2
puffin	51.9	-5.2	5/24/01	146	1
puffin	58.2	-136.3	5/24/01	146	3
puffin	58.7	-136.5	5/25/01	147	2
puffin	58.7	-136.5	5/25/01	147	3
puffin	39.1	-72.1	5/26/01	148	1
puffin	59	-137	5/28/01	150	2
puffin	58.3	-135.6	5/28/01	150	3
puffin	58.7	-136.2	5/28/01	150	3
puffin	59	-137	5/28/01	150	3
puffin	58.5	-135.9	5/28/01	150	3
puffin	57.8	-136.7	5/28/01	150	3
puffin	63.8	-171.7	5/29/01	151	2
puffin	63.8	-171.7	5/29/01	151	3
puffin	63.8	-171.7	5/30/01	152	2
puffin	63.8	-171.7	5/30/01	152	3
puffin	63.8	-171.7	5/31/01	153	2
puffin	63.8	-171.7	5/31/01	153	3
puffin	63.8	-171.7	6/1/01	153	3
puffin	63.8	-171.7	6/3/01	155	2
puffin	63.8	-171.7	6/3/01	155	3
puffin	63.8	-171.7	6/4/01	156	2
puffin	58.7	-136.2	6/4/01	156	2
puffin	59	-137	6/4/01	156	2
puffin	63.8	-171.7	6/4/01	156	3
puffin	58.3	-136	6/4/01	156	3
puffin	59	-137	6/4/01	156	3
puffin	58.5	-135.9	6/4/01	156	3
puffin	58.3	-136.2	6/4/01	156	3
puffin	44.5	-67.1	6/5/01	157	1
puffin	63.8	-171.7	6/5/01	157	2
puffin	63.8	-171.7	6/5/01	157	3
puffin	63.8	-171.7	6/6/01	158	2
puffin	48.4	-124.6	6/6/01	158	3
puffin	48.4	-124.6	6/6/01	158	3
puffin	59	-137	6/7/01	159	3
puffin	60	-149.4	6/8/01	160	2
puffin	60	-149.4	6/8/01	160	3
puffin	59	-137	6/11/01	163	2
puffin	58.3	-136	6/11/01	163	3
puffin	59	-137	6/11/01	163	3
puffin	58.6	-136	6/11/01	163	3
puffin	57.8	-136.7	6/11/01	163	3
puffin	53.3	-4.7	6/13/01	165	1
puffin	44.3	-68.3	6/13/01	165	1
puffin	43.9	-69.4	6/15/01	167	1
puffin	45.9	-124	6/16/01	168	3
puffin	50.6	-2	6/18/01	170	1
puffin	60.5	-151.2	6/18/01	170	2
puffin	60.1	-149.4	6/18/01	170	2
puffin	59	-137	6/18/01	170	2
puffin	60.5	-151.2	6/18/01	170	3
puffin	60.1	-149.4	6/18/01	170	3
puffin	58.3	-136.2	6/18/01	170	3
puffin	58.3	-136	6/18/01	170	3
puffin	58.7	-136.2	6/18/01	170	3
puffin	59	-137	6/18/01	170	3
puffin	58.6	-136	6/18/01	170	3
puffin	58.5	-135.9	6/18/01	170	3
puffin	44.4	-68.2	6/20/01	172	1
puffin	44.4	-68.2	6/20/01	172	1
puffin	57.8	-152.4	6/20/01	172	2
puffin	57.8	-152.4	6/20/01	172	3
puffin	57.5	-152.5	6/21/01	173	2
puffin	57.5	-152.5	6/21/01	173	3
puffin	60	-144.1	6/21/01	173	3
puffin	60.9	-147	6/22/01	174	3
puffin	61.1	-146.4	6/22/01	174	3
puffin	60.5	-147.3	6/22/01	174	3
puffin	60	-149.4	6/23/01	175	2
puffin	59.6	-149.6	6/23/01	175	2
puffin	60	-149.4	6/23/01	175	2
puffin	60	-149.4	6/23/01	175	3
puffin	59.6	-149.6	6/23/01	175	3
puffin	59.9	-149.7	6/23/01	175	3
puffin	60.1	-149.4	6/24/01	176	2
puffin	60.1	-149.4	6/24/01	176	3
puffin	59.6	-149.6	6/25/01	177	2
puffin	59.6	-151.4	6/25/01	177	2
puffin	59	-137	6/25/01	177	2
puffin	59.6	-149.6	6/25/01	177	3
puffin	58.3	-135.6	6/25/01	177	3
puffin	59	-137	6/25/01	177	3
puffin	51.8	-129.7	6/27/01	179	3
puffin	44.8	-124.1	6/30/01	182	3
puffin	45.3	-124	6/30/01	182	3
puffin	60.1	-149.4	7/1/01	184	2
puffin	60.1	-149.4	7/1/01	184	3
puffin	39.3	-123.8	7/1/01	184	3
puffin	39.3	-123.8	7/1/01	184	3
puffin	44.8	-124.1	7/1/01	184	3
puffin	44.8	-124.1	7/1/01	184	3
puffin	59	-137	7/2/01	185	2
puffin	59	-137	7/2/01	185	3
puffin	58.6	-136	7/2/01	185	3
puffin	58.3	-136.2	7/2/01	185	3
puffin	58.3	-135.6	7/2/01	185	3
puffin	58.7	-136.2	7/2/01	185	3
puffin	51.8	-129.7	7/4/01	187	3
puffin	59.8	-150.2	7/5/01	188	2
puffin	59.8	-150.2	7/5/01	188	2
puffin	59.8	-150.2	7/5/01	188	3
puffin	59.8	-150.2	7/5/01	188	3
puffin	47.3	-52.8	7/8/01	191	1
puffin	44.5	-64.1	7/8/01	191	1
puffin	57	-135.7	7/8/01	191	3
puffin	46.8	-54.2	7/9/01	192	1
puffin	59.6	-151.6	7/10/01	193	2
puffin	59.6	-151.6	7/10/01	193	3
puffin	60	-149.4	7/12/01	195	2
puffin	57.8	-152.1	7/12/01	195	2
puffin	60	-149.4	7/12/01	195	3
puffin	57.8	-152.1	7/12/01	195	3
puffin	59.6	-151.4	7/13/01	196	3
puffin	48.4	-124.7	7/13/01	196	3
puffin	44.5	-67.1	7/14/01	197	1
puffin	44.5	-67.1	7/14/01	197	1
puffin	44.6	-124.1	7/15/01	198	3
puffin	45.3	-124	7/15/01	198	3
puffin	60	-149.4	7/17/01	200	3
puffin	45.3	-124	7/17/01	200	3
puffin	47.3	-52.8	7/22/01	205	1
puffin	44.5	-67.1	7/23/01	206	1
puffin	38.2	-123.5	7/26/01	209	3
puffin	44.3	-68.1	7/28/01	211	1
puffin	60.1	-149.4	7/28/01	211	3
puffin	46.9	-124.5	7/28/01	211	3
puffin	51.4	-57.2	7/29/01	212	1
puffin	48.1	-122.9	7/29/01	212	3
puffin	60.1	-149.4	8/1/01	214	2
puffin	60.1	-149.4	8/1/01	214	3
puffin	59.6	-151.6	8/4/01	217	2
puffin	59.6	-151.6	8/4/01	217	3
puffin	46.9	-124.5	8/4/01	217	3
puffin	44.4	-68.2	8/5/01	218	1
puffin	45.3	-124	8/5/01	218	3
puffin	44.5	-63.9	8/6/01	219	1
puffin	54.2	-0.3	8/9/01	222	1
puffin	38.3	-123.7	8/12/01	225	3
puffin	48.4	-124.7	8/13/01	226	3
puffin	48.4	-124.7	8/13/01	226	3
puffin	46.9	-124.5	8/13/01	226	3
puffin	46.9	-124.5	8/13/01	226	3
puffin	58.7	-136.5	8/14/01	227	3
puffin	46.9	-124.5	8/14/01	227	3
puffin	46.4	-60.4	8/15/01	228	1
puffin	57.1	-135.3	8/15/01	228	3
puffin	59.8	-150.2	8/16/01	229	2
puffin	59.8	-150.2	8/16/01	229	3
puffin	60.1	-149.4	8/17/01	230	2
puffin	60.1	-149.4	8/17/01	230	3
puffin	59.7	-149.6	8/18/01	231	2
puffin	59.7	-149.6	8/18/01	231	3
puffin	46.9	-124.5	8/18/01	231	3
puffin	47.3	-53.4	8/19/01	232	1
puffin	44	-124.1	8/19/01	232	3
puffin	44	-124.1	8/19/01	232	3
puffin	47.3	-53.4	8/21/01	234	1
puffin	47.3	-53.4	8/23/01	236	1
puffin	44.5	-68.2	8/23/01	236	1
puffin	44.1	-68.6	8/23/01	236	1
puffin	59.6	-151.3	8/23/01	236	3
puffin	36.8	-122	8/24/01	237	3
puffin	47.3	-53.4	8/25/01	238	1
puffin	44.5	-124.8	8/25/01	238	3
puffin	38.2	-123.5	8/26/01	239	3
puffin	63.8	-171.7	8/31/01	244	2
puffin	63.8	-171.7	8/31/01	244	3
puffin	63.8	-171.7	9/1/01	245	2
puffin	63.8	-171.7	9/1/01	245	3
puffin	57.4	-1.8	9/2/01	246	1
puffin	63.8	-171.7	9/2/01	246	2
puffin	63.8	-171.7	9/2/01	246	3
puffin	63.8	-171.7	9/3/01	247	2
puffin	63.8	-171.7	9/3/01	247	3
puffin	63.8	-171.7	9/4/01	248	2
puffin	63.8	-171.7	9/4/01	248	3
puffin	63.8	-171.7	9/5/01	249	2
puffin	63.8	-171.7	9/5/01	249	3
puffin	39.4	-124.2	9/5/01	249	3
puffin	63.8	-171.7	9/6/01	250	2
puffin	63.8	-171.7	9/6/01	250	3
puffin	63.8	-171.7	9/7/01	251	2
puffin	63.8	-171.7	9/7/01	251	3
puffin	63.8	-171.7	9/8/01	252	2
puffin	63.8	-171.7	9/8/01	252	3
puffin	46.9	-124.5	9/8/01	252	3
puffin	63.8	-171.7	9/9/01	253	2
puffin	63.8	-171.7	9/9/01	253	3
puffin	63.8	-171.7	9/11/01	255	2
puffin	63.8	-171.7	9/11/01	255	3
puffin	63.8	-171.7	9/12/01	256	2
puffin	63.8	-171.7	9/12/01	256	3
puffin	63.8	-171.7	9/13/01	257	2
puffin	63.8	-171.7	9/13/01	257	3
puffin	46.4	-60.4	9/15/01	259	1
puffin	48.9	-125.6	9/15/01	259	3
puffin	44.3	-67.9	10/6/01	280	1
puffin	44.3	-68	10/6/01	280	1
puffin	36.6	-122.5	10/13/01	287	3
puffin	43.4	-66	10/27/01	301	1
puffin	36.6	-121.9	10/27/01	301	3
puffin	40.1	-74	12/1/01	336	1
puffin	39.1	-72.1	12/1/01	336	1
puffin	35.4	-120.9	1/19/02	19	3
puffin	36.9	-75.1	2/3/02	33	1
puffin	37	-74.6	2/9/02	39	1
puffin	36.9	-74.9	2/9/02	39	1
puffin	37	-75.2	2/9/02	39	1
puffin	37	-75.2	2/9/02	39	1
puffin	37.1	-74.7	2/9/02	39	1
puffin	43.8	-69.7	4/4/02	95	1
puffin	36.6	-121.9	4/12/02	103	3
puffin	46.9	-124.5	4/20/02	111	3
puffin	46.9	-124.5	4/20/02	111	3
puffin	47.3	-124.3	4/27/02	118	3
puffin	46.8	-124.4	5/4/02	126	3
puffin	46.9	-124.5	5/4/02	126	3
puffin	46.9	-124.5	5/4/02	126	3
puffin	46.8	-124.4	5/4/02	126	3
puffin	51.7	-5.3	5/12/02	134	1
puffin	52.7	174.1	5/17/02	139	3
puffin	41.8	-124.2	5/18/02	140	3
puffin	46.9	-124.5	5/18/02	140	3
puffin	46.9	-124.5	5/18/02	140	3
puffin	46.9	-124.5	5/18/02	140	3
puffin	57.2	-170.4	5/19/02	141	2
puffin	52.1	-131.2	5/19/02	141	3
puffin	63.9	-22.5	5/20/02	142	1
puffin	57.2	-170.3	5/20/02	142	2
puffin	52.7	174.1	5/20/02	142	2
puffin	57.2	-170.3	5/20/02	142	2
puffin	57.2	-170.3	5/20/02	142	3
puffin	50.7	-4.7	5/22/02	144	1
puffin	50.7	-4.7	5/22/02	144	1
puffin	47.3	-52.8	5/27/02	149	1
puffin	47.3	-52.8	5/27/02	149	1
puffin	51.6	-4.7	5/28/02	150	1
puffin	63.8	-171.7	5/28/02	150	2
puffin	63.8	-171.7	5/28/02	150	3
puffin	37.7	-123	5/28/02	150	3
puffin	58.6	-136	5/29/02	151	2
puffin	58.6	-136	5/29/02	151	3
puffin	63.8	-171.7	5/31/02	153	2
puffin	63.8	-171.7	5/31/02	153	3
puffin	63.8	-171.7	6/1/02	153	2
puffin	63.8	-171.7	6/1/02	153	2
puffin	63.8	-171.7	6/1/02	153	3
puffin	63.8	-171.7	6/1/02	153	3
puffin	63.8	-171.7	6/2/02	154	2
puffin	63.8	-171.7	6/2/02	154	2
puffin	63.8	-171.7	6/2/02	154	3
puffin	63.8	-171.7	6/2/02	154	3
puffin	45.1	-67.5	6/3/02	155	1
puffin	63.8	-171.7	6/3/02	155	2
puffin	63.8	-171.7	6/3/02	155	2
puffin	63.8	-171.7	6/3/02	155	3
puffin	63.8	-171.7	6/3/02	155	3
puffin	63.8	-171.7	6/4/02	156	2
puffin	63.8	-171.7	6/4/02	156	2
puffin	63.8	-171.7	6/4/02	156	3
puffin	63.8	-171.7	6/4/02	156	3
puffin	60.1	-149.4	6/5/02	157	2
puffin	59.6	-149.6	6/5/02	157	2
puffin	63.8	-171.7	6/5/02	157	2
puffin	60.1	-149.4	6/5/02	157	3
puffin	59.6	-149.6	6/5/02	157	3
puffin	63.8	-171.7	6/5/02	157	3
puffin	59.6	-151.6	6/6/02	158	2
puffin	59.6	-151.6	6/6/02	158	3
puffin	59.9	-149.7	6/7/02	159	2
puffin	59.9	-149.7	6/7/02	159	3
puffin	33.9	-119.7	6/8/02	160	3
puffin	34.1	-119.4	6/8/02	160	3
puffin	33.8	-119.3	6/8/02	160	3
puffin	57.2	-170.3	6/11/02	163	2
puffin	57.2	-170.3	6/11/02	163	3
puffin	57.2	-170.3	6/12/02	164	2
puffin	57.2	-170.3	6/12/02	164	3
puffin	44.6	-67.3	6/14/02	166	1
puffin	45.9	-124	6/16/02	168	3
puffin	60	-149.4	6/17/02	169	2
puffin	60	-149.4	6/17/02	169	3
puffin	60.1	-149.4	6/18/02	170	2
puffin	60.1	-149.4	6/18/02	170	3
puffin	70.4	31.2	6/21/02	173	1
puffin	49.1	-126.1	6/21/02	173	3
puffin	54.1	-0.2	6/22/02	174	1
puffin	50.8	-127.3	6/22/02	174	3
puffin	44.5	-67.1	6/23/02	175	1
puffin	56.9	-2.2	6/24/02	176	1
puffin	44.4	-67.9	6/24/02	176	1
puffin	43.9	-69.4	6/25/02	177	1
puffin	60	-149.4	6/25/02	177	2
puffin	60	-149.4	6/25/02	177	3
puffin	43.9	-69.4	6/26/02	178	1
puffin	60	-149.4	6/27/02	179	2
puffin	64.5	-165.4	6/27/02	179	2
puffin	60	-149.4	6/27/02	179	3
puffin	44.5	-67.6	6/28/02	180	1
puffin	43.8	-69.5	6/29/02	181	1
puffin	59.9	-149.7	6/29/02	181	2
puffin	60	-149.4	6/29/02	181	2
puffin	59.9	-149.7	6/29/02	181	3
puffin	60	-149.4	6/29/02	181	3
puffin	48.1	-122.9	6/30/02	182	3
puffin	54.2	-0.3	7/1/02	184	1
puffin	60.5	-145.8	7/1/02	184	2
puffin	60.5	-145.8	7/1/02	184	3
puffin	44.2	-68.3	7/3/02	186	1
puffin	45.3	-124	7/5/02	188	3
puffin	48.3	-122.8	7/5/02	188	3
puffin	45.3	-124	7/6/02	189	3
puffin	60.1	-149.4	7/7/02	190	2
puffin	60.1	-149.4	7/7/02	190	3
puffin	45.9	-124	7/7/02	190	3
puffin	45.3	-124	7/7/02	190	3
puffin	48.4	-123	7/8/02	191	3
puffin	54.2	-0.3	7/13/02	196	1
puffin	59.6	-151.6	7/13/02	196	2
puffin	59.6	-151.6	7/13/02	196	3
puffin	46.9	-124.5	7/13/02	196	3
puffin	46.9	-124.5	7/13/02	196	3
puffin	44.6	-67	7/14/02	197	1
puffin	46.4	-60.4	7/15/02	198	1
puffin	44.2	-69.1	7/16/02	199	1
puffin	63.9	-22.5	7/18/02	201	1
puffin	60	-149.4	7/19/02	202	2
puffin	60	-149.4	7/19/02	202	3
puffin	44.8	-124.1	7/19/02	202	3
puffin	46.4	-60.4	7/20/02	203	1
puffin	44.5	-67.1	7/20/02	203	1
puffin	46.9	-124.5	7/20/02	203	3
puffin	46.9	-124.5	7/20/02	203	3
puffin	46.9	-124.5	7/20/02	203	3
puffin	38.2	-123.5	7/21/02	204	2
puffin	55.6	-1.7	7/22/02	205	1
puffin	50.1	-64.8	7/24/02	207	1
puffin	50.3	-63.4	7/24/02	207	1
puffin	60	-139.6	7/25/02	208	3
puffin	60.1	-149.4	7/27/02	210	2
puffin	60.1	-149.4	7/27/02	210	3
puffin	47	-124.2	7/27/02	210	3
puffin	54	-166.7	7/28/02	211	2
puffin	54	-166.7	7/28/02	211	3
puffin	44.5	-67.1	7/30/02	213	1
puffin	59.8	-149.7	7/30/02	213	2
puffin	59.8	-149.7	7/30/02	213	3
puffin	53.5	-6.2	7/31/02	214	1
puffin	44.9	-66.5	8/1/02	214	1
puffin	43.9	-69.4	8/1/02	214	1
puffin	46.9	-124.1	8/3/02	216	3
puffin	46.9	-124.5	8/3/02	216	3
puffin	47.6	-124.4	8/4/02	217	3
puffin	48.4	-122.9	8/4/02	217	3
puffin	58.7	-136.1	8/5/02	218	3
puffin	48.4	-124.7	8/5/02	218	3
puffin	44.5	-67.1	8/7/02	220	1
puffin	59.8	-150.2	8/7/02	220	2
puffin	59.8	-150.2	8/7/02	220	3
puffin	48.5	-64.2	8/8/02	221	1
puffin	48.4	-124.7	8/8/02	221	3
puffin	36.7	-122.1	8/9/02	222	3
puffin	59.6	-151.3	8/10/02	223	3
puffin	37.9	-123.5	8/10/02	223	3
puffin	46.9	-124.5	8/10/02	223	3
puffin	46.9	-124.5	8/10/02	223	3
puffin	46.9	-124.5	8/10/02	223	3
puffin	60	-149.4	8/12/02	225	2
puffin	60	-149.4	8/12/02	225	3
puffin	48.4	-124.7	8/12/02	225	3
puffin	49.1	-125.9	8/13/02	226	3
puffin	45.9	-124	8/13/02	226	3
puffin	46.4	-60.4	8/14/02	227	1
puffin	46.4	-60.4	8/15/02	228	1
puffin	47.3	-124.3	8/15/02	228	3
puffin	52.1	-10.3	8/16/02	229	1
puffin	49.1	-126	8/16/02	229	3
puffin	39.4	-124.2	8/17/02	230	3
puffin	46.9	-124.5	8/17/02	230	3
puffin	46.9	-124.5	8/17/02	230	3
puffin	46.9	-124.5	8/17/02	230	3
puffin	49.1	-126.1	8/20/02	233	3
puffin	49.4	-126.4	8/23/02	236	3
puffin	46.9	-124.5	8/24/02	237	3
puffin	63.9	-22.5	8/25/02	238	1
puffin	63.9	-22.5	8/25/02	238	1
puffin	36.7	-122.1	8/25/02	238	3
puffin	36.7	-122.1	8/25/02	238	3
puffin	36.7	-122.1	8/25/02	238	3
puffin	44.6	-66.7	8/27/02	240	1
puffin	59.8	-150	8/27/02	240	2
puffin	59.8	-150	8/27/02	240	3
puffin	44.6	-66.7	8/30/02	243	1
puffin	48.3	-122.8	8/30/02	243	3
puffin	44.5	-66.7	9/3/02	247	1
puffin	60.1	-149.4	9/3/02	247	2
puffin	60.1	-149.4	9/3/02	247	3
puffin	46.9	-124.5	9/5/02	249	2
puffin	46.9	-124.5	9/7/02	251	3
puffin	46.9	-124.5	9/7/02	251	3
puffin	46.9	-124.5	9/7/02	251	3
puffin	36.9	-122	9/14/02	258	3
puffin	43.8	-69.3	9/25/02	269	1
puffin	36.6	-122.5	10/5/02	279	3
puffin	46.9	-124.5	10/5/02	279	3
puffin	46.9	-124.5	10/5/02	279	3
puffin	46.9	-124.5	10/5/02	279	3
puffin	46.9	-124.5	10/5/02	279	3
puffin	46.9	-124.5	10/5/02	279	3
puffin	44.2	-66.4	10/12/02	286	1
puffin	36.7	-122.4	10/13/02	287	3
puffin	36.4	-122.2	10/13/02	287	3
puffin	38	-123.5	10/14/02	288	3
puffin	38.2	-123.5	10/14/02	288	3
puffin	42.1	-70.2	11/17/02	322	1
puffin	42.1	-70.2	11/17/02	322	1
puffin	40.2	-73.9	12/7/02	342	1
puffin	39.1	-72.1	12/7/02	342	1
puffin	39.1	-72.1	12/7/02	342	1
puffin	39.7	-72.5	12/7/02	342	1
puffin	43.7	-69.8	12/15/02	350	1
puffin	36.9	-75.8	3/1/03	62	1
puffin	54.2	-0.3	3/15/03	76	1
puffin	38.3	-74.8	3/15/03	76	1
puffin	38.2	-74.3	3/15/03	76	1
puffin	38.2	-74.3	3/15/03	76	1
puffin	38.3	-74.1	3/15/03	76	1
puffin	38.3	-74.1	3/15/03	76	1
puffin	38.3	-74.1	3/15/03	76	1
puffin	38.4	-74.9	3/15/03	76	1
puffin	38.4	-74.9	3/15/03	76	1
puffin	38.2	-74.3	3/15/03	76	1
puffin	38.2	-74.3	3/15/03	76	1
puffin	38.1	-73.8	3/16/03	77	1
puffin	45.9	-124	4/5/03	96	3
puffin	37.1	-1.8	4/14/03	105	1
puffin	57.4	-1.8	4/14/03	105	1
puffin	33.9	-120.4	4/18/03	109	3
puffin	37.7	-123	4/19/03	110	3
puffin	46.9	-124.5	4/26/03	117	3
puffin	46.9	-124.5	4/26/03	117	3
puffin	59.4	-146.3	5/6/03	128	3
puffin	59.4	-146.3	5/14/03	136	3
puffin	43.9	-68.7	5/15/03	137	1
puffin	64.5	-165.4	5/15/03	137	2
puffin	46.9	-124.5	5/17/03	139	3
puffin	46.9	-124.5	5/17/03	139	3
puffin	46.9	-124.5	5/17/03	139	3
puffin	46.9	-124.5	5/17/03	139	3
puffin	57.2	-170.4	5/19/03	141	2
puffin	45.3	-124	5/24/03	146	3
puffin	44.5	-67.1	5/26/03	148	1
puffin	39.1	-72.7	5/26/03	148	1
puffin	49.2	-126.1	5/27/03	149	3
puffin	63.7	-171.7	5/27/03	149	3
puffin	63.8	-171.7	5/27/03	149	3
puffin	63.8	-171.7	5/27/03	149	3
puffin	63.7	-171.7	5/27/03	149	3
puffin	63.7	-171.7	5/28/03	150	2
puffin	63.8	-171.7	5/28/03	150	2
puffin	63.8	-171.7	5/28/03	150	2
puffin	63.7	-171.7	5/28/03	150	2
puffin	63.7	-171.7	5/28/03	150	3
puffin	63.8	-171.7	5/28/03	150	3
puffin	63.8	-171.7	5/28/03	150	3
puffin	63.7	-171.7	5/28/03	150	3
puffin	57.1	-170.3	5/29/03	151	2
puffin	63.7	-171.7	5/29/03	151	2
puffin	63.8	-171.7	5/29/03	151	2
puffin	63.8	-171.7	5/29/03	151	2
puffin	63.7	-171.7	5/29/03	151	2
puffin	57.1	-170.3	5/29/03	151	3
puffin	63.7	-171.7	5/29/03	151	3
puffin	63.8	-171.7	5/29/03	151	3
puffin	63.8	-171.7	5/29/03	151	3
puffin	63.7	-171.7	5/29/03	151	3
puffin	70.4	31.2	5/30/03	152	1
puffin	43.8	-69.5	5/30/03	152	1
puffin	63.7	-171.7	5/30/03	152	2
puffin	63.8	-171.7	5/30/03	152	2
puffin	63.8	-171.7	5/30/03	152	2
puffin	63.8	-171.7	5/30/03	152	2
puffin	63.7	-171.7	5/30/03	152	2
puffin	63.7	-171.7	5/30/03	152	3
puffin	63.8	-171.7	5/30/03	152	3
puffin	63.8	-171.7	5/30/03	152	3
puffin	63.8	-171.7	5/30/03	152	3
puffin	63.7	-171.7	5/30/03	152	3
puffin	63.7	-171.7	5/31/03	153	2
puffin	63.8	-171.7	5/31/03	153	2
puffin	63.8	-171.7	5/31/03	153	2
puffin	63.7	-171.7	5/31/03	153	2
puffin	63.7	-171.7	5/31/03	153	3
puffin	63.7	-171.7	5/31/03	153	3
puffin	54.2	-0.3	6/1/03	153	1
puffin	63.8	-171.7	6/3/03	155	2
puffin	63.8	-171.7	6/3/03	155	3
puffin	44.6	-124.1	6/3/03	155	3
puffin	54.1	-0.2	6/5/03	157	1
puffin	44	-124.1	6/5/03	157	3
puffin	44.6	-124.1	6/5/03	157	3
puffin	54.1	-0.2	6/6/03	158	1
puffin	44.1	-124.1	6/7/03	159	3
puffin	44.1	-124.1	6/7/03	159	3
puffin	44.8	-124.1	6/7/03	159	3
puffin	71.3	-156.8	6/9/03	161	2
puffin	45.9	-124	6/9/03	161	3
puffin	44.1	-124.1	6/9/03	161	3
