COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE	1=Atlantic // 2=Horned // 3=Tufted
puffin	57.2	-170.3	7/15/08	198	2
puffin	57.2	-170.3	7/15/08	198	3
puffin	57.2	-170.3	7/15/08	198	3
puffin	43.1	-124.4	7/15/08	198	3
puffin	43.9	-69.4	7/16/08	199	1
puffin	43.9	-69.4	7/16/08	199	1
puffin	44.6	-67.4	7/16/08	199	1
puffin	44.6	-67.4	7/16/08	199	1
puffin	57.2	-170.3	7/16/08	199	2
puffin	57.2	-170.3	7/16/08	199	2
puffin	57.2	-170.3	7/16/08	199	3
puffin	57.2	-170.3	7/16/08	199	3
puffin	44.7	-67.2	7/17/08	200	1
puffin	44.6	-67.4	7/17/08	200	1
puffin	57.2	-170.3	7/17/08	200	2
puffin	57.2	-170.3	7/17/08	200	3
puffin	48.4	-124.7	7/17/08	200	3
puffin	44.2	-68	7/18/08	201	1
puffin	43.9	-69.4	7/18/08	201	1
puffin	44.6	-67.4	7/18/08	201	1
puffin	50.9	-129.4	7/18/08	201	2
puffin	57.2	-170.3	7/18/08	201	2
puffin	57.2	-170.3	7/18/08	201	2
puffin	59.8	-149.6	7/18/08	201	2
puffin	57.2	-170.3	7/18/08	201	3
puffin	57.2	-170.3	7/18/08	201	3
puffin	59.8	-149.6	7/18/08	201	3
puffin	43.9	-69.4	7/19/08	202	1
puffin	44.6	-67.4	7/19/08	202	1
puffin	57.2	-170.3	7/19/08	202	2
puffin	57.2	-170.3	7/19/08	202	2
puffin	60	-149.4	7/19/08	202	2
puffin	57.2	-170.3	7/19/08	202	3
puffin	54.3	-167.8	7/19/08	202	3
puffin	57.2	-170.3	7/19/08	202	3
puffin	60	-149.4	7/19/08	202	3
puffin	48.5	-64.2	7/20/08	203	1
puffin	43.9	-69.4	7/20/08	203	1
puffin	44.7	-67.2	7/20/08	203	1
puffin	71.3	-156.8	7/20/08	203	2
puffin	43.8	-69.4	7/21/08	204	1
puffin	44.6	-67.4	7/21/08	204	1
puffin	57.2	-170.3	7/21/08	204	2
puffin	57.2	-170.3	7/21/08	204	2
puffin	60	-149.1	7/21/08	204	2
puffin	57.2	-170.3	7/21/08	204	3
puffin	57.2	-170.3	7/21/08	204	3
puffin	54.2	-0.3	7/22/08	205	1
puffin	44.6	-67.4	7/22/08	205	1
puffin	57.2	-170.3	7/22/08	205	2
puffin	57	-174	7/22/08	205	3
puffin	57.2	-170.3	7/22/08	205	3
puffin	44.7	-124.1	7/22/08	205	3
puffin	44.9	-66.8	7/23/08	206	1
puffin	44.6	-67.4	7/23/08	206	1
puffin	57.2	-170.3	7/23/08	206	2
puffin	57.2	-170.3	7/23/08	206	3
puffin	46.9	-53	7/24/08	207	1
puffin	47.3	-52.8	7/24/08	207	1
puffin	47.5	-52.6	7/24/08	207	1
puffin	47.5	-52.6	7/24/08	207	1
puffin	47.3	-52.8	7/24/08	207	1
puffin	57.2	-170.3	7/24/08	207	2
puffin	57.2	-170.3	7/24/08	207	2
puffin	57.2	-170.3	7/24/08	207	3
puffin	57.2	-170.3	7/24/08	207	3
puffin	58.6	-176.7	7/24/08	207	3
puffin	46.9	-53	7/25/08	208	1
puffin	48.7	-53.1	7/25/08	208	1
puffin	43.9	-69.4	7/25/08	208	1
puffin	47.9	-124.7	7/25/08	208	3
puffin	50.3	-63.2	7/26/08	209	1
puffin	44.6	-67.4	7/26/08	209	1
puffin	57.2	-170.3	7/26/08	209	2
puffin	57.2	-170.3	7/26/08	209	2
puffin	57.2	-170.3	7/26/08	209	3
puffin	57.2	-170.3	7/26/08	209	3
puffin	57.1	-173.9	7/26/08	209	3
puffin	44.2	-68	7/27/08	210	1
puffin	43.8	-68.9	7/27/08	210	1
puffin	43.8	-68.9	7/27/08	210	1
puffin	43.6	-67.2	7/27/08	210	1
puffin	57.2	-170.3	7/27/08	210	2
puffin	57.2	-170.3	7/27/08	210	2
puffin	56.9	-173.8	7/27/08	210	2
puffin	57.2	-170.3	7/27/08	210	3
puffin	57.2	-170.3	7/27/08	210	3
puffin	56.9	-173.8	7/27/08	210	3
puffin	46.2	-60.2	7/28/08	211	1
puffin	46.2	-60.2	7/28/08	211	1
puffin	44.6	-67.4	7/28/08	211	1
puffin	57.2	-170.3	7/28/08	211	2
puffin	57.2	-170.3	7/28/08	211	2
puffin	57.2	-170.3	7/28/08	211	3
puffin	57.2	-170.3	7/28/08	211	3
puffin	56.4	-172.7	7/28/08	211	3
puffin	44.7	-124.1	7/28/08	211	3
puffin	43.8	-68.9	7/29/08	212	1
puffin	57.2	-170.3	7/29/08	212	2
puffin	57.2	-170.3	7/29/08	212	3
puffin	56.5	-172.2	7/29/08	212	3
puffin	41.8	-124.3	7/29/08	212	3
puffin	41.8	-124.3	7/29/08	212	3
puffin	44.9	-66.8	7/30/08	213	1
puffin	44.9	-66.8	7/30/08	213	1
puffin	43.9	-69.4	7/30/08	213	1
puffin	44.4	-67.9	7/30/08	213	1
puffin	44.4	-67.9	7/30/08	213	1
puffin	57.2	-170.3	7/30/08	213	2
puffin	51.9	-176.6	7/30/08	213	2
puffin	57.9	-152.8	7/30/08	213	2
puffin	57.2	-170.3	7/30/08	213	3
puffin	56.1	-169	7/30/08	213	3
puffin	57.9	-152.8	7/30/08	213	3
puffin	57.2	-170.3	7/31/08	214	2
puffin	57.2	-170.3	7/31/08	214	2
puffin	60	-149.4	7/31/08	214	2
puffin	57.2	-170.3	7/31/08	214	3
puffin	57.2	-170.3	7/31/08	214	3
puffin	55.5	-168.4	7/31/08	214	3
puffin	60	-149.4	7/31/08	214	3
puffin	44.9	-66.8	8/1/08	214	1
puffin	57.2	-170.3	8/1/08	214	2
puffin	51.9	-176.6	8/1/08	214	2
puffin	59.3	-150.2	8/1/08	214	2
puffin	57.2	-170.3	8/1/08	214	3
puffin	57.2	-170.3	8/1/08	214	3
puffin	54.9	-167.8	8/1/08	214	3
puffin	51.9	-176.6	8/1/08	214	3
puffin	59.6	-151.3	8/1/08	214	3
puffin	59.3	-150.2	8/1/08	214	3
puffin	44.9	-66.8	8/2/08	215	1
puffin	44.9	-66.8	8/2/08	215	1
puffin	43.9	-69.4	8/2/08	215	1
puffin	43.9	-69.4	8/2/08	215	1
puffin	44.5	-67.1	8/2/08	215	1
puffin	57.2	-170.3	8/2/08	215	2
puffin	57.2	-170.3	8/2/08	215	2
puffin	57.2	-170.3	8/2/08	215	3
puffin	57.2	-170.3	8/2/08	215	3
puffin	54.9	-167.6	8/2/08	215	3
puffin	45.3	-124	8/2/08	215	3
puffin	45.3	-124	8/2/08	215	3
puffin	46.9	-124.5	8/2/08	215	3
puffin	46.9	-124.5	8/2/08	215	3
puffin	46.9	-124.5	8/2/08	215	3
puffin	46.9	-124.5	8/2/08	215	3
puffin	46.9	-124.5	8/2/08	215	3
puffin	47.8	-124.5	8/2/08	215	3
puffin	44.7	-68.4	8/3/08	216	1
puffin	44.5	-67.1	8/3/08	216	1
puffin	57.2	-170.3	8/3/08	216	2
puffin	57.2	-170.3	8/3/08	216	2
puffin	54.8	-166.8	8/3/08	216	3
puffin	57.2	-170.3	8/3/08	216	3
puffin	57.2	-170.3	8/3/08	216	3
puffin	46.2	-124	8/3/08	216	3
puffin	45.9	-124	8/3/08	216	3
puffin	45.9	-124	8/3/08	216	3
puffin	44.6	-124.4	8/3/08	216	3
puffin	48.1	-122.9	8/3/08	216	3
puffin	43.9	-69.4	8/4/08	217	1
puffin	57.2	-170.3	8/4/08	217	2
puffin	54.8	-165.4	8/4/08	217	3
puffin	57.2	-170.3	8/4/08	217	3
puffin	45.9	-124	8/4/08	217	3
puffin	43.9	-69.4	8/5/08	218	1
puffin	57.2	-170.3	8/5/08	218	2
puffin	58.2	-136.5	8/5/08	218	2
puffin	57.2	-170.3	8/5/08	218	3
puffin	54.3	-166.6	8/5/08	218	3
puffin	41.3	-124.1	8/5/08	218	3
puffin	43.1	-124.4	8/5/08	218	3
puffin	57.2	-170.3	8/6/08	219	2
puffin	57.2	-170.3	8/6/08	219	3
puffin	54.4	-167.1	8/6/08	219	3
puffin	48.4	-124.7	8/6/08	219	3
puffin	57.2	-170.3	8/7/08	220	2
puffin	57.2	-170.3	8/7/08	220	3
puffin	53.1	-169	8/7/08	220	3
puffin	57.1	-135.4	8/7/08	220	3
puffin	58.7	-136.5	8/7/08	220	3
puffin	59.2	-141.7	8/7/08	220	3
puffin	48.4	-124.7	8/7/08	220	3
puffin	48.4	-124.7	8/7/08	220	3
puffin	44.5	-67.1	8/8/08	221	1
puffin	57.2	-170.3	8/8/08	221	2
puffin	57.2	-170.3	8/8/08	221	2
puffin	57.2	-170.3	8/8/08	221	3
puffin	57.2	-170.3	8/8/08	221	3
puffin	52.7	-169.1	8/8/08	221	3
puffin	57.2	-170.3	8/9/08	222	2
puffin	53.9	-166.5	8/9/08	222	2
puffin	57.2	-170.3	8/9/08	222	3
puffin	53.9	-166.5	8/9/08	222	3
puffin	48.2	-123.2	8/9/08	222	3
puffin	48.1	-122.9	8/9/08	222	3
puffin	48.1	-122.9	8/9/08	222	3
puffin	57.2	-170.3	8/10/08	223	2
puffin	53.9	-166.5	8/10/08	223	2
puffin	57.2	-170.3	8/10/08	223	3
puffin	44.5	-124.8	8/10/08	223	3
puffin	45	-65.8	8/11/08	224	1
puffin	57.2	-170.3	8/11/08	224	2
puffin	57.2	-170.3	8/11/08	224	2
puffin	57.2	-170.3	8/11/08	224	3
puffin	57.2	-170.3	8/11/08	224	3
puffin	37.6	-122.5	8/11/08	224	3
puffin	45.9	-124	8/11/08	224	3
puffin	57.2	-170.3	8/12/08	225	2
puffin	57.2	-170.3	8/12/08	225	2
puffin	57.2	-170.3	8/12/08	225	3
puffin	57.2	-170.3	8/12/08	225	3
puffin	59.4	-151.7	8/12/08	225	3
puffin	59.6	-151.5	8/12/08	225	3
puffin	43.7	-124.2	8/12/08	225	3
puffin	44.7	-66.5	8/13/08	226	1
puffin	46.4	-60.4	8/13/08	226	1
puffin	44	-69.4	8/13/08	226	1
puffin	43.9	-69.4	8/13/08	226	1
puffin	57.2	-170.3	8/13/08	226	2
puffin	59.8	-150.2	8/13/08	226	2
puffin	57.2	-170.3	8/13/08	226	3
puffin	59.6	-151.5	8/13/08	226	3
puffin	59.8	-150.2	8/13/08	226	3
puffin	57.2	-170.3	8/14/08	227	2
puffin	60	-149.4	8/14/08	227	2
puffin	57.2	-170.3	8/14/08	227	3
puffin	60	-149.4	8/14/08	227	3
puffin	78.9	16.5	8/15/08	228	1
puffin	57.2	-170.3	8/15/08	228	2
puffin	57.2	-170.3	8/15/08	228	2
puffin	57.2	-170.3	8/15/08	228	3
puffin	57.2	-170.3	8/15/08	228	3
puffin	48.1	-122.7	8/15/08	228	3
puffin	48.1	-122.7	8/15/08	228	3
puffin	43.4	-66	8/16/08	229	1
puffin	57.2	-170.3	8/16/08	229	2
puffin	44.7	-124.3	8/16/08	229	2
puffin	57.2	-170.3	8/16/08	229	3
puffin	45.6	-65	8/17/08	230	1
puffin	44.5	-67.9	8/17/08	230	1
puffin	57.2	-170.3	8/17/08	230	2
puffin	57.2	-170.3	8/17/08	230	2
puffin	59.8	-149.7	8/17/08	230	2
puffin	60	-149.4	8/17/08	230	2
puffin	57.2	-170.3	8/17/08	230	3
puffin	57.2	-170.3	8/17/08	230	3
puffin	59.8	-149.7	8/17/08	230	3
puffin	60	-149.4	8/17/08	230	3
puffin	44.5	-66.8	8/18/08	231	1
puffin	57.2	-170.3	8/18/08	231	2
puffin	57.2	-170.3	8/18/08	231	3
puffin	44.3	-66.4	8/19/08	232	1
puffin	57.2	-170.3	8/19/08	232	2
puffin	57.2	-170.3	8/19/08	232	3
puffin	58.7	-136.1	8/19/08	232	3
puffin	57.2	-170.3	8/20/08	233	2
puffin	61	-147.1	8/20/08	233	2
puffin	57.2	-170.3	8/20/08	233	3
puffin	61	-147.1	8/20/08	233	3
puffin	44.7	-66.5	8/21/08	234	1
puffin	57.2	-170.3	8/21/08	234	2
puffin	57.2	-170.3	8/21/08	234	2
puffin	57.2	-170.3	8/21/08	234	3
puffin	57.2	-170.3	8/21/08	234	3
puffin	57.2	-170.3	8/22/08	235	2
puffin	57.2	-170.3	8/22/08	235	2
puffin	57.2	-170.3	8/22/08	235	2
puffin	63.8	-171.7	8/22/08	235	2
puffin	57.2	-170.3	8/22/08	235	3
puffin	57.2	-170.3	8/22/08	235	3
puffin	57.2	-170.3	8/22/08	235	3
puffin	63.8	-171.7	8/22/08	235	3
puffin	46.4	-60.4	8/23/08	236	1
puffin	57.2	-170.3	8/23/08	236	2
puffin	51.9	-176.6	8/23/08	236	2
puffin	63.8	-171.7	8/23/08	236	2
puffin	49.1	-126	8/23/08	236	3
puffin	57.2	-170.3	8/23/08	236	3
puffin	63.8	-171.7	8/23/08	236	3
puffin	37.7	-123	8/23/08	236	3
puffin	37.7	-123	8/23/08	236	3
puffin	46.9	-124.5	8/23/08	236	3
puffin	57.2	-170.3	8/24/08	237	2
puffin	63.8	-171.7	8/24/08	237	2
puffin	57.2	-170.3	8/24/08	237	3
puffin	63.8	-171.7	8/24/08	237	3
puffin	37.7	-123	8/24/08	237	3
puffin	37.7	-123	8/24/08	237	3
puffin	44.5	-66.8	8/25/08	238	1
puffin	57.2	-170.3	8/25/08	238	2
puffin	63.8	-171.7	8/25/08	238	2
puffin	57.2	-170.3	8/25/08	238	3
puffin	63.8	-171.7	8/25/08	238	3
puffin	37.7	-123	8/25/08	238	3
puffin	37.7	-123	8/25/08	238	3
puffin	57.2	-170.3	8/26/08	239	2
puffin	57.2	-170.3	8/26/08	239	2
puffin	63.8	-171.7	8/26/08	239	2
puffin	57.2	-170.3	8/26/08	239	3
puffin	57.2	-170.3	8/26/08	239	3
puffin	63.8	-171.7	8/26/08	239	3
puffin	37.7	-123	8/26/08	239	3
puffin	37.7	-123	8/26/08	239	3
puffin	44.7	-66.5	8/27/08	240	1
puffin	57.2	-170.3	8/27/08	240	2
puffin	59.8	-149.7	8/27/08	240	2
puffin	63.8	-171.7	8/27/08	240	2
puffin	64.5	-164.5	8/27/08	240	2
puffin	57.2	-170.3	8/27/08	240	3
puffin	59.8	-149.7	8/27/08	240	3
puffin	63.8	-171.7	8/27/08	240	3
puffin	37.7	-123	8/27/08	240	3
puffin	37.7	-123	8/27/08	240	3
puffin	43.9	-69.4	8/28/08	241	1
puffin	57.2	-170.3	8/28/08	241	2
puffin	57.2	-170.3	8/28/08	241	2
puffin	63.8	-171.7	8/28/08	241	2
puffin	64.5	-164.5	8/28/08	241	2
puffin	57.2	-170.3	8/28/08	241	3
puffin	57.2	-170.3	8/28/08	241	3
puffin	59.6	-151.5	8/28/08	241	3
puffin	63.8	-171.7	8/28/08	241	3
puffin	37.7	-123	8/28/08	241	3
puffin	37.7	-123	8/28/08	241	3
puffin	57.2	-170.3	8/29/08	242	2
puffin	63.8	-171.7	8/29/08	242	2
puffin	63.8	-171.7	8/29/08	242	2
puffin	63.8	-171.7	8/29/08	242	2
puffin	64.5	-165.4	8/29/08	242	2
puffin	57.2	-170.3	8/29/08	242	3
puffin	63.8	-171.7	8/29/08	242	3
puffin	63.8	-171.7	8/29/08	242	3
puffin	63.8	-171.7	8/29/08	242	3
puffin	64.5	-165.4	8/29/08	242	3
puffin	37.7	-123	8/29/08	242	3
puffin	37.7	-123	8/29/08	242	3
puffin	62.4	5.7	8/30/08	243	1
puffin	57.2	-170.3	8/30/08	243	2
puffin	63.8	-171.7	8/30/08	243	2
puffin	63.8	-171.7	8/30/08	243	2
puffin	64.5	-165.3	8/30/08	243	2
puffin	63.8	-171.7	8/30/08	243	2
puffin	57.2	-170.3	8/30/08	243	3
puffin	63.8	-171.7	8/30/08	243	3
puffin	63.8	-171.7	8/30/08	243	3
puffin	37.7	-123	8/30/08	243	3
puffin	37.7	-123	8/30/08	243	3
puffin	44.3	-66.4	8/31/08	244	1
puffin	57.2	-170.3	8/31/08	244	2
puffin	52.7	174.1	8/31/08	244	2
puffin	63.8	-171.7	8/31/08	244	2
puffin	63.8	-171.7	8/31/08	244	2
puffin	63.8	-171.7	8/31/08	244	2
puffin	57.2	-170.3	8/31/08	244	3
puffin	52.7	174.1	8/31/08	244	3
puffin	63.8	-171.7	8/31/08	244	3
puffin	63.8	-171.7	8/31/08	244	3
puffin	63.8	-171.7	8/31/08	244	3
puffin	37.7	-123	8/31/08	244	3
puffin	44.3	-66.4	9/1/08	245	1
puffin	57.2	-170.3	9/1/08	245	2
puffin	63.8	-171.7	9/1/08	245	2
puffin	63.8	-171.7	9/1/08	245	2
puffin	63.8	-171.7	9/1/08	245	2
puffin	64.5	-165.4	9/1/08	245	2
puffin	57.2	-170.3	9/1/08	245	3
puffin	63.8	-171.7	9/1/08	245	3
puffin	63.8	-171.7	9/1/08	245	3
puffin	63.8	-171.7	9/1/08	245	3
puffin	37.7	-123	9/1/08	245	3
puffin	57.2	-170.3	9/2/08	246	2
puffin	63.8	-171.7	9/2/08	246	2
puffin	63.8	-171.7	9/2/08	246	2
puffin	63.8	-171.7	9/2/08	246	2
puffin	57.2	-170.3	9/2/08	246	3
puffin	63.8	-171.7	9/2/08	246	3
puffin	63.8	-171.7	9/2/08	246	3
puffin	63.8	-171.7	9/2/08	246	3
puffin	37.7	-123	9/2/08	246	3
puffin	57.2	-170.3	9/3/08	247	2
puffin	63.8	-171.7	9/3/08	247	2
puffin	63.8	-171.7	9/3/08	247	2
puffin	63.8	-171.7	9/3/08	247	2
puffin	57.2	-170.3	9/3/08	247	3
puffin	63.8	-171.7	9/3/08	247	3
puffin	63.8	-171.7	9/3/08	247	3
puffin	37.7	-123	9/3/08	247	3
puffin	57.2	-170.3	9/4/08	248	2
puffin	63.8	-171.7	9/4/08	248	2
puffin	63.8	-171.7	9/4/08	248	2
puffin	63.8	-171.7	9/4/08	248	2
puffin	57.2	-170.3	9/4/08	248	3
puffin	63.8	-171.7	9/4/08	248	3
puffin	63.8	-171.7	9/4/08	248	3
puffin	37.7	-123	9/4/08	248	3
puffin	57.2	-170.3	9/5/08	249	2
puffin	51.9	-176.6	9/5/08	249	2
puffin	63.8	-171.7	9/5/08	249	2
puffin	63.8	-171.7	9/5/08	249	2
puffin	63.8	-171.7	9/5/08	249	2
puffin	57.2	-170.3	9/5/08	249	3
puffin	63.8	-171.7	9/5/08	249	3
puffin	63.8	-171.7	9/5/08	249	3
puffin	37.7	-123	9/5/08	249	3
puffin	48.4	-124.7	9/5/08	249	3
puffin	57.2	-170.3	9/6/08	250	2
puffin	57.2	-170.3	9/6/08	250	2
puffin	63.8	-171.7	9/6/08	250	2
puffin	63.8	-171.7	9/6/08	250	2
puffin	63.8	-171.7	9/6/08	250	2
puffin	57.2	-170.3	9/6/08	250	3
puffin	57.2	-170.3	9/6/08	250	3
puffin	63.8	-171.7	9/6/08	250	3
puffin	63.8	-171.7	9/6/08	250	3
puffin	63.8	-171.7	9/6/08	250	3
puffin	37.7	-123	9/6/08	250	3
puffin	57.2	-170.3	9/7/08	251	2
puffin	57.2	-170.3	9/7/08	251	2
puffin	53.9	-166.5	9/7/08	251	2
puffin	63.8	-171.7	9/7/08	251	2
puffin	63.8	-171.7	9/7/08	251	2
puffin	63.8	-171.7	9/7/08	251	2
puffin	57.2	-170.3	9/7/08	251	3
puffin	57.2	-170.3	9/7/08	251	3
puffin	63.8	-171.7	9/7/08	251	3
puffin	63.8	-171.7	9/7/08	251	3
puffin	37.7	-123	9/7/08	251	3
puffin	47.9	-124.6	9/7/08	251	3
puffin	57.2	-170.3	9/8/08	252	2
puffin	63.8	-171.7	9/8/08	252	2
puffin	63.8	-171.7	9/8/08	252	2
puffin	63.8	-171.7	9/8/08	252	2
puffin	57.2	-170.3	9/8/08	252	3
puffin	63.8	-171.7	9/8/08	252	3
puffin	63.8	-171.7	9/8/08	252	3
puffin	63.8	-171.7	9/8/08	252	3
puffin	37.7	-123	9/8/08	252	3
puffin	57.2	-170.3	9/9/08	253	2
puffin	63.8	-171.7	9/9/08	253	2
puffin	63.8	-171.7	9/9/08	253	2
puffin	57.2	-170.3	9/9/08	253	3
puffin	57.2	-170.3	9/9/08	253	3
puffin	63.8	-171.7	9/9/08	253	3
puffin	63.8	-171.7	9/9/08	253	3
puffin	37.7	-123	9/9/08	253	3
puffin	54.3	-57.6	9/10/08	254	1
puffin	57.2	-170.3	9/10/08	254	2
puffin	56.8	-166.4	9/10/08	254	2
puffin	63.8	-171.7	9/10/08	254	2
puffin	63.8	-171.7	9/10/08	254	2
puffin	63.8	-171.7	9/10/08	254	2
puffin	57.2	-170.3	9/10/08	254	3
puffin	63.8	-171.7	9/10/08	254	3
puffin	63.8	-171.7	9/10/08	254	3
puffin	63.8	-171.7	9/10/08	254	3
puffin	37.7	-123	9/10/08	254	3
puffin	44.3	-124.1	9/10/08	254	3
puffin	43.4	-68	9/11/08	255	1
puffin	57.2	-170.3	9/11/08	255	2
puffin	57.2	-170.3	9/11/08	255	2
puffin	63.8	-171.7	9/11/08	255	2
puffin	49.1	-126.1	9/11/08	255	3
puffin	57.2	-170.3	9/11/08	255	3
puffin	57.2	-170.3	9/11/08	255	3
puffin	63.8	-171.7	9/11/08	255	3
puffin	37.7	-123	9/11/08	255	3
puffin	57.2	-170.3	9/12/08	256	2
puffin	57.2	-170.3	9/12/08	256	3
puffin	37.7	-123	9/12/08	256	3
puffin	48.1	-123.2	9/12/08	256	3
puffin	44.3	-67.5	9/13/08	257	1
puffin	57.2	-170.3	9/13/08	257	2
puffin	63.8	-171.7	9/13/08	257	2
puffin	57.2	-170.3	9/13/08	257	3
puffin	63.8	-171.7	9/13/08	257	3
puffin	37.7	-123	9/13/08	257	3
puffin	44.4	-67	9/14/08	258	1
puffin	44.3	-66.4	9/14/08	258	1
puffin	44.2	-67.8	9/14/08	258	1
puffin	44.2	-68	9/14/08	258	1
puffin	44.5	-67.2	9/14/08	258	1
puffin	44.2	-67.5	9/14/08	258	1
puffin	44.4	-67.5	9/14/08	258	1
puffin	57.2	-170.3	9/14/08	258	2
puffin	63.8	-171.7	9/14/08	258	2
puffin	36.6	-122.5	9/14/08	258	2
puffin	57.2	-170.3	9/14/08	258	3
puffin	63.8	-171.7	9/14/08	258	3
puffin	37.8	-122.7	9/14/08	258	3
puffin	37.7	-123	9/14/08	258	3
puffin	57.2	-170.3	9/15/08	259	2
puffin	63.8	-171.7	9/15/08	259	2
puffin	57.2	-170.3	9/15/08	259	3
puffin	63.8	-171.7	9/15/08	259	3
puffin	57.2	-170.3	9/16/08	260	2
puffin	57.2	-170.3	9/16/08	260	2
puffin	63.8	-171.7	9/16/08	260	2
puffin	57.2	-170.3	9/16/08	260	3
puffin	57.2	-170.3	9/16/08	260	3
puffin	63.8	-171.7	9/16/08	260	3
puffin	46.9	-124.2	9/16/08	260	3
puffin	57.2	-170.3	9/17/08	261	2
puffin	57.2	-170.3	9/17/08	261	2
puffin	63.8	-171.7	9/17/08	261	2
puffin	57.2	-170.3	9/17/08	261	3
puffin	57.2	-170.3	9/17/08	261	3
puffin	63.8	-171.7	9/17/08	261	3
puffin	63.8	-171.7	9/18/08	262	2
puffin	63.8	-171.7	9/18/08	262	3
puffin	57.2	-170.3	9/19/08	263	2
puffin	63.8	-171.7	9/19/08	263	2
puffin	57.2	-170.3	9/19/08	263	3
puffin	63.8	-171.7	9/19/08	263	3
puffin	45.9	-124	9/19/08	263	3
puffin	57.2	-170.3	9/20/08	264	2
puffin	57.2	-170.3	9/20/08	264	2
puffin	63.8	-171.7	9/20/08	264	2
puffin	57.2	-170.3	9/20/08	264	3
puffin	57.2	-170.3	9/20/08	264	3
puffin	59.6	-151.4	9/20/08	264	3
puffin	63.8	-171.7	9/20/08	264	3
puffin	57.2	-170.3	9/21/08	265	2
puffin	57.2	-170.4	9/21/08	265	2
puffin	63.8	-171.7	9/21/08	265	2
puffin	57.2	-170.3	9/21/08	265	3
puffin	57.2	-170.4	9/21/08	265	3
puffin	63.8	-171.7	9/21/08	265	3
puffin	57.2	-170.3	9/22/08	266	2
puffin	63.8	-171.7	9/22/08	266	2
puffin	57.2	-170.3	9/22/08	266	3
puffin	63.8	-171.7	9/22/08	266	3
puffin	57.2	-170.3	9/23/08	267	2
puffin	57.2	-170.3	9/23/08	267	2
puffin	63.8	-171.7	9/23/08	267	2
puffin	57.2	-170.3	9/23/08	267	3
puffin	57.2	-170.3	9/23/08	267	3
puffin	63.8	-171.7	9/23/08	267	3
puffin	57.2	-170.3	9/24/08	268	2
puffin	57.2	-170.3	9/24/08	268	3
puffin	57.2	-170.3	9/25/08	269	2
puffin	57.2	-170.3	9/25/08	269	3
puffin	57.2	-170.3	9/27/08	271	2
puffin	59.7	-149.6	9/27/08	271	2
puffin	57.2	-170.3	9/27/08	271	3
puffin	59.7	-149.6	9/27/08	271	3
puffin	36.8	-122	9/27/08	271	3
puffin	36.8	-122	9/27/08	271	3
puffin	36.8	-122	9/27/08	271	3
puffin	36.8	-122	9/27/08	271	3
puffin	37.7	-123	10/1/08	275	3
puffin	55.7	-5	10/5/08	279	1
puffin	37.7	-123	10/5/08	279	3
puffin	37.7	-123	10/5/08	279	3
puffin	37.7	-123	10/5/08	279	3
puffin	42.9	-70.5	10/11/08	285	1
puffin	44.9	-66.8	10/20/08	294	1
puffin	44.9	-66.8	11/12/08	317	1
puffin	36.6	-121.9	11/13/08	318	3
puffin	38.2	-123.5	11/16/08	321	3
puffin	44.9	-66.8	11/24/08	329	1
puffin	42.7	-70.6	12/11/08	346	1
puffin	41.8	-70	12/13/08	348	1
puffin	41.8	-70	12/13/08	348	1
puffin	41.8	-70	12/13/08	348	1
puffin	41.8	-70	12/20/08	355	1
puffin	41.8	-70	12/20/08	355	1
puffin	41.8	-70	12/20/08	355	1
puffin	41.8	-70	12/20/08	355	1
puffin	44.9	-66.8	12/29/08	364	1
puffin	42.1	-70.2	12/31/08	366	1
puffin	41.9	-70	1/3/09	3	1
puffin	44.9	-66.8	1/9/09	9	1
puffin	45.3	-124	1/17/09	17	3
puffin	42.6	-70.6	2/1/09	31	1
puffin	42.8	-70.2	2/6/09	36	1
puffin	43	-70.1	2/6/09	36	1
puffin	38.2	-74.3	2/7/09	37	1
puffin	38.2	-74.3	2/7/09	37	1
puffin	38.2	-74.8	2/7/09	37	1
puffin	38.3	-74.8	2/7/09	37	1
puffin	38.4	-74.9	2/7/09	37	1
puffin	38.1	-73.8	2/7/09	37	1
puffin	38.2	-73.9	2/7/09	37	1
puffin	40.1	-73.3	2/8/09	38	1
puffin	40.2	-73.8	2/8/09	38	1
puffin	40.2	-73.9	2/8/09	38	1
puffin	40.2	-73.6	2/8/09	38	1
puffin	54.2	-0.3	3/1/09	62	1
puffin	54.2	-0.3	3/11/09	72	1
puffin	47.1	-124.6	3/25/09	86	2
puffin	41.2	-71.4	3/28/09	89	1
puffin	54.2	-0.3	3/31/09	92	1
puffin	47.1	-124.6	3/31/09	92	3
puffin	48.1	-125	4/4/09	95	3
puffin	45.5	-124.4	4/6/09	97	3
puffin	48.1	-125	4/8/09	99	3
puffin	47.1	-124.6	4/8/09	99	3
puffin	47.6	-124.7	4/8/09	99	3
puffin	54.2	-0.3	4/11/09	102	1
puffin	54.2	-0.3	4/11/09	102	1
puffin	53.3	-4.7	4/11/09	102	1
puffin	54.2	-0.3	4/12/09	103	1
puffin	41.8	-124.3	4/13/09	104	3
puffin	41.8	-124.3	4/13/09	104	3
puffin	45.9	-124	4/17/09	108	3
puffin	45.5	-123.9	4/17/09	108	3
puffin	37.7	-123	4/18/09	109	3
puffin	45.9	-124	4/18/09	109	3
puffin	44.5	-124.8	4/18/09	109	3
puffin	44.5	-124.8	4/18/09	109	3
puffin	45.9	-124	4/19/09	110	3
