COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE
sandpiper	24.1	55.7	12/5/07	340
sandpiper	24.1	55.7	12/18/07	353
sandpiper	24.3	54.6	1/19/08	19
sandpiper	24.1	55.7	1/26/08	26
sandpiper	24.1	55.7	1/16/08	16
sandpiper	24.3	54.6	1/12/08	12
sandpiper	24.3	54.6	1/11/08	11
sandpiper	24.3	54.6	1/19/08	19
sandpiper	24.1	55.7	1/15/08	15
sandpiper	24.1	55.7	1/30/08	30
sandpiper	24.1	55.7	1/16/08	16
sandpiper	24.3	54.6	1/31/08	31
sandpiper	24.3	54.6	1/14/08	14
sandpiper	24.1	55.7	1/19/08	19
sandpiper	24.3	54.6	1/26/08	26
sandpiper	24.1	55.7	1/19/08	19
sandpiper	24.3	54.6	1/9/08	9
sandpiper	24.1	55.7	1/18/08	18
sandpiper	24.3	54.6	1/6/08	6
sandpiper	24.1	55.7	2/20/08	50
sandpiper	24.1	55.7	2/23/08	53
sandpiper	24.1	55.7	2/20/08	50
sandpiper	24.3	54.6	2/25/08	55
sandpiper	24.1	55.7	2/2/08	32
sandpiper	24.1	55.7	3/1/08	62
sandpiper	24.1	55.7	3/26/08	87
sandpiper	24.3	54.6	3/23/08	84
sandpiper	24.3	54.6	3/22/08	83
sandpiper	24.1	55.7	3/14/08	75
sandpiper	24.1	55.7	3/6/08	67
sandpiper	24.1	55.7	3/7/08	68
sandpiper	24.1	55.7	3/20/08	81
sandpiper	24.1	55.7	3/6/08	67
sandpiper	24.1	55.7	4/23/08	114
sandpiper	24.1	55.7	4/19/08	110
sandpiper	24.3	54.6	5/10/08	132
sandpiper	24.3	54.6	5/14/08	136
sandpiper	24.3	54.6	5/2/08	124
sandpiper	24.3	54.6	7/28/08	211
sandpiper	24.3	54.6	7/28/08	211
sandpiper	24.1	55.6	8/29/08	242
sandpiper	24.3	54.6	8/28/08	241
sandpiper	24.1	55.6	8/29/08	242
sandpiper	24.3	54.6	8/4/08	217
sandpiper	24.3	54.6	8/28/08	241
sandpiper	24.3	54.6	8/4/08	217
sandpiper	24.3	54.6	9/23/08	267
sandpiper	24.3	54.6	9/16/08	260
sandpiper	24.3	54.6	9/28/08	272
sandpiper	24.1	55.6	9/5/08	249
sandpiper	24.3	54.6	9/20/08	264
sandpiper	24.3	54.6	9/28/08	272
sandpiper	24.3	54.6	9/16/08	260
sandpiper	24.3	54.6	10/22/08	296
sandpiper	24.2	55.7	10/10/08	284
sandpiper	24.3	54.6	10/22/08	296
sandpiper	24.1	55.7	10/15/08	289
sandpiper	24.1	55.7	10/6/08	280
sandpiper	24.3	54.6	10/22/08	296
sandpiper	24.4	54.4	10/18/08	292
sandpiper	24.3	54.6	10/29/08	303
sandpiper	24.3	54.6	10/20/08	294
sandpiper	24.3	54.6	10/20/08	294
sandpiper	24.3	54.6	10/16/08	290
sandpiper	24.3	54.6	10/10/08	284
sandpiper	24.1	55.6	10/10/08	284
sandpiper	24.3	54.6	10/18/08	292
sandpiper	24.3	54.6	10/18/08	292
sandpiper	24.2	55.7	10/10/08	284
sandpiper	24.3	54.6	10/14/08	288
sandpiper	24.3	54.6	10/14/08	288
sandpiper	24.3	54.6	11/28/08	333
sandpiper	24.1	55.7	11/28/08	333
sandpiper	24.3	54.6	11/5/08	310
sandpiper	24.3	54.6	11/22/08	327
sandpiper	24.3	54.6	11/22/08	327
sandpiper	24.1	55.7	11/18/08	323
sandpiper	24.3	54.6	11/11/08	316
sandpiper	24.3	54.6	11/21/08	326
sandpiper	24.3	54.6	11/29/08	334
sandpiper	24.1	55.7	11/28/08	333
sandpiper	24.5	55.8	12/1/08	336
sandpiper	24.5	55.8	12/1/08	336
sandpiper	24.3	54.6	12/6/08	341
sandpiper	24.1	55.7	12/10/08	345
sandpiper	24.5	55.8	12/1/08	336
sandpiper	24.1	55.7	12/20/08	355
sandpiper	24.3	54.6	12/27/08	362
sandpiper	24.1	55.7	12/16/08	351
sandpiper	24.3	54.6	12/19/08	354
sandpiper	24.3	54.6	12/4/08	339
sandpiper	24.3	54.6	12/13/08	348
sandpiper	24.3	54.6	12/19/08	354
sandpiper	24.3	54.6	12/28/08	363
sandpiper	24.1	55.6	12/10/08	345
sandpiper	24.3	54.6	12/11/08	346
sandpiper	24.1	55.7	12/23/08	358
sandpiper	24.1	55.7	1/31/09	31
sandpiper	24.3	54.6	1/10/09	10
sandpiper	24.3	54.6	1/31/09	31
sandpiper	24.9	54.9	1/2/09	2
sandpiper	24.3	54.6	1/22/09	22
sandpiper	24.1	55.7	1/7/09	7
sandpiper	24.3	54.6	1/1/09	1
sandpiper	24.1	55.6	1/31/09	31
sandpiper	24.1	55.7	2/6/09	36
sandpiper	24.3	54.6	2/14/09	44
sandpiper	24.3	54.6	2/6/09	36
sandpiper	24.1	55.6	2/14/09	44
sandpiper	24.3	54.6	2/10/09	40
