#COMMON NAME,#LATITUDE,#LONGITUDE,#OBSERVATION DATE,#DAY SERIAL NUMBER
penguin,-54.9836489,-66.8332672,1/29/10,29
penguin,-55.1037021,-66.5298805,1/29/10,29
penguin,-55.1037021,-66.5298805,1/29/10,29
penguin,-55.0779795,-66.61067,1/29/10,29
penguin,-55.0365852,-66.7094062,1/29/10,29
penguin,-55.0365852,-66.7094062,1/29/10,29
penguin,-55.0163667,-66.7563415,1/29/10,29
penguin,-55.0163667,-66.7563415,1/29/10,29
penguin,-54.2441667,-64.35,1/7/10,7
penguin,-54.8718657,-67.9504395,1/6/10,6
penguin,-54.8718657,-67.9504395,1/6/10,6
penguin,-54.8718657,-67.9504395,1/6/10,6
penguin,-53.1833333,-63.1105556,1/7/10,7
penguin,-54.8109743,-68.321228,1/4/10,4
penguin,-54.8779893,-67.3312569,1/6/10,6
penguin,-53.1833333,-63.1105556,1/7/10,7
penguin,-54.2441667,-64.35,1/7/10,7
penguin,-54.2441667,-64.35,1/7/10,7
penguin,-53.1833333,-63.1105556,1/7/10,7
penguin,-54.8718657,-67.9504395,1/18/10,18
penguin,-54.8718657,-67.9504395,11/25/10,330
penguin,-54.8718657,-67.9504395,12/3/10,338
penguin,-54.8108408,-68.2847714,1/19/11,19
penguin,-54.3645582,-67.2033691,1/7/11,7
penguin,-54.8951699,-67.5171661,11/1/11,306
penguin,-54.795935,-68.288269,3/20/12,81
penguin,-54.8718657,-67.9504395,11/6/12,311
penguin,-47.7545596,-65.8984852,11/4/04,309
penguin,-47.7453261,-65.9659481,11/5/04,310
penguin,-47.7453261,-65.9659481,11/6/04,311
penguin,-47.75,-65.9,2/14/05,44
penguin,-47.757214,-65.938139,11/20/08,325
penguin,-50.3573433,-68.887539,10/23/09,297
penguin,-52.3368075,-68.3578777,11/25/10,330
penguin,-47.7545596,-65.8984852,1/31/12,31
penguin,-23.0089643,-43.3396912,1/5/05,5
penguin,-22.4857486,-41.8904753,11/20/06,325
penguin,-22.7564893,-41.9013941,8/9/12,222
penguin,-23.8104369,-45.365945,8/21/12,234
penguin,-45.5210223,-72.6776505,2/13/03,43
penguin,-45.2200381,-75.9696431,2/4/05,34
penguin,-44.544855,-72.5456424,11/15/07,320
penguin,-45.2903466,-73.2540894,5/31/10,153
penguin,-45.2903466,-73.2540894,5/30/10,152
penguin,-45.2903466,-73.2540894,5/31/10,153
penguin,-45.2903466,-73.2540894,5/30/10,152
penguin,-45.2903466,-73.2540894,5/27/10,149
penguin,-45.2903466,-73.2540894,5/27/10,149
penguin,-45.7726119,-73.6277962,10/16/10,290
penguin,-45.2980751,-73.6550903,10/18/10,292
penguin,-45.2826171,-73.4463501,10/18/10,292
penguin,-45.1236866,-74.2411423,10/17/10,291
penguin,-45.0948526,-74.3595886,10/17/10,291
penguin,-45.2980751,-73.6550903,10/18/10,292
penguin,-45.2826171,-73.4463501,10/18/10,292
penguin,-45.2903466,-73.2540894,10/13/10,287
penguin,-45.6841174,-73.5383606,10/14/10,288
penguin,-45.7879958,-73.5656548,10/16/10,290
penguin,-45.7726119,-73.6277962,10/16/10,290
penguin,-45.2589387,-73.9077759,10/17/10,291
penguin,-45.2903466,-73.2540894,10/18/10,292
penguin,-45.7879958,-73.5656548,10/16/10,290
penguin,-45.2589387,-73.9077759,10/16/10,290
penguin,-45.3198059,-73.7484741,10/16/10,290
penguin,-45.0948526,-74.3595886,10/17/10,291
penguin,-45.2903466,-73.2540894,10/18/10,292
penguin,-45.683278,-73.3651543,10/16/10,290
penguin,-45.6841174,-73.5383606,10/14/10,288
penguin,-45.2589387,-73.9077759,10/16/10,290
penguin,-45.1236866,-74.2411423,10/17/10,291
penguin,-45.683278,-73.3651543,10/16/10,290
penguin,-45.2589387,-73.9077759,10/17/10,291
penguin,-45.3198059,-73.7484741,10/16/10,290
penguin,-45.2903466,-73.2540894,10/13/10,287
penguin,-45.3313923,-73.1157303,1/23/11,23
penguin,-45.8413015,-74.5037842,7/24/11,207
penguin,-39.3608471,-73.2873917,10/31/10,305
penguin,-39.3608471,-73.2873917,10/31/10,305
penguin,-39.3608471,-73.2873917,10/31/10,305
penguin,-39.3608471,-73.2873917,10/31/10,305
penguin,-38.9433223,-73.341186,11/1/10,306
penguin,-39.3608471,-73.2873917,7/21/12,204
penguin,-39.3608471,-73.2873917,7/21/12,204
penguin,-39.3608471,-73.2873917,7/21/12,204
penguin,-39.3608471,-73.2873917,7/21/12,204
penguin,-39.3608471,-73.2873917,7/21/12,204
penguin,-37.1099554,-73.3612061,2/19/10,49
penguin,-37.1099554,-73.3612061,2/18/10,48
penguin,-37.1099554,-73.3612061,2/19/10,49
penguin,-37.1099554,-73.3612061,2/18/10,48
penguin,-37.1099554,-73.3612061,2/18/10,48
penguin,-37.1099554,-73.3612061,2/19/10,49
penguin,-38.3308843,-73.7004089,7/16/10,199
penguin,-38.3308843,-73.7004089,7/16/10,199
penguin,-38.3308843,-73.7004089,7/16/10,199
penguin,-38.3308843,-73.7004089,7/16/10,199
penguin,-36.7090613,-73.1585598,11/20/10,325
penguin,-38.3758442,-73.9117584,2/15/12,45
penguin,-30.3037615,-71.5724087,6/29/09,181
penguin,-30.3037615,-71.5724087,6/29/09,181
penguin,-34.4263813,-72.047739,6/28/08,180
penguin,-39.88755,-73.428583,2/22/85,52
penguin,-39.863576,-73.39077,2/23/85,53
penguin,-41.4783611,-72.939949,2/9/89,39
penguin,-41.782065,-73.5713196,1/6/92,6
penguin,-41.8227578,-74.0492249,11/17/97,322
penguin,-41.8143142,-73.4916687,12/15/97,350
penguin,-42.1063737,-72.9492188,3/29/98,90
penguin,-42.1634034,-73.059082,3/29/98,90
penguin,-41.9252706,-74.0392685,9/29/01,273
penguin,-41.8143142,-73.4916687,10/3/01,277
penguin,-41.50859,-72.62165,2/14/03,44
penguin,-41.8480817,-73.6592102,10/9/03,283
penguin,-41.8143142,-73.4916687,12/16/03,351
penguin,-41.8143142,-73.4916687,1/31/05,31
penguin,-43.1204446,-73.8995819,1/18/05,18
penguin,-41.9252706,-74.0392685,3/3/05,64
penguin,-41.9252706,-74.0392685,12/15/05,350
penguin,-41.9252706,-74.0392685,2/8/06,38
penguin,-41.8143142,-73.4916687,2/1/06,31
penguin,-41.8143142,-73.4916687,2/9/06,39
penguin,-41.7359666,-72.6429749,2/2/07,32
penguin,-41.9252706,-74.0392685,2/6/07,36
penguin,-41.8143142,-73.4916687,1/27/08,27
penguin,-41.9252706,-74.0392685,1/27/08,27
penguin,-41.8136745,-73.6102867,1/17/08,17
penguin,-41.8143142,-73.4916687,1/17/08,17
penguin,-41.9252706,-74.0392685,2/4/08,34
penguin,-41.8143142,-73.4916687,2/2/08,32
penguin,-41.9289743,-74.0488815,3/4/08,65
penguin,-41.9289743,-74.0488815,3/4/08,65
penguin,-41.8143142,-73.4916687,12/9/08,344
penguin,-41.8143142,-73.4916687,12/6/08,341
penguin,-41.8143142,-73.4916687,12/7/08,342
penguin,-41.9252706,-74.0392685,1/26/09,26
penguin,-41.8143142,-73.4916687,2/7/09,37
penguin,-41.9252706,-74.0392685,2/2/09,32
penguin,-41.9252706,-74.0392685,2/7/09,37
penguin,-41.9252706,-74.0392685,11/23/09,328
penguin,-41.9252706,-74.0392685,12/27/09,362
penguin,-41.8143142,-73.4916687,12/24/09,359
penguin,-41.9252706,-74.0392685,12/24/09,359
penguin,-41.8143142,-73.4916687,12/24/09,359
penguin,-41.8143142,-73.4916687,12/25/09,360
penguin,-41.8143142,-73.4916687,12/26/09,361
penguin,-42.4675385,-73.5393906,1/16/10,16
penguin,-41.9245681,-74.0394831,1/30/10,30
penguin,-41.782141,-73.1904781,1/9/10,9
penguin,-41.9252706,-74.0392685,1/27/10,27
penguin,-42.4675385,-73.5393906,1/16/10,16
penguin,-41.9252706,-74.0392685,1/11/10,11
penguin,-41.9252706,-74.0392685,1/30/10,30
penguin,-41.9252706,-74.0392685,1/30/10,30
penguin,-41.6145841,-73.6036241,1/31/10,31
penguin,-41.6145841,-73.6036241,1/31/10,31
penguin,-41.8143142,-73.4916687,1/31/10,31
penguin,-41.8143142,-73.4916687,1/31/10,31
penguin,-41.9252706,-74.0392685,2/22/10,52
penguin,-41.9252706,-74.0392685,2/5/10,35
penguin,-43.1113851,-73.7103653,2/7/10,37
penguin,-41.8143142,-73.4916687,2/8/10,38
penguin,-41.8143142,-73.4916687,2/5/10,35
penguin,-41.8143142,-73.4916687,2/4/10,34
penguin,-41.9252706,-74.0392685,2/5/10,35
penguin,-41.8143142,-73.4916687,2/5/10,35
penguin,-41.8143142,-73.4916687,2/4/10,34
penguin,-41.8143142,-73.4916687,2/8/10,38
penguin,-43.1113851,-73.7103653,2/7/10,37
penguin,-41.4983889,-72.8244209,2/1/10,31
penguin,-41.4983889,-72.8244209,2/1/10,31
penguin,-41.8143142,-73.4916687,4/10/10,101
penguin,-41.8143142,-73.4916687,4/10/10,101
penguin,-41.9252706,-74.0392685,10/27/10,301
penguin,-41.9252706,-74.0392685,10/27/10,301
penguin,-41.9252706,-74.0392685,11/23/10,328
penguin,-41.8143142,-73.4916687,1/9/11,9
penguin,-41.9252706,-74.0392685,1/21/11,21
penguin,-41.9252706,-74.0392685,1/21/11,21
penguin,-42.0562776,-74.0240593,1/10/11,10
penguin,-42.0562776,-74.0240593,1/10/11,10
penguin,-41.9252706,-74.0392685,1/31/11,31
penguin,-41.8143142,-73.4916687,2/14/11,44
penguin,-41.8143142,-73.4916687,2/19/11,49
penguin,-41.8143142,-73.4916687,2/19/11,49
penguin,-41.9252706,-74.0392685,2/18/11,48
penguin,-41.8143142,-73.4916687,2/18/11,48
penguin,-41.9252706,-74.0392685,2/18/11,48
penguin,-41.8143142,-73.4916687,2/18/11,48
penguin,-41.9252706,-74.0392685,2/20/11,50
penguin,-39.9534709,-73.5794306,2/22/11,52
penguin,-41.8143142,-73.4916687,2/14/11,44
penguin,-39.8689052,-73.4016109,3/20/11,81
penguin,-39.8689052,-73.4016109,3/20/11,81
penguin,-43.5644716,-73.5919189,3/12/11,73
penguin,-42.0003251,-73.8061523,4/30/11,121
penguin,-42.8351075,-73.6174214,8/23/11,236
penguin,-42.3412902,-72.4864197,9/17/11,261
penguin,-39.9051363,-73.7203217,10/31/11,305
penguin,-41.9252706,-74.0392685,12/15/11,350
penguin,-41.8143142,-73.4916687,12/16/11,351
penguin,-41.8143142,-73.4916687,12/15/11,350
penguin,-42.2467382,-73.7092148,12/25/11,360
penguin,-41.827859,-74.05635,12/19/11,354
penguin,-41.8143142,-73.4916687,12/20/11,355
penguin,-41.8143142,-73.4916687,1/15/12,15
penguin,-41.8143142,-73.4916687,1/18/12,18
penguin,-41.9252706,-74.0392685,1/30/12,30
penguin,-41.8143142,-73.4916687,1/3/12,3
penguin,-41.8143142,-73.4916687,1/3/12,3
penguin,-41.8143142,-73.4916687,1/7/12,7
penguin,-41.8143142,-73.4916687,1/7/12,7
penguin,-41.8143142,-73.4916687,1/7/12,7
penguin,-41.8143142,-73.4916687,1/7/12,7
penguin,-41.9252706,-74.0392685,1/20/12,20
penguin,-41.9252706,-74.0392685,1/21/12,21
penguin,-41.9252706,-74.0392685,1/20/12,20
penguin,-41.8143142,-73.4916687,1/13/12,13
penguin,-41.8143142,-73.4916687,1/13/12,13
penguin,-41.8143142,-73.4916687,1/13/12,13
penguin,-41.9252706,-74.0392685,1/21/12,21
penguin,-41.9252706,-74.0392685,1/21/12,21
penguin,-41.9252706,-74.0392685,1/20/12,20
penguin,-41.9252706,-74.0392685,1/20/12,20
penguin,-41.9252706,-74.0392685,1/21/12,21
penguin,-41.9252706,-74.0392685,1/20/12,20
penguin,-42.58071,-72.5455109,1/26/12,26
penguin,-42.1229557,-72.5923342,2/8/12,38
penguin,-41.5967305,-72.903728,2/8/12,38
penguin,-41.9252706,-74.0392685,2/17/12,47
penguin,-41.8143142,-73.4916687,2/18/12,48
penguin,-41.8143142,-73.4916687,2/16/12,46
penguin,-41.9252706,-74.0392685,2/22/12,52
penguin,-42.2633597,-72.7427486,2/4/12,34
penguin,-42.2633597,-72.7427486,2/4/12,34
penguin,-41.9262236,-74.0404772,3/3/12,64
penguin,-39.9051363,-73.7203217,3/25/12,86
penguin,-43.1202193,-73.6315727,8/14/12,227
penguin,-43.1202193,-73.6315727,8/14/12,227
penguin,-43.2755573,-74.1735107,9/20/12,264
penguin,-39.9888308,-73.6799807,10/11/12,285
penguin,-39.9888308,-73.6799807,10/11/12,285
penguin,-41.8143142,-73.4916687,11/23/12,328
penguin,-53.1527414,-70.885849,3/12/85,73
penguin,-53.1527414,-70.885849,3/6/86,67
penguin,-53.1527414,-70.885849,2/9/89,39
penguin,-53.233989,-70.6777954,2/7/89,37
penguin,-53.0293457,-70.157146,2/8/89,38
penguin,-52.986348,-71.2378836,2/6/89,36
penguin,-52.4283849,-69.5777893,11/16/91,321
penguin,-55.0909436,-71.1694336,2/6/92,36
penguin,-53.1063923,-70.9524536,2/7/92,37
penguin,-52.8260019,-70.2603149,3/5/92,66
penguin,-52.986348,-71.2378836,11/23/93,328
penguin,-53.0293457,-70.157146,11/25/93,330
penguin,-53.233989,-70.6777954,11/24/93,329
penguin,-53.6271316,-70.9315109,1/12/96,12
penguin,-53.0388392,-71.2703705,1/12/96,12
penguin,-54.9807661,-67.1072388,1/14/96,14
penguin,-52.9204954,-71.1117554,2/28/98,58
penguin,-52.8027614,-70.9936523,11/25/99,330
penguin,-55.7159433,-67.3554611,10/22/00,296
penguin,-55.9762476,-67.2757244,10/20/00,294
penguin,-51.7263902,-72.5120831,11/19/00,324
penguin,-53.147856,-70.906625,11/19/01,324
penguin,-53.147856,-70.906625,11/19/01,324
penguin,-53.138533,-70.9387207,11/17/02,322
penguin,-53.0123046,-71.0362244,12/22/02,357
penguin,-52.9455348,-70.6554794,1/14/03,14
penguin,-54.8387,-69.9225,1/21/03,21
penguin,-54.395,-70.1848,1/20/03,20
penguin,-54.2877,-69.8291,1/19/03,19
penguin,-52.9197,-70.5769,1/25/03,25
penguin,-52.4564278,-69.5463753,2/24/03,54
penguin,-53.0388392,-71.2703705,2/22/03,52
penguin,-52.9515339,-71.1804199,2/10/03,40
penguin,-52.8790779,-73.6,2/11/03,41
penguin,-53.0388392,-71.2703705,3/12/03,73
penguin,-52.986348,-71.2378836,12/10/03,345
penguin,-52.986348,-71.2378836,12/10/03,345
penguin,-53.1527414,-70.885849,12/25/03,360
penguin,-53.0388392,-71.2703705,12/22/03,357
penguin,-53.233989,-70.6777954,12/23/03,358
penguin,-53.0388392,-71.2703705,1/30/04,30
penguin,-53.0544219,-71.2573242,1/30/04,30
penguin,-52.4564278,-69.5463753,11/22/04,327
penguin,-53.0388392,-71.2703705,11/20/04,325
penguin,-53.2985685,-70.3683758,12/14/04,349
penguin,-52.9760385,-70.1083946,12/13/04,348
penguin,-52.9760385,-70.1083946,12/13/04,348
penguin,-53.2985685,-70.3683758,12/14/04,349
penguin,-52.4283849,-69.5777893,1/5/05,5
penguin,-54.9892024,-66.9033051,1/31/05,31
penguin,-52.986348,-71.2378836,2/1/05,31
penguin,-53.233989,-70.6777954,4/16/05,107
penguin,-51.7263902,-72.5120831,4/14/05,105
penguin,-51.7263902,-72.5120831,4/14/05,105
penguin,-53.2886831,-70.3372835,10/25/05,299
penguin,-52.6805054,-69.5859871,10/26/05,300
penguin,-53.0388392,-71.2703705,10/27/05,301
penguin,-53.2985685,-70.3683758,11/15/05,320
penguin,-53.0388392,-71.2703705,11/11/05,316
penguin,-52.4564278,-69.5463753,11/14/05,319
penguin,-53.0388392,-71.2703705,1/24/06,24
penguin,-53.0388392,-71.2703705,2/3/06,33
penguin,-54.2780549,-73.828125,2/4/06,34
penguin,-54.7436498,-69.9829102,9/24/06,268
penguin,-53.1527414,-70.885849,10/24/06,298
penguin,-52.4564278,-69.5463753,11/6/06,311
penguin,-53.0388392,-71.2703705,11/4/06,309
penguin,-53.233989,-70.6777954,11/5/06,310
penguin,-53.1323823,-70.6149062,1/24/07,24
penguin,-53.1527414,-70.885849,1/23/07,23
penguin,-53.1323823,-70.6149062,1/23/07,23
penguin,-55.7642132,-68.972168,10/25/07,299
penguin,-53.2224798,-70.7327271,11/21/07,326
penguin,-52.9705983,-71.2097833,11/21/07,326
penguin,-53.1527414,-70.885849,11/20/07,325
penguin,-52.4564278,-69.5463753,11/27/07,332
penguin,-52.4564278,-69.5463753,11/26/07,331
penguin,-53.0388392,-71.2703705,11/25/07,330
penguin,-53.1527414,-70.885849,11/23/07,328
penguin,-53.5403074,-70.4882813,1/21/08,21
penguin,-52.817,-70.9,1/21/08,21
penguin,-53.1994519,-70.9277344,2/24/08,54
penguin,-54.9571171,-68.7689209,2/21/08,51
penguin,-53.1494471,-70.9054184,2/7/08,37
penguin,-54.1785118,-70.2740479,3/23/08,84
penguin,-52.476089,-69.5132446,10/18/08,292
penguin,-52.8127231,-71.1914063,11/18/08,323
penguin,-54.9331831,-67.6041985,12/31/08,366
penguin,-53.2988285,-70.374128,12/30/08,365
penguin,-53.0362587,-71.2648773,12/18/08,353
penguin,-55.0154259,-67.0166016,12/22/08,357
penguin,-52.5504711,-69.3086243,12/1/08,336
penguin,-52.4759844,-69.5343589,12/18/08,353
penguin,-52.917778,-71.133611,12/17/08,352
penguin,-52.9241005,-70.5741155,12/29/08,364
penguin,-52.921667,-70.579444,12/16/08,351
penguin,-54.9229692,-67.4888592,1/7/09,7
penguin,-55.1952927,-66.3783817,1/24/09,24
penguin,-55.1952927,-66.3783817,1/24/09,24
penguin,-55.1952927,-66.3783817,1/24/09,24
penguin,-54.2034201,-69.9211121,1/30/09,30
penguin,-53.7422138,-70.8563232,1/27/09,27
penguin,-55.1952927,-66.3783817,1/24/09,24
penguin,-54.9229692,-67.4888592,1/7/09,7
penguin,-54.9229692,-67.4888592,1/7/09,7
penguin,-53.1527414,-70.885849,1/4/09,4
penguin,-53.0389424,-71.2659073,2/22/09,52
penguin,-53.0388392,-71.2703705,11/6/09,311
penguin,-53.233989,-70.6777954,11/2/09,307
penguin,-52.433688,-71.3446655,11/4/09,309
penguin,-54.4673151,-73.013782,11/17/09,322
penguin,-52.4564278,-69.5463753,11/4/09,309
penguin,-53.0388392,-71.2703705,11/6/09,311
penguin,-53.233989,-70.6777954,11/3/09,308
penguin,-53.233989,-70.6777954,12/29/09,364
penguin,-52.4727431,-69.5286942,12/6/09,341
penguin,-52.986348,-71.2378836,1/27/10,27
penguin,-53.0388392,-71.2703705,1/1/10,1
penguin,-54.882927,-68.0987549,1/2/10,2
penguin,-53.233989,-70.6777954,1/24/10,24
penguin,-53.233989,-70.6777954,1/24/10,24
penguin,-52.3353391,-70.4003906,2/13/10,43
penguin,-49.34302,-74.3499756,2/3/10,33
penguin,-49.34302,-74.3499756,2/3/10,33
penguin,-53.233989,-70.6777954,6/15/10,167
penguin,-53.233989,-70.6777954,6/15/10,167
penguin,-53.0388392,-71.2703705,11/1/10,306
penguin,-53.233989,-70.6777954,11/2/10,307
penguin,-52.4564278,-69.5463753,11/3/10,308
penguin,-54.9523857,-70.4443359,11/28/10,333
penguin,-54.9523857,-70.4443359,11/29/10,334
penguin,-53.0402841,-71.2684822,11/1/10,306
penguin,-53.233989,-70.6777954,11/2/10,307
penguin,-53.0180879,-70.6867218,1/3/11,3
penguin,-53.1671767,-70.9086585,1/3/11,3
penguin,-53.233989,-70.6777954,1/27/11,27
penguin,-53.4619671,-69.3105555,1/28/11,28
penguin,-52.986348,-71.2378836,1/27/11,27
penguin,-53.233989,-70.6777954,1/28/11,28
penguin,-52.4727431,-69.5286942,2/4/11,34
penguin,-52.5462957,-69.3154907,2/7/11,37
penguin,-53.0388392,-71.2703705,2/26/11,56
penguin,-52.4727431,-69.5286942,2/28/11,58
penguin,-52.4861254,-69.4665527,2/28/11,58
penguin,-53.263798,-70.6601138,9/9/11,253
penguin,-53.0389424,-71.2659073,10/31/11,305
penguin,-52.986348,-71.2378836,10/31/11,305
penguin,-56.5140484,-68.7112427,10/26/11,300
penguin,-53.233989,-70.6777954,11/1/11,306
penguin,-53.233989,-70.6777954,11/1/11,306
penguin,-52.4068174,-69.5719528,11/2/11,307
penguin,-52.9760385,-70.1083946,11/2/11,307
penguin,-53.233989,-70.6777954,11/16/11,321
penguin,-52.4727431,-69.5286942,11/14/11,319
penguin,-52.986348,-71.2378836,11/14/11,319
penguin,-53.3566272,-70.3409142,11/15/11,320
penguin,-53.1660704,-70.9000111,11/17/11,322
penguin,-53.656786,-72.2138355,12/20/11,355
penguin,-53.233989,-70.6777954,12/17/11,352
penguin,-52.9216537,-70.5827987,12/31/11,366
penguin,-55.9749509,-67.2789001,1/29/12,29
penguin,-53.1980348,-70.7095523,1/31/12,31
penguin,-55.9833333,-67.0833333,1/26/12,26
penguin,-55.1666667,-66.4,1/26/12,26
penguin,-55.15,-66.45,1/26/12,26
penguin,-55.1666667,-66.3666667,1/26/12,26
penguin,-55.9529746,-67.205813,1/22/12,22
penguin,-53.233989,-70.6777954,2/19/12,49
penguin,-53.233989,-70.6777954,2/15/12,45
penguin,-53.0388392,-71.2703705,2/16/12,46
penguin,-52.4727431,-69.5286942,2/20/12,50
penguin,-53.2985685,-70.3683758,2/19/12,49
penguin,-53.6119467,-70.9417782,2/14/12,44
penguin,-53.1364284,-70.8633394,4/22/12,113
penguin,-53.1364284,-70.8633394,4/22/12,113
penguin,-52.4564278,-69.5463753,5/14/12,136
penguin,-53.2988763,-70.4218483,8/14/12,227
penguin,-52.986348,-71.2378836,10/23/12,297
penguin,-18.4952381,-70.3791046,11/17/11,322
penguin,-18.4952381,-70.3791046,11/17/11,322
penguin,-33.04642,-71.620689,3/15/85,76
penguin,-33.0322687,-71.6560078,8/10/97,223
penguin,-33.0315851,-71.6295075,5/20/01,142
penguin,-33.0146853,-71.5532684,6/20/01,172
penguin,-32.99945,-71.630859,11/8/01,313
penguin,-32.99945,-71.630859,11/8/01,313
penguin,-33.4268569,-71.7039871,10/15/03,289
penguin,-33.7053576,-78.9412415,2/4/04,34
penguin,-32.7892417,-71.7731167,6/6/05,158
penguin,-33.6190508,-71.6272116,2/10/06,40
penguin,-32.9464538,-72.0016479,6/17/06,169
penguin,-33.0253605,-71.7764282,6/17/06,169
penguin,-33.0253605,-71.7764282,6/17/06,169
penguin,-33.0253605,-71.7764282,6/17/06,169
penguin,-33.0253605,-71.7764282,6/17/06,169
penguin,-33.0253605,-71.7764282,6/17/06,169
penguin,-32.9464538,-72.0016479,6/17/06,169
penguin,-33.0253605,-71.7764282,11/11/06,316
penguin,-32.7693779,-71.5838242,11/23/06,328
penguin,-33.0253605,-71.7764282,11/11/06,316
penguin,-33.0176961,-71.640687,11/11/06,316
penguin,-33.0253605,-71.7764282,11/11/06,316
penguin,-33.3646569,-71.6727448,1/12/07,12
penguin,-33.0253605,-71.7764282,3/25/07,86
penguin,-32.7693779,-71.5838242,5/12/07,134
penguin,-32.7693779,-71.5838242,5/21/07,143
penguin,-32.7693779,-71.5838242,6/30/07,182
penguin,-32.75,-71.75,8/25/07,238
penguin,-32.7693779,-71.5838242,8/25/07,238
penguin,-33.0253605,-71.7764282,9/2/07,246
penguin,-32.7693779,-71.5838242,10/27/07,301
penguin,-32.7693779,-71.5838242,10/27/07,301
penguin,-33.0253605,-71.7764282,5/31/08,153
penguin,-33.0253605,-71.7764282,5/31/08,153
penguin,-33.0253605,-71.7764282,5/31/08,153
penguin,-33.0253605,-71.7764282,5/31/08,153
penguin,-33.0259362,-71.6095734,6/28/08,180
penguin,-33.0253605,-71.7764282,6/28/08,180
penguin,-33.0253605,-71.7764282,6/28/08,180
penguin,-33.0253605,-71.7764282,6/28/08,180
penguin,-33.0075119,-71.9000244,8/30/08,243
penguin,-33.0253605,-71.7764282,8/30/08,243
penguin,-32.9270907,-71.6934815,8/30/08,243
penguin,-33.0253605,-71.7764282,8/30/08,243
penguin,-33.0253605,-71.7764282,9/6/08,250
penguin,-33.0253605,-71.7764282,9/6/08,250
penguin,-33.0253605,-71.7764282,9/6/08,250
penguin,-33.0253605,-71.7764282,11/1/08,306
penguin,-33.0261971,-71.5755308,1/20/09,20
penguin,-33.0261971,-71.5755308,7/31/09,214
penguin,-33.0261971,-71.5755308,7/27/09,210
penguin,-33.0253605,-71.7764282,9/25/09,269
penguin,-33.0253605,-71.7764282,9/25/09,269
penguin,-33.0253605,-71.7764282,9/25/09,269
penguin,-33.0253605,-71.7764282,9/25/09,269
penguin,-33.0253605,-71.7764282,9/25/09,269
penguin,-33.0253605,-71.7764282,10/2/09,276
penguin,-33.0253605,-71.7764282,11/1/09,306
penguin,-33.0253605,-71.7764282,11/5/09,310
penguin,-33.0253605,-71.7764282,11/1/09,306
penguin,-33.0253605,-71.7764282,11/1/09,306
penguin,-33.0253605,-71.7764282,11/5/09,310
penguin,-33.0253605,-71.7764282,11/5/09,310
penguin,-33.0253605,-71.7764282,11/5/09,310
penguin,-33.0253605,-71.7764282,12/15/09,350
penguin,-33.0253605,-71.7764282,12/15/09,350
penguin,-33.0253605,-71.7764282,12/15/09,350
penguin,-33.0253605,-71.7764282,12/15/09,350
penguin,-33.0253605,-71.7764282,12/15/09,350
penguin,-33.0300694,-71.5908247,5/8/10,130
penguin,-33.0253605,-71.7764282,6/5/10,157
penguin,-33.0253605,-71.7764282,6/5/10,157
penguin,-33.0253605,-71.7764282,6/5/10,157
penguin,-33.0176961,-71.640687,6/5/10,157
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0253605,-71.7764282,6/20/10,172
penguin,-33.0404714,-71.6085005,9/1/10,245
penguin,-33.0404714,-71.6085005,9/1/10,245
penguin,-33.0253605,-71.7764282,11/11/10,316
penguin,-32.9576713,-71.5500712,6/26/11,178
penguin,-33.3598538,-71.6879797,9/24/11,268
penguin,-33.3598538,-71.6879797,10/21/11,295
penguin,-32.7693779,-71.5838242,4/22/12,113
penguin,-32.7693779,-71.5838242,4/22/12,113
penguin,-32.7693779,-71.5838242,4/22/12,113
penguin,-32.7693779,-71.5838242,4/22/12,113
penguin,-32.7693779,-71.5838242,4/22/12,113
penguin,-32.7693779,-71.5838242,4/22/12,113
penguin,-32.9576713,-71.5500712,5/5/12,127
penguin,-32.7693779,-71.5838242,6/9/12,161
penguin,-32.7693779,-71.5838242,6/9/12,161
penguin,-32.9576713,-71.5500712,6/23/12,175
penguin,-32.9576713,-71.5500712,6/23/12,175
penguin,-32.9576713,-71.5500712,6/23/12,175
penguin,-32.9576713,-71.5500712,6/23/12,175
penguin,-33.0253605,-71.7764282,6/30/12,182
penguin,-33.0253605,-71.7764282,6/30/12,182
penguin,-33.0253605,-71.7764282,6/30/12,182
penguin,-33.0253605,-71.7764282,6/30/12,182
penguin,-33.0253605,-71.7764282,6/30/12,182
penguin,-33.0253605,-71.7764282,6/30/12,182
penguin,-33.0253605,-71.7764282,6/30/12,182
penguin,-33.0253605,-71.7764282,6/30/12,182
penguin,-51.6957248,-57.8549566,1/26/92,26
penguin,-51.3580616,-60.6884766,1/27/92,27
penguin,-52.430269,-59.1026688,9/25/92,269
penguin,-51.2941293,-60.5387878,3/5/95,66
penguin,-51.3484771,-60.6853964,3/12/00,73
penguin,-51.6934266,-57.8222298,3/10/00,71
penguin,-51.721276,-61.300615,3/11/00,72
penguin,-51.2941293,-60.5387878,3/12/00,73
