COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE	1=Blue-and-yellow // 2=Blue-headed // 3=
macaw	-0.7	-77.6	8/17/09	230	4
macaw	-18.8	-57.7	8/18/09	231	6
macaw	8.4	-83.3	8/18/09	231	11
macaw	8.4	-83.4	8/18/09	231	11
macaw	8.4	-83.4	8/18/09	231	11
macaw	-18.9	-63.4	8/18/09	231	12
macaw	8.4	-83.3	8/19/09	232	11
macaw	8.4	-83.3	8/19/09	232	11
macaw	8.4	-83.3	8/19/09	232	11
macaw	8.4	-83.3	8/19/09	232	11
macaw	8.4	-83.3	8/19/09	232	11
macaw	8.5	-83.5	8/19/09	232	11
macaw	8.4	-83.3	8/19/09	232	11
macaw	8.4	-83.3	8/19/09	232	11
macaw	-3.5	-72.8	8/19/09	232	11
macaw	-21.1	-56.6	8/20/09	233	1
macaw	-21.1	-56.6	8/20/09	233	8
macaw	-12.7	-71.2	8/20/09	233	11
macaw	-13.7	-65.1	8/21/09	234	1
macaw	-12.3	-70.9	8/21/09	234	1
macaw	-0.5	-76.7	8/21/09	234	4
macaw	-12.3	-70.9	8/21/09	234	4
macaw	-13.7	-65.1	8/21/09	234	8
macaw	-12.3	-70.9	8/21/09	234	8
macaw	-0.5	-76.5	8/21/09	234	9
macaw	-12.4	-70.7	8/22/09	235	4
macaw	10.5	-84.1	8/22/09	235	5
macaw	10.5	-84.1	8/22/09	235	5
macaw	-12.4	-70.7	8/22/09	235	8
macaw	-12.4	-70.7	8/22/09	235	11
macaw	10.8	-84.2	8/23/09	236	5
macaw	-12.4	-70.7	8/23/09	236	9
macaw	10.8	-84.2	8/23/09	236	11
macaw	-13.6	-65.1	8/25/09	238	1
macaw	-13.6	-65.1	8/26/09	239	1
macaw	9.6	-84.6	8/28/09	241	11
macaw	26.2	-80.1	8/29/09	242	4
macaw	8.7	-83.7	8/30/09	243	11
macaw	8.7	-83.7	8/31/09	244	11
macaw	-13.6	-65.1	9/1/09	245	1
macaw	8.5	-83.6	9/1/09	245	11
macaw	9.7	-84.7	9/1/09	245	11
macaw	9.7	-84.7	9/1/09	245	11
macaw	-17.3	-63.1	9/2/09	246	4
macaw	-17.3	-63.1	9/2/09	246	12
macaw	-12.3	-70.9	9/3/09	247	1
macaw	-12.3	-70.9	9/3/09	247	4
macaw	-12.3	-70.9	9/3/09	247	8
macaw	-0.7	-76.4	9/3/09	247	11
macaw	-12.3	-70.9	9/3/09	247	11
macaw	-12.1	-71.1	9/4/09	248	1
macaw	-12.1	-71.1	9/4/09	248	8
macaw	-12.1	-71.1	9/4/09	248	11
macaw	-12.1	-71.1	9/5/09	249	1
macaw	-12.1	-71.1	9/5/09	249	4
macaw	-12.1	-71.1	9/5/09	249	8
macaw	-12.1	-71.1	9/5/09	249	11
macaw	-12.1	-71.1	9/6/09	250	1
macaw	-12.1	-71.1	9/6/09	250	4
macaw	-12.1	-71.1	9/6/09	250	8
macaw	-12.1	-71.1	9/6/09	250	11
macaw	-13.6	-65.1	9/6/09	250	12
macaw	-13.6	-65.1	9/7/09	251	1
macaw	-12.5	-70.6	9/7/09	251	1
macaw	-12.5	-70.6	9/7/09	251	4
macaw	-12.5	-70.6	9/7/09	251	8
macaw	-12.5	-70.6	9/7/09	251	9
macaw	8.4	-83.5	9/7/09	251	11
macaw	-12.5	-70.6	9/7/09	251	11
macaw	-12.5	-70.6	9/8/09	252	1
macaw	-12.5	-70.6	9/8/09	252	4
macaw	-12.5	-70.6	9/8/09	252	8
macaw	-12.5	-70.6	9/8/09	252	9
macaw	8.4	-83.5	9/8/09	252	11
macaw	-12.5	-70.6	9/8/09	252	11
macaw	-12.7	-71.3	9/9/09	253	4
macaw	-12.7	-71.3	9/9/09	253	8
macaw	-12.7	-71.3	9/9/09	253	9
macaw	-12.7	-71.3	9/9/09	253	11
macaw	-12.7	-71.3	9/10/09	254	2
macaw	-12.7	-71.3	9/10/09	254	4
macaw	-12.7	-71.3	9/10/09	254	8
macaw	8.4	-83.5	9/10/09	254	11
macaw	-12.8	-71.3	9/11/09	255	2
macaw	-12.8	-71.3	9/11/09	255	4
macaw	10.4	-66.1	9/11/09	255	4
macaw	-12.8	-71.3	9/11/09	255	8
macaw	8.5	-83.3	9/11/09	255	11
macaw	26.2	-80.1	9/12/09	256	4
macaw	21.9	-102.7	9/12/09	256	7
macaw	-13.1	-71.4	9/12/09	256	7
macaw	10.4	-75.5	9/13/09	257	1
macaw	26.2	-80.1	9/13/09	257	4
macaw	26.2	-80.1	9/13/09	257	4
macaw	10.4	-75.5	9/13/09	257	11
macaw	18.4	-66.1	9/14/09	258	1
macaw	18.4	-66.1	9/14/09	258	1
macaw	8.5	-83.5	9/19/09	263	11
macaw	18.4	-66.1	9/20/09	264	1
macaw	8.5	-83.5	9/20/09	264	11
macaw	18.4	-66.1	9/21/09	265	1
macaw	18.4	-66.1	9/21/09	265	1
macaw	8.5	-83.5	9/23/09	267	11
macaw	8.4	-83.4	9/24/09	268	11
macaw	25.7	-80.3	9/26/09	270	1
macaw	-13.0	-68.9	9/27/09	271	1
macaw	-13.0	-68.9	9/27/09	271	4
macaw	-13.0	-68.9	9/27/09	271	8
macaw	-13.0	-68.9	9/27/09	271	9
macaw	-13.0	-68.9	9/27/09	271	10
macaw	-13.0	-68.9	9/27/09	271	11
macaw	8.6	-67.6	9/27/09	271	11
macaw	-13.6	-65.1	9/28/09	272	1
macaw	8.5	-83.5	9/29/09	273	11
macaw	8.5	-83.5	9/30/09	274	11
macaw	22.9	-99.6	10/1/09	275	7
macaw	-12.8	-69.5	10/1/09	275	8
macaw	8.4	-83.4	10/1/09	275	11
macaw	8.5	-83.5	10/2/09	276	11
macaw	-19.8	-63.7	10/2/09	276	12
macaw	23.5	-105.0	10/3/09	277	7
macaw	8.5	-83.5	10/3/09	277	11
macaw	-12.7	-69.2	10/5/09	279	1
macaw	-12.7	-69.2	10/5/09	279	1
macaw	-12.6	-69.0	10/5/09	279	1
macaw	-12.7	-69.2	10/5/09	279	4
macaw	-12.7	-69.2	10/5/09	279	4
macaw	-12.6	-69.0	10/5/09	279	9
macaw	-12.7	-69.2	10/5/09	279	11
macaw	-12.7	-69.2	10/5/09	279	11
macaw	-12.8	-69.3	10/6/09	280	4
macaw	-12.8	-69.3	10/6/09	280	8
macaw	-12.8	-69.3	10/6/09	280	11
macaw	-12.8	-69.3	10/7/09	281	4
macaw	-12.8	-69.3	10/7/09	281	11
macaw	-12.8	-69.3	10/8/09	282	4
macaw	9.8	-84.6	10/8/09	282	11
macaw	8.5	-83.5	10/9/09	283	11
macaw	-16.1	-62.0	10/10/09	284	1
macaw	25.7	-80.2	10/10/09	284	1
macaw	-12.8	-69.3	10/10/09	284	4
macaw	-16.1	-62.0	10/10/09	284	10
macaw	8.5	-83.5	10/10/09	284	11
macaw	9.8	-84.6	10/10/09	284	11
macaw	-16.1	-62.0	10/10/09	284	12
macaw	-12.8	-69.3	10/13/09	287	1
macaw	8.5	-83.5	10/13/09	287	11
macaw	-11.9	-72.9	10/14/09	288	2
macaw	-11.9	-72.9	10/14/09	288	4
macaw	25.6	-80.3	10/15/09	289	1
macaw	-11.9	-72.9	10/15/09	289	4
macaw	-2.9	-73.0	10/16/09	290	1
macaw	-11.8	-72.9	10/16/09	290	2
macaw	10.6	-84.2	10/16/09	290	5
macaw	10.5	-84.1	10/16/09	290	5
macaw	-2.9	-73.0	10/16/09	290	11
macaw	-2.9	-73.0	10/17/09	291	1
macaw	11.2	-73.8	10/17/09	291	7
macaw	-2.9	-73.0	10/17/09	291	9
macaw	8.6	-67.6	10/17/09	291	11
macaw	-2.9	-73.0	10/18/09	292	1
macaw	-2.9	-73.0	10/18/09	292	11
macaw	0.0	-76.2	10/19/09	293	1
macaw	-2.9	-73.0	10/19/09	293	1
macaw	0.0	-76.2	10/19/09	293	4
macaw	-13.6	-65.1	10/21/09	295	1
macaw	-13.6	-65.1	10/21/09	295	4
macaw	-2.8	-72.9	10/22/09	296	1
macaw	-12.9	-71.4	10/22/09	296	4
macaw	-2.8	-72.9	10/23/09	297	1
macaw	-12.9	-71.4	10/23/09	297	4
macaw	-12.9	-71.4	10/23/09	297	4
macaw	-12.9	-71.4	10/23/09	297	11
macaw	-2.8	-72.9	10/24/09	298	1
macaw	-12.9	-71.4	10/24/09	298	4
macaw	-12.9	-71.4	10/24/09	298	4
macaw	-2.8	-72.9	10/24/09	298	8
macaw	-12.9	-71.4	10/24/09	298	11
macaw	-12.4	-70.7	10/25/09	299	1
macaw	-12.9	-71.4	10/25/09	299	4
macaw	-12.3	-70.8	10/25/09	299	4
macaw	-12.4	-70.7	10/25/09	299	11
macaw	-2.8	-72.9	10/26/09	300	1
macaw	-12.4	-70.7	10/26/09	300	1
macaw	-12.4	-70.7	10/26/09	300	1
macaw	-12.4	-70.7	10/26/09	300	1
macaw	-12.4	-70.7	10/26/09	300	4
macaw	-12.4	-70.7	10/26/09	300	4
macaw	-12.4	-70.7	10/26/09	300	8
macaw	-12.4	-70.7	10/26/09	300	8
macaw	-12.4	-70.7	10/26/09	300	9
macaw	-2.8	-72.9	10/26/09	300	11
macaw	-12.4	-70.7	10/26/09	300	11
macaw	-12.4	-70.7	10/27/09	301	1
macaw	18.4	-66.1	10/27/09	301	1
macaw	-12.4	-70.7	10/27/09	301	4
macaw	-12.4	-70.7	10/27/09	301	4
macaw	10.4	-84.0	10/27/09	301	5
macaw	-12.4	-70.7	10/27/09	301	8
macaw	-12.4	-70.7	10/27/09	301	8
macaw	-12.4	-70.7	10/27/09	301	9
macaw	-12.4	-70.7	10/27/09	301	11
macaw	-3.0	-73.2	10/28/09	302	1
macaw	-12.4	-70.7	10/28/09	302	4
macaw	-12.4	-70.7	10/28/09	302	8
macaw	-12.4	-70.7	10/28/09	302	9
macaw	-12.4	-70.7	10/28/09	302	9
macaw	-12.4	-70.7	10/28/09	302	11
macaw	-12.4	-70.7	10/29/09	303	1
macaw	20.5	-105.3	10/29/09	303	7
macaw	-12.4	-70.7	10/29/09	303	9
macaw	-12.4	-70.7	10/29/09	303	11
macaw	16.9	-89.0	10/30/09	304	11
macaw	8.6	-67.6	10/30/09	304	11
macaw	-12.6	-70.2	10/31/09	305	1
macaw	18.4	-66.1	10/31/09	305	1
macaw	-12.6	-70.2	10/31/09	305	4
macaw	-12.6	-69.2	10/31/09	305	4
macaw	10.4	-84.0	10/31/09	305	5
macaw	-12.7	-69.4	10/31/09	305	9
macaw	-12.6	-70.2	10/31/09	305	11
macaw	-0.5	-76.4	11/1/09	306	1
macaw	25.7	-80.3	11/1/09	306	1
macaw	10.4	-84.0	11/1/09	306	5
macaw	-0.5	-76.4	11/1/09	306	9
macaw	18.4	-66.1	11/3/09	308	1
macaw	18.4	-66.1	11/4/09	309	1
macaw	10.4	-84.0	11/4/09	309	5
macaw	10.4	-83.5	11/4/09	309	5
macaw	18.4	-66.1	11/5/09	310	1
macaw	-0.5	-76.7	11/5/09	310	4
macaw	10.4	-84.0	11/5/09	310	5
macaw	18.4	-66.1	11/6/09	311	1
macaw	18.4	-66.1	11/6/09	311	1
macaw	10.4	-84.0	11/6/09	311	5
macaw	-10.2	-71.0	11/8/09	313	8
macaw	9.8	-84.6	11/8/09	313	11
macaw	9.8	-84.6	11/8/09	313	11
macaw	8.5	-83.5	11/11/09	316	11
macaw	10.6	-61.2	11/12/09	317	9
macaw	-3.2	-72.9	11/14/09	319	1
macaw	26.2	-80.1	11/15/09	320	4
macaw	10.4	-85.4	11/15/09	320	11
macaw	10.4	-85.3	11/16/09	321	11
macaw	10.4	-85.4	11/17/09	322	11
macaw	10.3	-85.2	11/17/09	322	11
macaw	22.9	-99.6	11/19/09	324	7
macaw	10.4	-85.4	11/19/09	324	11
macaw	-12.5	-69.0	11/20/09	325	9
macaw	-12.5	-69.0	11/21/09	326	8
macaw	8.5	-83.3	11/21/09	326	11
macaw	8.5	-83.5	11/21/09	326	11
macaw	6.2	-75.5	11/22/09	327	4
macaw	8.5	-83.3	11/22/09	327	11
macaw	8.4	-83.3	11/23/09	328	11
macaw	-0.7	-76.3	11/23/09	328	11
macaw	10.4	-75.5	11/24/09	329	1
macaw	8.4	-83.3	11/24/09	329	11
macaw	8.5	-83.3	11/24/09	329	11
macaw	9.8	-84.6	11/24/09	329	11
macaw	-0.6	-76.2	11/24/09	329	11
macaw	-0.6	-76.2	11/25/09	330	1
macaw	8.5	-83.3	11/25/09	330	11
macaw	9.8	-84.6	11/25/09	330	11
macaw	9.8	-84.6	11/25/09	330	11
macaw	-0.6	-76.2	11/25/09	330	11
macaw	26.2	-80.1	11/26/09	331	4
macaw	10.4	-84.0	11/26/09	331	5
macaw	8.5	-83.5	11/26/09	331	11
macaw	9.8	-84.6	11/26/09	331	11
macaw	9.8	-84.6	11/26/09	331	11
macaw	9.8	-84.6	11/26/09	331	11
macaw	9.8	-84.6	11/26/09	331	11
macaw	9.8	-84.6	11/26/09	331	11
macaw	-0.6	-76.2	11/26/09	331	11
macaw	-0.6	-76.2	11/27/09	332	1
macaw	-0.6	-76.2	11/27/09	332	4
macaw	10.4	-84.0	11/27/09	332	5
macaw	9.8	-84.6	11/27/09	332	11
macaw	9.8	-84.6	11/27/09	332	11
macaw	9.8	-84.6	11/27/09	332	11
macaw	-13.0	-65.0	11/28/09	333	1
macaw	-13.0	-69.5	11/28/09	333	4
macaw	-0.6	-76.2	11/28/09	333	11
macaw	-13.0	-69.5	11/28/09	333	11
macaw	-12.5	-65.1	11/29/09	334	1
macaw	-12.5	-65.1	11/29/09	334	4
macaw	26.2	-80.1	11/29/09	334	4
macaw	-11.7	-65.2	11/30/09	335	1
macaw	-13.1	-69.6	11/30/09	335	1
macaw	-11.7	-65.2	11/30/09	335	4
macaw	-0.6	-76.2	11/30/09	335	4
macaw	-13.1	-69.6	11/30/09	335	4
macaw	7.9	-77.6	11/30/09	335	5
macaw	-11.7	-65.2	11/30/09	335	8
macaw	7.9	-77.6	11/30/09	335	8
macaw	-13.1	-69.6	11/30/09	335	8
macaw	-0.6	-76.2	11/30/09	335	11
macaw	-13.1	-69.6	11/30/09	335	11
macaw	7.9	-77.6	12/1/09	336	1
macaw	-0.6	-76.2	12/1/09	336	4
macaw	7.9	-77.6	12/1/09	336	5
macaw	7.9	-77.6	12/1/09	336	8
macaw	7.9	-77.6	12/2/09	337	1
macaw	-0.6	-76.2	12/2/09	337	4
macaw	-7.3	-75.1	12/2/09	337	4
macaw	-7.3	-75.1	12/2/09	337	4
macaw	7.9	-77.6	12/2/09	337	5
macaw	7.9	-77.6	12/2/09	337	8
macaw	8.4	-83.3	12/2/09	337	11
macaw	8.4	-83.3	12/2/09	337	11
macaw	8.4	-83.3	12/2/09	337	11
macaw	8.4	-83.3	12/2/09	337	11
macaw	8.4	-83.3	12/2/09	337	11
macaw	8.4	-83.3	12/2/09	337	11
macaw	-0.6	-76.2	12/2/09	337	11
macaw	-13.1	-69.6	12/3/09	338	1
macaw	-13.1	-69.6	12/3/09	338	2
macaw	-7.3	-75.1	12/3/09	338	4
macaw	-7.3	-75.1	12/3/09	338	4
macaw	-13.1	-69.6	12/3/09	338	4
macaw	-13.1	-69.6	12/3/09	338	9
macaw	9.6	-84.6	12/3/09	338	11
macaw	9.6	-84.6	12/3/09	338	11
macaw	8.4	-83.3	12/3/09	338	11
macaw	8.4	-83.3	12/3/09	338	11
macaw	8.4	-83.3	12/3/09	338	11
macaw	8.4	-83.3	12/3/09	338	11
macaw	-0.6	-76.2	12/3/09	338	11
macaw	-13.1	-69.6	12/3/09	338	11
macaw	-13.0	-69.5	12/4/09	339	8
macaw	9.6	-84.6	12/4/09	339	11
macaw	8.4	-83.3	12/4/09	339	11
macaw	8.4	-83.3	12/4/09	339	11
macaw	8.4	-83.3	12/4/09	339	11
macaw	8.4	-83.3	12/4/09	339	11
macaw	-13.0	-69.5	12/4/09	339	11
macaw	25.7	-80.3	12/5/09	340	1
macaw	-13.0	-69.5	12/5/09	340	2
macaw	-14.9	-65.4	12/5/09	340	4
macaw	-13.0	-69.5	12/5/09	340	4
macaw	-13.0	-69.5	12/5/09	340	8
macaw	8.4	-83.3	12/5/09	340	11
macaw	8.5	-83.4	12/5/09	340	11
macaw	8.5	-83.4	12/5/09	340	11
macaw	8.4	-83.3	12/5/09	340	11
macaw	-13.0	-69.5	12/5/09	340	11
macaw	9.8	-84.6	12/6/09	341	11
macaw	8.5	-83.5	12/6/09	341	11
macaw	8.4	-83.3	12/6/09	341	11
macaw	8.4	-83.5	12/6/09	341	11
macaw	8.4	-83.3	12/6/09	341	11
macaw	8.4	-83.5	12/6/09	341	11
macaw	8.5	-83.5	12/6/09	341	11
macaw	9.8	-84.6	12/7/09	342	11
macaw	9.8	-84.6	12/7/09	342	11
macaw	8.4	-83.3	12/7/09	342	11
macaw	8.4	-83.3	12/7/09	342	11
macaw	8.4	-83.3	12/7/09	342	11
macaw	8.4	-83.3	12/7/09	342	11
macaw	-13.0	-69.5	12/8/09	343	1
macaw	-9.6	-76.0	12/8/09	343	2
macaw	-9.6	-76.0	12/8/09	343	2
macaw	-0.6	-76.2	12/8/09	343	4
macaw	10.6	-83.5	12/8/09	343	5
macaw	-13.0	-69.5	12/8/09	343	8
macaw	9.7	-84.6	12/8/09	343	11
macaw	8.4	-83.3	12/8/09	343	11
macaw	8.4	-83.3	12/8/09	343	11
macaw	8.4	-83.3	12/8/09	343	11
macaw	8.4	-83.3	12/8/09	343	11
macaw	-13.0	-69.5	12/8/09	343	11
macaw	-0.6	-76.2	12/9/09	344	1
macaw	8.4	-83.3	12/9/09	344	11
macaw	8.4	-83.3	12/9/09	344	11
macaw	-0.6	-76.2	12/9/09	344	11
macaw	-12.6	-69.2	12/10/09	345	9
macaw	8.5	-83.4	12/10/09	345	11
macaw	8.5	-83.4	12/10/09	345	11
macaw	-0.6	-76.2	12/10/09	345	11
macaw	16.3	-90.9	12/10/09	345	11
macaw	-12.6	-69.2	12/11/09	346	2
macaw	-12.6	-69.3	12/11/09	346	2
macaw	-12.6	-69.2	12/11/09	346	4
macaw	-12.6	-69.2	12/11/09	346	4
macaw	-12.6	-69.3	12/11/09	346	4
macaw	10.4	-84.0	12/11/09	346	5
macaw	10.4	-84.0	12/11/09	346	5
macaw	20.6	-105.2	12/11/09	346	7
macaw	-12.6	-69.2	12/11/09	346	9
macaw	-12.6	-69.3	12/11/09	346	9
macaw	-12.6	-69.3	12/11/09	346	9
macaw	8.5	-83.4	12/11/09	346	11
macaw	8.5	-83.4	12/11/09	346	11
macaw	-0.6	-76.2	12/12/09	347	4
macaw	10.5	-84.1	12/12/09	347	5
macaw	10.6	-61.2	12/12/09	347	9
macaw	10.6	-61.2	12/12/09	347	9
macaw	9.8	-84.6	12/12/09	347	11
macaw	8.5	-83.4	12/12/09	347	11
macaw	8.5	-83.4	12/12/09	347	11
macaw	8.5	-83.3	12/12/09	347	11
macaw	8.5	-83.3	12/12/09	347	11
macaw	8.5	-83.4	12/12/09	347	11
macaw	8.5	-83.4	12/12/09	347	11
macaw	-0.6	-76.2	12/12/09	347	11
macaw	10.4	-84.0	12/13/09	348	5
macaw	10.5	-84.1	12/13/09	348	5
macaw	20.7	-105.3	12/13/09	348	7
macaw	9.8	-84.6	12/13/09	348	11
macaw	9.8	-84.6	12/13/09	348	11
macaw	9.8	-84.6	12/13/09	348	11
macaw	9.8	-84.6	12/13/09	348	11
macaw	-0.6	-76.2	12/13/09	348	11
macaw	9.8	-84.6	12/14/09	349	11
macaw	9.7	-84.6	12/14/09	349	11
macaw	-0.7	-76.3	12/14/09	349	11
macaw	10.4	-85.3	12/15/09	350	11
macaw	-13.1	-69.6	12/17/09	352	4
macaw	-13.1	-69.6	12/17/09	352	4
macaw	-13.1	-69.6	12/17/09	352	11
macaw	-13.1	-69.6	12/17/09	352	11
macaw	-13.1	-69.6	12/18/09	353	1
macaw	-13.1	-69.6	12/18/09	353	4
macaw	-13.1	-69.6	12/18/09	353	8
macaw	10.5	-84.1	12/18/09	353	11
macaw	-13.1	-69.6	12/18/09	353	11
macaw	-13.1	-69.6	12/18/09	353	11
macaw	10.4	-84.0	12/19/09	354	5
macaw	10.4	-84.0	12/19/09	354	5
macaw	10.4	-84.0	12/19/09	354	5
macaw	9.8	-84.6	12/19/09	354	11
macaw	17.2	-90.3	12/19/09	354	11
macaw	10.4	-84.0	12/20/09	355	5
macaw	10.4	-85.3	12/21/09	356	11
macaw	9.8	-84.6	12/21/09	356	11
macaw	25.7	-80.3	12/22/09	357	1
macaw	25.7	-80.3	12/22/09	357	1
macaw	9.8	-84.6	12/22/09	357	11
macaw	9.8	-84.6	12/23/09	358	11
macaw	9.8	-84.6	12/23/09	358	11
macaw	9.4	-84.2	12/25/09	360	11
macaw	9.4	-84.2	12/25/09	360	11
macaw	9.4	-84.2	12/25/09	360	11
macaw	9.4	-84.2	12/25/09	360	11
macaw	9.7	-84.7	12/25/09	360	11
macaw	-13.1	-69.6	12/25/09	360	11
macaw	-13.1	-69.6	12/25/09	360	11
macaw	25.7	-80.3	12/26/09	361	1
macaw	8.7	-83.7	12/26/09	361	11
macaw	8.7	-83.7	12/26/09	361	11
macaw	-13.1	-69.6	12/28/09	363	1
macaw	-13.1	-69.6	12/28/09	363	1
macaw	-13.1	-69.6	12/28/09	363	8
macaw	-13.1	-69.6	12/28/09	363	8
macaw	-13.1	-69.6	12/28/09	363	11
macaw	-13.1	-69.6	12/28/09	363	11
macaw	-3.4	-60.4	12/29/09	364	1
macaw	18.4	-66.1	12/29/09	364	1
macaw	-3.4	-60.4	12/29/09	364	11
macaw	9.7	-84.6	12/30/09	365	11
macaw	-12.9	-69.4	12/31/09	366	4
macaw	-3.5	-61.6	12/31/09	366	9
macaw	-12.9	-69.4	12/31/09	366	11
macaw	25.7	-80.3	1/1/10	1	1
macaw	-4.9	-78.1	1/1/10	1	11
macaw	-14.9	-66.3	1/2/10	2	4
macaw	-13.1	-69.6	1/3/10	3	1
macaw	-13.1	-69.6	1/3/10	3	2
macaw	-0.7	-77.6	1/3/10	3	4
macaw	-13.1	-69.6	1/3/10	3	4
macaw	-13.1	-69.6	1/3/10	3	8
macaw	-13.1	-69.6	1/3/10	3	8
macaw	-13.1	-69.6	1/3/10	3	9
macaw	16.6	-88.6	1/3/10	3	11
macaw	16.6	-88.6	1/3/10	3	11
macaw	-13.1	-69.6	1/3/10	3	11
macaw	-13.1	-69.6	1/3/10	3	11
macaw	-13.1	-69.6	1/4/10	4	11
macaw	10.4	-85.3	1/5/10	5	11
macaw	16.6	-88.6	1/7/10	7	11
macaw	25.7	-80.3	1/8/10	8	1
macaw	9.5	-84.5	1/8/10	8	11
macaw	9.5	-84.5	1/8/10	8	11
macaw	5.3	-52.6	1/9/10	9	1
macaw	8.6	-83.7	1/9/10	9	11
macaw	8.6	-83.7	1/9/10	9	11
macaw	5.3	-52.6	1/9/10	9	11
macaw	25.7	-80.3	1/10/10	10	1
macaw	10.3	-85.0	1/10/10	10	11
macaw	8.6	-83.7	1/10/10	10	11
macaw	8.6	-83.7	1/10/10	10	11
macaw	18.4	-66.1	1/12/10	12	1
macaw	21.5	-105.3	1/12/10	12	7
macaw	10.3	-85.3	1/12/10	12	11
macaw	8.5	-83.5	1/12/10	12	11
macaw	9.7	-84.6	1/12/10	12	11
macaw	9.8	-84.6	1/12/10	12	11
macaw	8.6	-83.7	1/13/10	13	11
macaw	8.6	-83.7	1/13/10	13	11
macaw	8.5	-83.3	1/13/10	13	11
macaw	9.8	-84.6	1/13/10	13	11
macaw	9.7	-84.6	1/13/10	13	11
macaw	9.8	-84.6	1/13/10	13	11
macaw	23.3	-106.5	1/14/10	14	7
macaw	8.6	-83.7	1/14/10	14	11
macaw	8.6	-83.7	1/14/10	14	11
macaw	9.8	-84.6	1/14/10	14	11
macaw	-11.4	-73.7	1/16/10	16	1
macaw	-13.1	-69.6	1/16/10	16	1
macaw	3.9	-76.4	1/16/10	16	4
macaw	-11.4	-73.7	1/16/10	16	4
macaw	-13.1	-69.6	1/16/10	16	4
macaw	8.5	-83.4	1/16/10	16	11
macaw	-13.1	-69.6	1/16/10	16	11
macaw	8.7	-83.3	1/17/10	17	11
macaw	8.5	-83.4	1/17/10	17	11
macaw	8.6	-67.6	1/17/10	17	11
macaw	9.8	-84.6	1/18/10	18	11
macaw	9.8	-84.6	1/18/10	18	11
macaw	25.9	-80.2	1/19/10	19	4
macaw	9.8	-84.6	1/19/10	19	11
macaw	9.8	-84.6	1/19/10	19	11
macaw	-13.1	-69.6	1/20/10	20	1
macaw	-13.1	-69.6	1/20/10	20	4
macaw	26.2	-80.1	1/20/10	20	4
macaw	8.4	-80.1	1/20/10	20	5
macaw	-13.1	-69.6	1/20/10	20	8
macaw	-13.1	-69.6	1/20/10	20	9
macaw	9.8	-84.6	1/20/10	20	11
macaw	9.8	-84.6	1/20/10	20	11
macaw	8.5	-83.6	1/20/10	20	11
macaw	9.8	-84.6	1/20/10	20	11
macaw	9.8	-84.6	1/20/10	20	11
macaw	8.4	-80.1	1/20/10	20	11
macaw	-13.1	-69.6	1/20/10	20	11
macaw	-13.1	-69.6	1/21/10	21	1
macaw	-11.4	-73.6	1/21/10	21	4
macaw	-13.1	-69.6	1/21/10	21	4
macaw	-11.4	-73.6	1/21/10	21	8
macaw	-13.1	-69.6	1/21/10	21	8
macaw	-13.1	-69.6	1/21/10	21	9
macaw	9.8	-84.6	1/21/10	21	11
macaw	8.7	-83.7	1/21/10	21	11
macaw	9.8	-84.6	1/21/10	21	11
macaw	-11.4	-73.6	1/21/10	21	11
macaw	-13.1	-69.6	1/21/10	21	11
macaw	-11.4	-73.6	1/22/10	22	11
macaw	10.4	-84.0	1/23/10	23	5
macaw	10.4	-84.0	1/23/10	23	5
macaw	-13.1	-69.6	1/24/10	24	1
macaw	21.6	-105.0	1/24/10	24	7
macaw	21.6	-99.1	1/24/10	24	7
macaw	-13.1	-69.6	1/24/10	24	8
macaw	10.6	-61.2	1/24/10	24	9
macaw	-13.1	-69.6	1/24/10	24	11
macaw	-0.7	-77.6	1/27/10	27	4
macaw	3.6	-53.2	1/27/10	27	4
macaw	3.6	-53.2	1/27/10	27	4
macaw	8.6	-83.7	1/27/10	27	11
macaw	-0.7	-77.6	1/28/10	28	4
macaw	-0.7	-77.6	1/28/10	28	4
macaw	10.4	-84.0	1/28/10	28	5
macaw	3.6	-53.2	1/28/10	28	8
macaw	8.6	-83.2	1/28/10	28	11
macaw	8.6	-83.7	1/28/10	28	11
macaw	-0.7	-77.6	1/29/10	29	4
macaw	10.5	-84.1	1/29/10	29	5
macaw	8.8	-83.6	1/29/10	29	11
macaw	9.7	-84.6	1/29/10	29	11
macaw	-0.7	-77.6	1/30/10	30	4
macaw	9.7	-84.6	1/30/10	30	11
macaw	8.6	-83.7	1/30/10	30	11
macaw	3.6	-53.2	1/30/10	30	11
macaw	14.8	-89.1	1/30/10	30	11
macaw	-12.6	-69.2	1/31/10	31	9
macaw	7.8	-77.7	2/1/10	31	1
macaw	7.8	-77.7	2/1/10	31	4
macaw	26.2	-80.1	2/1/10	31	4
macaw	7.8	-77.7	2/1/10	31	8
macaw	7.8	-77.7	2/2/10	32	1
macaw	-11.4	-73.5	2/2/10	32	1
macaw	-12.9	-69.4	2/2/10	32	1
macaw	7.8	-77.7	2/2/10	32	4
macaw	26.2	-80.1	2/2/10	32	4
macaw	7.8	-77.7	2/2/10	32	5
macaw	7.8	-77.7	2/2/10	32	8
macaw	-12.9	-69.4	2/2/10	32	8
macaw	-11.4	-73.5	2/2/10	32	11
macaw	-12.9	-69.4	2/2/10	32	11
macaw	-11.4	-73.5	2/3/10	33	1
macaw	7.8	-77.7	2/3/10	33	4
macaw	26.2	-80.1	2/3/10	33	4
