COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE	1=Blue-and-yellow // 2=Blue-headed // 3=
macaw	-12.6	-70.2	8/8/02	221	11
macaw	-12.4	-70.7	8/9/02	222	4
macaw	-12.4	-70.7	8/9/02	222	4
macaw	21.2	-104.1	8/9/02	222	7
macaw	9.8	-84.6	8/9/02	222	11
macaw	-12.4	-70.7	8/10/02	223	8
macaw	-12.4	-70.7	8/10/02	223	8
macaw	9.8	-84.6	8/10/02	223	11
macaw	9.8	-84.6	8/10/02	223	11
macaw	-12.4	-70.7	8/10/02	223	11
macaw	-12.4	-70.7	8/10/02	223	11
macaw	-12.6	-71.2	8/11/02	224	1
macaw	-12.6	-71.2	8/11/02	224	1
macaw	-12.6	-71.2	8/11/02	224	2
macaw	-12.6	-71.2	8/11/02	224	2
macaw	-12.6	-71.2	8/11/02	224	4
macaw	-12.6	-71.2	8/11/02	224	4
macaw	-12.6	-71.2	8/11/02	224	7
macaw	-12.6	-71.2	8/11/02	224	7
macaw	-12.6	-71.2	8/11/02	224	8
macaw	-12.6	-71.2	8/11/02	224	8
macaw	-12.6	-71.2	8/11/02	224	9
macaw	-12.6	-71.2	8/11/02	224	9
macaw	9.8	-84.6	8/11/02	224	11
macaw	-12.9	-71.4	8/12/02	225	2
macaw	-12.9	-71.4	8/12/02	225	2
macaw	-12.9	-71.4	8/12/02	225	4
macaw	-12.9	-71.4	8/12/02	225	4
macaw	-12.9	-71.4	8/12/02	225	8
macaw	-12.9	-71.4	8/12/02	225	8
macaw	-12.9	-71.4	8/13/02	226	2
macaw	-12.9	-71.4	8/13/02	226	2
macaw	-12.9	-71.4	8/13/02	226	4
macaw	-12.9	-71.4	8/13/02	226	4
macaw	-12.9	-71.4	8/13/02	226	4
macaw	-12.9	-71.4	8/13/02	226	4
macaw	-12.9	-71.4	8/13/02	226	8
macaw	-12.9	-71.4	8/13/02	226	8
macaw	-12.9	-71.4	8/14/02	227	1
macaw	-12.9	-71.4	8/14/02	227	1
macaw	-12.9	-71.4	8/14/02	227	4
macaw	-12.9	-71.4	8/14/02	227	4
macaw	-23.8	-64.8	8/31/02	244	12
macaw	-17.7	-63.1	9/1/02	245	4
macaw	-17.7	-63.1	9/1/02	245	4
macaw	8.9	-68.0	9/10/02	254	4
macaw	8.9	-68.0	9/10/02	254	11
macaw	8.9	-68.0	9/11/02	255	11
macaw	8.9	-68.0	9/11/02	255	11
macaw	-5.4	-78.9	9/13/02	257	7
macaw	-15.6	-48.0	9/15/02	259	10
macaw	-23.0	-43.2	9/26/02	270	10
macaw	-12.8	-69.3	10/3/02	277	8
macaw	-12.8	-69.3	10/3/02	277	11
macaw	-8.2	-63.9	10/5/02	279	1
macaw	25.7	-80.3	10/5/02	279	1
macaw	-13.1	-69.6	10/7/02	281	1
macaw	-13.1	-69.6	10/7/02	281	4
macaw	-13.1	-69.6	10/7/02	281	8
macaw	-13.1	-69.6	10/7/02	281	9
macaw	-13.1	-69.6	10/7/02	281	11
macaw	10.4	-61.0	10/11/02	285	9
macaw	-16.4	-56.6	10/15/02	289	6
macaw	-16.4	-56.6	10/16/02	290	8
macaw	-16.4	-56.6	10/16/02	290	12
macaw	-20.2	-55.9	10/19/02	293	6
macaw	-20.2	-55.9	10/20/02	294	6
macaw	-12.8	-69.3	10/20/02	294	8
macaw	-12.8	-69.3	10/20/02	294	11
macaw	-20.2	-55.9	10/21/02	295	6
macaw	-23.0	-43.2	10/21/02	295	10
macaw	-12.8	-69.3	10/21/02	295	11
macaw	-12.7	-69.7	10/22/02	296	1
macaw	-12.7	-69.7	10/22/02	296	4
macaw	-12.8	-69.3	10/22/02	296	4
macaw	-20.2	-55.9	10/22/02	296	6
macaw	-12.7	-69.7	10/22/02	296	9
macaw	-12.7	-69.7	10/22/02	296	11
macaw	-13.1	-69.6	10/22/02	296	11
macaw	-13.1	-69.6	10/23/02	297	1
macaw	-13.1	-69.6	10/23/02	297	4
macaw	-20.2	-55.9	10/23/02	297	6
macaw	-13.1	-69.6	10/23/02	297	9
macaw	-13.1	-69.6	10/23/02	297	11
macaw	-13.1	-69.6	10/24/02	298	1
macaw	-13.1	-69.6	10/24/02	298	8
macaw	-13.1	-69.6	10/24/02	298	11
macaw	-9.9	-56.1	10/25/02	299	1
macaw	-12.6	-70.1	10/25/02	299	1
macaw	-13.1	-69.6	10/25/02	299	1
macaw	-9.6	-55.9	10/25/02	299	4
macaw	-12.6	-70.1	10/25/02	299	4
macaw	-13.1	-69.6	10/25/02	299	4
macaw	-9.6	-55.9	10/25/02	299	8
macaw	-12.6	-70.1	10/25/02	299	8
macaw	-12.6	-70.1	10/25/02	299	9
macaw	-12.6	-70.1	10/25/02	299	11
macaw	-13.1	-69.6	10/25/02	299	11
macaw	-12.8	-69.3	10/26/02	300	4
macaw	-13.1	-69.6	10/26/02	300	11
macaw	-12.8	-69.3	10/27/02	301	8
macaw	-9.6	-55.9	10/27/02	301	11
macaw	-12.6	-70.1	10/28/02	302	1
macaw	-9.5	-63.1	10/28/02	302	4
macaw	-12.6	-70.1	10/28/02	302	4
macaw	-12.6	-70.1	10/28/02	302	8
macaw	-12.6	-70.1	10/28/02	302	9
macaw	-12.6	-70.1	10/28/02	302	11
macaw	-9.8	-56.0	10/29/02	303	1
macaw	-10.3	-62.9	10/29/02	303	4
macaw	-12.6	-70.1	10/30/02	304	1
macaw	-10.3	-62.9	10/30/02	304	4
macaw	-12.6	-70.1	10/30/02	304	4
macaw	27.3	-108.0	10/30/02	304	7
macaw	20.8	-105.0	10/30/02	304	7
macaw	-12.6	-70.1	10/30/02	304	8
macaw	-12.6	-70.1	10/30/02	304	9
macaw	-12.2	-55.1	10/30/02	304	10
macaw	-12.6	-70.1	10/30/02	304	11
macaw	-10.3	-62.9	10/31/02	305	4
macaw	-10.3	-62.9	11/1/02	306	4
macaw	-12.1	-54.1	11/2/02	307	1
macaw	-10.3	-62.9	11/2/02	307	4
macaw	-12.1	-54.1	11/2/02	307	10
macaw	-2.9	-60.6	11/2/02	307	11
macaw	-10.3	-62.9	11/2/02	307	11
macaw	-12.1	-54.1	11/3/02	308	1
macaw	-12.1	-54.1	11/3/02	308	3
macaw	-10.3	-62.9	11/3/02	308	11
macaw	-10.3	-62.9	11/4/02	309	4
macaw	-10.3	-62.9	11/4/02	309	11
macaw	-10.3	-62.9	11/5/02	310	4
macaw	-10.3	-62.9	11/5/02	310	11
macaw	-12.1	-54.1	11/6/02	311	1
macaw	-10.3	-62.9	11/6/02	311	4
macaw	-10.3	-62.9	11/7/02	312	4
macaw	-10.3	-62.9	11/8/02	313	4
macaw	-10.3	-62.9	11/8/02	313	11
macaw	-12.1	-54.1	11/9/02	314	1
macaw	-10.3	-62.9	11/9/02	314	4
macaw	-12.1	-54.1	11/9/02	314	10
macaw	-10.3	-62.9	11/9/02	314	11
macaw	-10.3	-62.9	11/10/02	315	4
macaw	-10.3	-62.9	11/10/02	315	11
macaw	-12.1	-54.1	11/11/02	316	3
macaw	-10.3	-62.9	11/11/02	316	4
macaw	-12.1	-54.1	11/11/02	316	10
macaw	-12.1	-54.1	11/12/02	317	1
macaw	-10.3	-62.9	11/12/02	317	4
macaw	-10.3	-62.9	11/12/02	317	11
macaw	-10.3	-62.9	11/13/02	318	4
macaw	-10.3	-62.9	11/14/02	319	4
macaw	-9.5	-63.1	11/15/02	320	4
macaw	-9.5	-63.1	11/15/02	320	11
macaw	-8.3	-63.5	11/18/02	323	11
macaw	-8.3	-63.4	11/19/02	324	1
macaw	-8.3	-63.4	11/19/02	324	11
macaw	0.1	-79.1	11/20/02	325	4
macaw	-8.5	-63.5	11/20/02	325	11
macaw	20.5	-105.4	12/1/02	336	7
macaw	10.4	-84.0	12/6/02	341	5
macaw	11.0	-84.3	12/6/02	341	5
macaw	11.0	-84.3	12/7/02	342	5
macaw	11.0	-84.3	12/8/02	343	5
macaw	22.5	-99.4	12/15/02	350	7
macaw	22.0	-99.4	12/15/02	350	7
macaw	22.0	-99.6	12/19/02	354	7
macaw	-0.5	-76.5	12/20/02	355	4
macaw	22.0	-99.6	12/20/02	355	7
macaw	7.8	-77.6	12/29/02	364	1
macaw	7.8	-77.6	12/29/02	364	4
macaw	7.8	-77.6	12/29/02	364	5
macaw	7.8	-77.6	12/29/02	364	8
macaw	7.8	-77.6	12/30/02	365	1
macaw	-12.8	-69.3	12/30/02	365	1
macaw	7.8	-77.6	12/30/02	365	4
macaw	7.8	-77.6	12/30/02	365	5
macaw	7.8	-77.6	12/30/02	365	8
macaw	-12.8	-69.3	12/30/02	365	8
macaw	-12.8	-69.3	12/30/02	365	11
macaw	7.8	-77.6	12/31/02	366	1
macaw	7.8	-77.6	12/31/02	366	4
macaw	7.8	-77.6	12/31/02	366	8
macaw	7.8	-77.6	1/1/03	1	1
macaw	7.8	-77.6	1/1/03	1	4
macaw	-13.1	-69.6	1/2/03	2	4
macaw	-13.1	-69.6	1/2/03	2	9
macaw	8.6	-83.7	1/3/03	3	11
macaw	-12.6	-69.1	1/3/03	3	11
macaw	-2.6	-76.7	1/4/03	4	1
macaw	7.9	-77.7	1/4/03	4	1
macaw	-2.6	-76.7	1/4/03	4	4
macaw	7.9	-77.7	1/4/03	4	4
macaw	7.9	-77.7	1/4/03	4	5
macaw	7.9	-77.7	1/4/03	4	8
macaw	-2.6	-76.7	1/4/03	4	11
macaw	7.8	-77.6	1/5/03	5	1
macaw	7.8	-77.6	1/5/03	5	4
macaw	7.8	-77.6	1/5/03	5	5
macaw	23.1	-99.2	1/6/03	6	7
macaw	-12.9	-69.4	1/9/03	9	4
macaw	-12.9	-69.4	1/9/03	9	8
macaw	-12.9	-69.4	1/9/03	9	11
macaw	-12.8	-69.4	1/11/03	11	8
macaw	-12.8	-69.4	1/11/03	11	11
macaw	14.9	-89.2	1/12/03	12	11
macaw	-2.5	-76.9	1/13/03	13	1
macaw	-2.5	-76.9	1/13/03	13	4
macaw	-12.6	-69.0	1/16/03	16	1
macaw	-12.6	-69.0	1/16/03	16	9
macaw	21.6	-105.0	1/20/03	20	7
macaw	-0.5	-76.5	1/22/03	22	4
macaw	-0.5	-76.5	1/22/03	22	9
macaw	-0.5	-76.5	1/23/03	23	1
macaw	-0.5	-76.5	1/24/03	24	1
macaw	20.7	-105.2	1/26/03	26	7
macaw	10.7	-61.4	2/9/03	39	9
macaw	8.5	-83.6	2/9/03	39	11
macaw	13.6	-84.4	2/9/03	39	11
macaw	-0.5	-76.4	2/15/03	45	9
macaw	-0.5	-76.4	2/15/03	45	9
macaw	16.6	-88.6	2/15/03	45	11
macaw	-0.5	-76.4	2/16/03	46	4
macaw	-0.5	-76.4	2/16/03	46	4
macaw	-10.9	-37.0	2/18/03	48	10
macaw	-9.3	-36.0	2/19/03	49	10
macaw	-14.3	-40.2	2/22/03	52	3
macaw	20.5	-105.4	2/24/03	54	7
macaw	8.7	-83.7	2/24/03	54	11
macaw	11.0	-84.3	2/27/03	57	5
macaw	23.4	-105.9	2/27/03	57	7
macaw	23.4	-105.9	2/28/03	58	7
macaw	-15.4	-55.8	3/1/03	62	3
macaw	-9.9	-56.0	3/2/03	63	4
macaw	-9.9	-56.0	3/2/03	63	8
macaw	-9.9	-56.0	3/2/03	63	11
macaw	10.4	-85.4	3/2/03	63	11
macaw	-9.6	-55.9	3/3/03	64	4
macaw	-9.6	-55.9	3/3/03	64	8
macaw	-9.6	-55.9	3/3/03	64	11
macaw	-9.6	-55.9	3/4/03	65	1
macaw	-9.6	-55.9	3/4/03	65	4
macaw	-9.6	-55.9	3/4/03	65	8
macaw	-9.6	-55.9	3/4/03	65	11
macaw	9.8	-84.6	3/5/03	66	11
macaw	-9.6	-55.9	3/6/03	67	4
macaw	-9.6	-55.9	3/6/03	67	8
macaw	-9.7	-56.0	3/6/03	67	9
macaw	-9.6	-55.9	3/6/03	67	11
macaw	10.5	-83.5	3/7/03	68	5
macaw	-17.1	-56.9	3/7/03	68	6
macaw	10.5	-83.5	3/8/03	69	5
macaw	-16.3	-56.6	3/8/03	69	6
macaw	10.7	-61.2	3/8/03	69	9
macaw	-16.3	-56.6	3/8/03	69	12
macaw	-17.1	-56.9	3/9/03	70	1
macaw	-17.1	-56.9	3/9/03	70	6
macaw	8.7	-83.7	3/17/03	78	11
macaw	8.7	-83.7	3/17/03	78	11
macaw	8.6	-83.7	3/18/03	79	11
macaw	9.7	-84.7	3/21/03	82	11
macaw	16.9	-91.0	3/27/03	88	11
macaw	10.5	-83.5	3/31/03	92	5
macaw	-2.0	-60.1	4/6/03	97	1
macaw	-2.0	-60.1	4/6/03	97	8
macaw	-2.0	-60.1	4/6/03	97	9
macaw	10.6	-61.2	4/7/03	98	9
macaw	10.5	-84.1	4/10/03	101	5
macaw	-2.6	-76.7	4/11/03	102	1
macaw	-2.6	-76.7	4/11/03	102	4
macaw	10.6	-61.2	4/11/03	102	9
macaw	10.6	-61.2	4/11/03	102	9
macaw	-2.6	-76.7	4/12/03	103	4
macaw	-2.6	-76.7	4/13/03	104	4
macaw	-2.6	-76.7	4/14/03	105	1
macaw	-2.6	-76.7	4/14/03	105	4
macaw	-2.6	-76.7	4/14/03	105	11
macaw	-2.6	-76.7	4/15/03	106	4
macaw	-2.6	-76.7	4/16/03	107	4
macaw	-2.6	-76.7	4/17/03	108	4
macaw	-2.6	-76.7	4/18/03	109	4
macaw	-0.5	-76.4	5/20/03	142	4
macaw	18.4	-66.1	5/22/03	144	1
macaw	20.5	-105.4	5/31/03	153	7
macaw	-16.7	-56.9	6/7/03	159	6
macaw	-16.7	-56.9	6/9/03	161	12
macaw	-15.4	-55.8	6/13/03	165	3
macaw	9.6	-79.6	6/16/03	168	1
macaw	10.1	-84.0	6/17/03	169	11
macaw	9.8	-84.6	6/18/03	170	11
macaw	9.8	-84.6	6/18/03	170	11
macaw	-15.5	-55.8	6/21/03	173	3
macaw	-15.5	-55.8	6/21/03	173	10
macaw	18.4	-66.1	6/22/03	174	1
macaw	-16.8	-56.8	6/23/03	175	6
macaw	-16.8	-56.8	6/23/03	175	10
macaw	-0.5	-76.4	6/24/03	176	1
macaw	-16.5	-56.7	6/24/03	176	10
macaw	9.8	-84.6	6/24/03	176	11
macaw	-16.5	-56.7	6/24/03	176	12
macaw	24.6	-81.8	6/25/03	177	1
macaw	-0.7	-76.4	6/25/03	177	4
macaw	-16.5	-56.7	6/25/03	177	6
macaw	-0.7	-76.4	6/27/03	179	11
macaw	0.0	-76.9	6/28/03	180	1
macaw	-10.0	-50.2	7/5/03	188	10
macaw	-10.0	-50.2	7/6/03	189	12
macaw	-0.4	-76.6	7/7/03	190	4
macaw	-6.1	-50.0	7/7/03	190	8
macaw	-0.4	-76.6	7/7/03	190	9
macaw	-4.4	-73.5	7/7/03	190	9
macaw	-6.0	-50.2	7/8/03	191	1
macaw	-5.0	-73.8	7/8/03	191	4
macaw	-6.0	-50.2	7/8/03	191	8
macaw	-5.0	-73.8	7/9/03	192	4
macaw	-6.0	-50.1	7/9/03	192	8
macaw	-8.9	-46.0	7/11/03	194	8
macaw	-13.1	-69.6	7/15/03	198	1
macaw	-13.1	-69.6	7/15/03	198	2
macaw	-13.1	-69.6	7/15/03	198	4
macaw	-13.1	-69.6	7/15/03	198	8
macaw	-13.1	-69.6	7/15/03	198	9
macaw	-13.1	-69.6	7/15/03	198	11
macaw	-22.4	-64.5	7/15/03	198	12
macaw	19.6	-102.8	7/18/03	201	7
macaw	10.4	-84.0	8/4/03	217	5
macaw	10.5	-84.1	8/7/03	220	5
macaw	-15.2	-56.9	8/10/03	223	10
macaw	-15.2	-56.9	8/11/03	224	9
macaw	-15.2	-56.9	8/11/03	224	10
macaw	9.8	-84.6	8/11/03	224	11
macaw	-15.2	-56.9	8/12/03	225	10
macaw	-16.6	-56.8	8/13/03	226	6
macaw	10.4	-61.0	8/13/03	226	9
macaw	-16.6	-56.8	8/14/03	227	6
macaw	17.3	-90.4	8/14/03	227	11
macaw	-16.6	-56.8	8/15/03	228	6
macaw	-3.3	-60.0	8/17/03	230	4
macaw	3.2	-60.6	8/22/03	235	9
macaw	-2.0	-60.1	8/24/03	237	9
macaw	9.7	-84.6	8/24/03	237	11
macaw	9.8	-84.6	8/24/03	237	11
macaw	-5.8	-78.8	8/25/03	238	7
macaw	-5.8	-78.8	8/25/03	238	7
macaw	9.7	-84.6	8/25/03	238	11
macaw	9.8	-84.6	8/25/03	238	11
macaw	9.7	-84.6	8/26/03	239	11
macaw	9.7	-84.6	8/26/03	239	11
macaw	9.8	-84.6	8/26/03	239	11
macaw	9.7	-84.6	8/27/03	240	11
macaw	11.0	-85.4	8/29/03	242	5
macaw	-16.2	-66.4	9/4/03	248	7
macaw	-16.2	-66.4	9/5/03	249	7
macaw	-13.0	-71.2	9/7/03	251	1
macaw	-12.4	-70.7	9/10/03	254	1
macaw	-12.4	-70.7	9/10/03	254	9
macaw	-12.4	-70.7	9/10/03	254	11
macaw	-16.3	-56.6	9/12/03	256	6
macaw	-16.6	-56.8	9/13/03	257	6
macaw	-17.0	-57.0	9/14/03	258	6
macaw	-15.4	-55.8	9/17/03	261	3
macaw	-15.4	-55.8	9/18/03	262	3
macaw	-15.4	-55.8	9/20/03	264	1
macaw	10.3	-84.8	9/20/03	264	5
macaw	-15.4	-55.8	9/20/03	264	8
macaw	-15.4	-55.8	9/20/03	264	10
macaw	-16.5	-56.7	9/23/03	267	6
macaw	-15.5	-55.8	9/28/03	272	3
macaw	18.4	-66.1	10/1/03	275	1
macaw	21.7	-105.0	10/16/03	290	7
macaw	-22.7	-45.6	10/18/03	292	10
macaw	10.5	-83.5	10/28/03	302	5
macaw	2.9	-59.6	10/30/03	304	10
macaw	2.9	-59.5	10/31/03	305	10
macaw	-15.7	-51.8	11/1/03	306	1
macaw	-15.7	-51.8	11/1/03	306	9
macaw	-11.6	-50.6	11/1/03	306	9
macaw	-11.6	-50.6	11/2/03	307	9
macaw	10.4	-85.4	11/2/03	307	11
macaw	-19.2	-40.0	11/3/03	308	3
macaw	-19.2	-40.0	11/4/03	309	3
macaw	-15.5	-55.8	11/4/03	309	3
macaw	3.3	-59.3	11/4/03	309	8
macaw	3.3	-59.3	11/4/03	309	11
macaw	-9.9	-56.1	11/5/03	310	1
macaw	-19.2	-40.0	11/5/03	310	3
macaw	-9.9	-56.1	11/5/03	310	4
macaw	-9.9	-56.1	11/5/03	310	8
macaw	-9.9	-56.1	11/5/03	310	9
macaw	-9.9	-56.1	11/5/03	310	11
macaw	-9.6	-55.9	11/6/03	311	1
macaw	-19.2	-40.0	11/6/03	311	3
macaw	-9.6	-55.9	11/6/03	311	4
macaw	-9.6	-55.9	11/6/03	311	11
macaw	-9.6	-55.9	11/7/03	312	1
macaw	16.8	-93.1	11/7/03	312	7
macaw	-9.6	-55.9	11/7/03	312	8
macaw	-9.6	-55.9	11/7/03	312	11
macaw	-9.6	-55.9	11/8/03	313	1
macaw	-12.9	-71.4	11/8/03	313	4
macaw	-9.6	-55.9	11/8/03	313	11
macaw	-12.9	-71.4	11/9/03	314	4
macaw	-9.6	-55.9	11/9/03	314	8
macaw	-12.9	-71.4	11/9/03	314	8
macaw	-9.6	-55.9	11/9/03	314	11
macaw	-9.6	-55.9	11/10/03	315	1
macaw	-9.6	-55.9	11/10/03	315	4
macaw	-9.6	-55.9	11/10/03	315	8
macaw	-9.6	-55.9	11/10/03	315	9
macaw	-9.6	-55.9	11/10/03	315	11
macaw	-16.7	-56.9	11/11/03	316	6
macaw	-9.9	-56.1	11/11/03	316	8
macaw	-9.9	-56.1	11/11/03	316	11
macaw	-16.4	-56.6	11/14/03	319	6
macaw	-16.4	-56.6	11/14/03	319	12
macaw	-14.1	-47.6	11/15/03	320	1
macaw	-14.1	-47.6	11/15/03	320	10
macaw	-1.9	-77.8	11/21/03	326	1
macaw	-1.9	-77.8	11/21/03	326	4
macaw	-1.9	-77.8	11/21/03	326	11
macaw	-22.4	-43.0	11/23/03	328	3
macaw	-0.7	-76.4	12/3/03	338	11
macaw	-0.7	-76.4	12/4/03	339	1
macaw	-0.4	-76.8	12/5/03	340	4
macaw	23.4	-105.9	12/8/03	343	7
macaw	23.4	-105.9	12/9/03	344	7
macaw	23.4	-105.9	12/10/03	345	7
macaw	8.9	-83.5	12/12/03	347	11
macaw	24.4	-106.6	12/15/03	350	7
macaw	8.6	-83.5	12/17/03	352	11
macaw	25.7	-80.3	12/26/03	361	1
macaw	8.5	-83.4	12/26/03	361	11
macaw	7.8	-77.6	1/11/04	11	1
macaw	7.8	-77.6	1/11/04	11	4
macaw	7.8	-77.6	1/11/04	11	5
macaw	7.8	-77.6	1/12/04	12	1
macaw	7.8	-77.6	1/12/04	12	4
macaw	7.8	-77.6	1/12/04	12	5
macaw	7.8	-77.6	1/13/04	13	1
macaw	7.8	-77.6	1/13/04	13	4
macaw	10.4	-84.0	1/13/04	13	5
macaw	7.8	-77.6	1/13/04	13	5
macaw	7.9	-77.7	1/14/04	14	1
macaw	7.9	-77.7	1/14/04	14	4
macaw	7.9	-77.7	1/14/04	14	5
macaw	7.9	-77.7	1/15/04	15	5
macaw	10.4	-84.0	1/16/04	16	5
macaw	7.9	-77.7	1/16/04	16	5
macaw	7.8	-77.6	1/17/04	17	4
macaw	7.8	-77.6	1/17/04	17	5
macaw	7.8	-77.6	1/18/04	18	1
macaw	7.8	-77.6	1/18/04	18	4
macaw	7.8	-77.6	1/18/04	18	5
macaw	7.8	-77.6	1/18/04	18	8
macaw	9.8	-84.6	1/18/04	18	11
macaw	9.8	-84.6	1/18/04	18	11
macaw	9.8	-84.6	1/18/04	18	11
macaw	9.8	-84.6	1/19/04	19	11
macaw	21.5	-105.3	1/20/04	20	7
macaw	-24.0	-64.4	1/20/04	20	12
macaw	9.8	-84.6	1/21/04	21	11
macaw	9.8	-84.6	1/21/04	21	11
macaw	9.8	-84.6	1/21/04	21	11
macaw	9.8	-84.6	1/22/04	22	11
macaw	7.8	-77.6	1/31/04	31	1
macaw	7.8	-77.6	1/31/04	31	5
macaw	7.8	-77.6	2/1/04	31	4
macaw	7.8	-77.6	2/2/04	32	8
macaw	9.8	-84.6	2/8/04	38	11
macaw	9.8	-83.8	2/10/04	40	11
macaw	10.3	-85.3	2/10/04	40	11
macaw	9.4	-84.2	2/11/04	41	11
macaw	10.4	-85.4	2/12/04	42	11
macaw	8.7	-83.7	2/12/04	42	11
macaw	8.5	-83.6	2/13/04	43	11
macaw	23.4	-105.9	2/14/04	44	7
macaw	8.8	-83.6	2/14/04	44	11
macaw	21.6	-105.0	2/15/04	45	7
macaw	8.5	-83.6	2/17/04	47	11
macaw	10.4	-84.0	2/18/04	48	5
macaw	23.3	-106.0	2/18/04	48	7
macaw	9.8	-84.6	2/19/04	49	11
macaw	8.7	-83.3	2/19/04	49	11
macaw	-14.3	-40.2	2/23/04	53	3
macaw	5.2	-66.3	2/27/04	57	4
macaw	18.4	-66.1	2/28/04	58	1
macaw	5.2	-66.3	2/28/04	58	8
macaw	9.8	-84.6	2/28/04	58	11
macaw	5.2	-66.3	2/29/04	59	8
macaw	9.7	-84.7	2/29/04	59	11
macaw	5.2	-66.3	3/1/04	62	4
macaw	5.2	-66.3	3/2/04	63	4
macaw	10.4	-84.0	3/4/04	65	5
macaw	10.3	-84.8	3/7/04	68	11
macaw	21.6	-105.0	3/8/04	69	7
macaw	21.6	-105.0	3/8/04	69	7
macaw	9.8	-84.6	3/8/04	69	11
macaw	9.8	-84.6	3/9/04	70	11
macaw	-0.5	-76.1	3/10/04	71	4
macaw	8.7	-83.7	3/10/04	71	11
macaw	8.5	-83.6	3/12/04	73	11
macaw	-15.9	-47.9	3/13/04	74	9
macaw	9.7	-84.6	3/18/04	79	11
macaw	9.7	-84.7	3/20/04	81	11
macaw	-8.6	-35.2	3/28/04	89	10
macaw	-12.8	-69.3	3/29/04	90	11
macaw	-12.8	-69.3	3/30/04	91	8
macaw	-12.8	-69.3	3/30/04	91	11
macaw	-12.8	-69.3	3/31/04	92	1
macaw	-12.8	-69.3	3/31/04	92	4
macaw	-12.8	-69.3	4/1/04	92	8
macaw	-12.8	-69.3	4/1/04	92	11
macaw	-12.8	-69.3	4/3/04	94	1
macaw	-12.8	-69.3	4/3/04	94	4
macaw	-15.9	-47.9	4/3/04	94	9
macaw	-1.4	-48.4	4/21/04	112	4
macaw	-3.0	-58.6	4/23/04	114	9
macaw	11.0	-84.3	4/24/04	115	5
macaw	-3.0	-58.6	4/24/04	115	8
macaw	10.6	-61.2	4/26/04	117	9
macaw	11.0	-84.3	4/28/04	119	5
macaw	11.0	-84.3	4/29/04	120	5
macaw	10.3	-84.0	4/30/04	121	5
macaw	-4.4	-59.6	4/30/04	121	9
macaw	-4.4	-59.6	5/1/04	123	9
macaw	-4.4	-59.6	5/2/04	124	1
macaw	11.3	-84.3	5/2/04	124	5
macaw	11.1	-84.4	5/3/04	125	5
macaw	-4.4	-59.6	5/3/04	125	9
macaw	10.4	-85.3	5/3/04	125	11
macaw	9.8	-84.6	5/6/04	128	11
macaw	9.8	-84.6	5/7/04	129	11
macaw	23.4	-105.8	5/10/04	132	7
macaw	-10.4	-73.8	5/13/04	135	11
macaw	9.8	-84.6	5/14/04	136	11
macaw	9.8	-84.6	5/15/04	137	11
macaw	-15.9	-47.9	5/16/04	138	9
macaw	9.7	-84.6	5/16/04	138	11
macaw	25.7	-100.3	5/20/04	142	7
macaw	9.8	-84.6	5/21/04	143	11
macaw	9.7	-84.6	5/22/04	144	11
macaw	9.8	-84.6	5/22/04	144	11
macaw	9.8	-84.6	5/22/04	144	11
macaw	-10.3	-73.8	5/30/04	152	1
macaw	-10.3	-73.8	5/30/04	152	4
macaw	7.9	-77.7	6/2/04	154	5
macaw	7.9	-77.7	6/2/04	154	8
macaw	-4.3	-70.0	6/11/04	163	1
macaw	-4.3	-70.0	6/11/04	163	4
macaw	-4.3	-70.0	6/11/04	163	8
macaw	-4.3	-70.0	6/11/04	163	9
macaw	-4.3	-70.0	6/11/04	163	11
macaw	-2.9	-60.6	6/12/04	164	1
macaw	-2.9	-60.6	6/12/04	164	1
macaw	10.4	-61.0	6/12/04	164	9
macaw	-2.6	-60.7	6/14/04	166	11
macaw	-2.6	-60.7	6/14/04	166	11
macaw	8.5	-83.4	6/16/04	168	11
macaw	8.5	-83.4	6/16/04	168	11
macaw	10.3	-84.0	6/18/04	170	5
macaw	-23.8	-64.9	6/18/04	170	12
macaw	-0.4	-76.3	6/24/04	176	1
macaw	-0.4	-76.3	6/24/04	176	4
macaw	-0.4	-76.3	6/24/04	176	9
macaw	-0.4	-76.3	6/24/04	176	11
macaw	8.6	-83.7	6/26/04	178	11
macaw	-2.1	-60.0	6/28/04	180	11
macaw	20.4	-87.0	6/30/04	182	7
macaw	-3.3	-60.0	6/30/04	182	11
macaw	10.3	-84.0	7/6/04	189	5
macaw	10.5	-83.5	7/6/04	189	5
macaw	-0.4	-76.3	7/9/04	192	1
macaw	-0.4	-76.3	7/9/04	192	1
macaw	-0.4	-76.3	7/9/04	192	9
macaw	-0.4	-76.3	7/9/04	192	9
macaw	-0.4	-76.3	7/10/04	193	1
macaw	-0.4	-76.3	7/10/04	193	4
macaw	-0.4	-76.3	7/11/04	194	4
macaw	-0.4	-76.3	7/11/04	194	9
macaw	-0.4	-76.3	7/13/04	196	1
macaw	-0.4	-76.3	7/13/04	196	11
macaw	-0.4	-76.3	7/14/04	197	4
macaw	9.8	-84.6	7/14/04	197	11
macaw	23.1	-99.3	7/16/04	199	7
macaw	10.4	-67.8	7/17/04	200	7
macaw	10.3	-67.6	7/18/04	201	4
macaw	8.9	-68.1	7/19/04	202	4
macaw	8.9	-68.1	7/19/04	202	11
macaw	-10.2	-48.3	8/3/04	216	6
