COMMON NAME,LATITUDE,LONGITUDE,OBSERVATION DATE,SERIAL DATE,1=Black Kite // 2=Lesser Nighthawk
kite,32.9,-113.3,9/19/11,263,2
kite,33.5,-111.9,10/5/11,279,2
kite,33.4,-111.7,10/9/11,283,2
kite,33.5,-111.8,10/15/11,289,2
kite,33.9,-112.1,10/14/11,288,2
kite,33.4,-112.7,10/30/11,304,2
kite,33.4,-112.7,10/30/11,304,2
kite,33.5,-112.3,11/9/11,314,2
kite,33.6,-112.0,11/25/11,330,2
kite,33.2,-112.5,3/25/12,86,2
kite,33.5,-113.1,4/1/12,92,2
kite,33.5,-111.6,4/10/12,101,2
kite,33.5,-111.7,4/13/12,104,2
kite,33.5,-111.3,4/15/12,106,2
kite,33.5,-112.0,4/18/12,109,2
kite,33.4,-111.6,4/23/12,114,2
kite,33.8,-112.1,4/29/12,120,2
kite,33.5,-112.3,4/14/12,105,2
kite,33.5,-111.9,4/17/12,108,2
kite,33.5,-111.6,4/20/12,111,2
kite,33.7,-111.8,4/21/12,112,2
kite,33.5,-111.6,4/24/12,115,2
kite,33.5,-111.6,4/26/12,117,2
kite,33.5,-111.6,4/28/12,119,2
kite,33.3,-111.7,4/28/12,119,2
kite,33.4,-111.7,4/29/12,120,2
kite,33.5,-112.0,4/30/12,121,2
kite,33.5,-111.6,4/27/12,118,2
kite,33.5,-112.3,4/26/12,117,2
kite,33.5,-112.3,5/3/12,125,2
kite,33.5,-111.7,5/1/12,123,2
kite,33.5,-112.3,5/6/12,128,2
kite,33.5,-112.3,5/8/12,130,2
kite,33.6,-111.8,5/14/12,136,2
kite,33.5,-112.0,5/19/12,141,2
kite,33.3,-111.7,5/12/12,134,2
kite,33.6,-111.8,5/14/12,136,2
kite,33.5,-111.9,5/14/12,136,2
kite,33.3,-112.8,5/5/12,127,2
kite,33.9,-112.7,5/9/12,131,2
kite,33.4,-111.7,5/10/12,132,2
kite,33.5,-112.0,5/12/12,134,2
kite,33.7,-112.5,5/12/12,134,2
kite,33.5,-111.9,5/14/12,136,2
kite,33.5,-111.7,5/18/12,140,2
kite,33.3,-112.1,5/17/12,139,2
kite,33.3,-111.7,5/12/12,134,2
kite,33.4,-112.3,5/27/12,149,2
kite,33.4,-112.3,5/27/12,149,2
kite,32.9,-112.8,5/26/12,148,2
kite,32.9,-112.8,5/26/12,148,2
kite,33.3,-112.7,5/30/12,152,2
kite,33.3,-112.7,5/30/12,152,2
kite,33.3,-112.7,5/30/12,152,2
kite,33.5,-111.9,5/30/12,152,2
kite,33.4,-111.7,5/31/12,153,2
kite,33.5,-112.0,5/9/12,131,2
kite,33.5,-111.6,6/7/12,159,2
kite,33.9,-112.1,6/5/12,157,2
kite,33.5,-111.6,6/9/12,161,2
kite,33.8,-112.1,6/29/12,181,2
kite,33.8,-111.9,6/10/12,162,2
kite,33.5,-111.6,6/12/12,164,2
kite,33.8,-112.1,6/10/12,162,2
kite,33.5,-111.7,6/16/12,168,2
kite,33.5,-111.9,6/16/12,168,2
kite,33.9,-112.7,6/1/12,153,2
kite,33.5,-111.7,6/2/12,154,2
kite,33.9,-111.5,6/22/12,174,2
kite,33.7,-112.5,6/15/12,167,2
kite,33.6,-111.8,7/13/12,196,2
kite,33.3,-112.0,7/15/12,198,2
kite,33.3,-112.0,7/17/12,200,2
kite,33.3,-112.0,7/18/12,201,2
kite,33.8,-112.1,7/14/12,197,2
kite,33.8,-112.1,7/13/12,196,2
kite,33.8,-112.1,7/6/12,189,2
kite,33.7,-112.2,7/3/12,186,2
kite,33.4,-112.7,7/4/12,187,2
kite,33.6,-111.7,7/11/12,194,2
kite,33.3,-112.0,7/24/12,207,2
kite,33.2,-111.8,7/27/12,210,2
kite,33.4,-112.8,7/27/12,210,2
kite,33.6,-111.9,8/27/12,240,2
kite,33.5,-112.4,8/4/12,217,2
kite,33.9,-112.3,8/19/12,232,2
kite,33.8,-112.1,8/18/12,231,2
kite,33.3,-111.8,8/24/12,237,2
kite,33.5,-111.9,8/24/12,237,2
kite,33.5,-112.3,9/13/12,257,2
kite,33.3,-112.4,9/16/12,260,2
kite,33.5,-112.3,9/15/12,259,2
kite,33.1,-113.0,9/13/12,257,2
kite,33.5,-112.3,9/23/12,267,2
kite,33.7,-112.2,9/23/12,267,2
kite,32.9,-113.3,9/19/12,263,2
kite,33.5,-111.9,9/30/12,274,2
kite,33.3,-112.0,9/4/12,248,2
kite,33.5,-111.9,10/2/12,276,2
kite,33.5,-112.3,10/5/12,279,2
kite,33.7,-111.9,10/10/12,284,2
kite,33.2,-111.8,10/11/12,285,2
kite,33.6,-112.3,10/17/12,291,2
kite,33.4,-111.7,10/24/12,298,2
kite,33.5,-112.3,10/24/12,298,2
kite,33.4,-112.3,11/23/12,328,2
kite,36.2,-114.0,8/15/85,228,2
kite,35.1,-114.6,6/12/91,164,2
kite,34.5,-114.3,6/6/95,158,2
kite,34.5,-114.3,6/7/95,159,2
kite,34.3,-114.0,5/5/98,127,2
kite,35.2,-114.1,7/30/00,213,2
kite,35.2,-114.1,7/10/00,193,2
kite,35.2,-114.1,8/10/00,223,2
kite,34.8,-114.5,5/31/01,153,2
kite,34.8,-114.5,5/21/01,143,2
kite,34.8,-114.5,5/28/01,150,2
kite,34.8,-114.5,5/29/01,151,2
kite,34.8,-114.5,5/30/01,152,2
kite,34.3,-114.0,6/20/01,172,2
kite,34.3,-114.0,6/21/01,173,2
kite,34.3,-114.0,6/19/01,171,2
kite,34.3,-114.0,6/20/01,172,2
kite,34.3,-114.0,6/21/01,173,2
kite,34.8,-114.5,6/22/01,174,2
kite,34.8,-114.5,6/1/01,153,2
kite,34.8,-114.5,6/8/01,160,2
kite,34.8,-114.5,6/27/01,179,2
kite,34.8,-114.5,6/28/01,180,2
kite,34.8,-114.5,6/19/01,171,2
kite,34.8,-114.5,6/20/01,172,2
kite,34.8,-114.5,6/16/01,168,2
kite,34.8,-114.5,7/4/01,187,2
kite,34.8,-114.5,7/10/01,193,2
kite,34.8,-114.5,7/17/01,200,2
kite,34.8,-114.5,7/23/01,206,2
kite,34.8,-114.5,8/3/01,216,2
kite,34.8,-114.5,8/8/01,221,2
kite,34.3,-114.0,9/19/01,263,2
kite,34.3,-114.0,3/27/02,88,2
kite,34.5,-114.4,6/11/02,163,2
kite,34.3,-114.1,6/15/02,167,2
kite,35.2,-114.1,7/30/02,213,2
kite,35.2,-114.1,7/10/02,193,2
kite,34.3,-114.1,7/24/02,207,2
kite,35.2,-114.1,8/10/02,223,2
kite,34.5,-114.3,9/6/02,250,2
kite,34.5,-114.3,9/6/02,250,2
kite,34.6,-113.8,5/26/03,148,2
kite,34.7,-114.3,6/27/03,179,2
kite,35.2,-114.1,7/10/03,193,2
kite,35.2,-114.1,7/20/03,203,2
kite,34.3,-114.0,7/10/03,193,2
kite,34.3,-114.0,7/11/03,194,2
kite,34.3,-114.0,7/16/03,199,2
kite,34.3,-114.0,7/13/03,196,2
kite,34.3,-114.0,7/17/03,200,2
kite,34.3,-114.0,7/18/03,201,2
kite,34.7,-114.5,4/6/04,97,2
kite,34.8,-114.6,5/11/04,133,2
kite,34.7,-114.3,6/5/04,157,2
kite,35.2,-114.1,7/10/04,193,2
kite,34.3,-114.0,7/22/04,205,2
kite,34.8,-114.5,5/10/05,132,2
kite,34.7,-114.5,6/18/05,170,2
kite,34.7,-114.5,6/25/05,177,2
kite,34.7,-114.5,6/26/05,178,2
kite,34.7,-114.5,6/11/05,163,2
kite,36.9,-114.0,7/8/05,191,2
kite,34.7,-114.5,7/14/05,197,2
kite,34.7,-114.5,7/30/05,213,2
kite,34.7,-114.3,7/15/05,198,2
kite,34.3,-114.0,7/21/05,204,2
kite,35.0,-114.4,8/28/05,241,2
kite,34.7,-114.5,9/20/05,264,2
kite,34.7,-114.5,9/18/05,262,2
kite,34.8,-114.2,5/28/06,150,2
kite,34.4,-114.2,5/6/06,128,2
kite,34.3,-114.0,7/13/06,196,2
kite,34.3,-114.0,7/11/06,194,2
kite,34.3,-114.1,8/10/06,223,2
kite,34.5,-114.4,9/17/06,261,2
kite,34.8,-114.5,4/20/07,111,2
kite,35.1,-114.6,4/16/07,107,2
kite,34.8,-114.6,5/4/07,126,2
kite,34.8,-114.5,5/4/07,126,2
kite,35.1,-114.6,5/12/07,134,2
kite,34.3,-114.0,6/20/07,172,2
kite,34.3,-114.0,6/21/07,173,2
kite,34.3,-114.0,6/19/07,171,2
kite,34.3,-114.0,6/20/07,172,2
kite,34.7,-114.3,6/23/07,175,2
kite,34.7,-114.5,6/28/07,180,2
kite,35.1,-114.6,7/21/07,204,2
kite,34.7,-114.3,7/24/07,207,2
kite,34.7,-114.3,7/27/07,210,2
kite,34.3,-114.0,7/12/07,195,2
kite,35.1,-114.6,8/29/07,242,2
kite,35.5,-113.4,8/5/07,218,2
kite,34.8,-114.5,8/22/07,235,2
kite,34.3,-114.0,4/13/08,104,2
kite,34.3,-114.0,5/6/08,128,2
kite,34.7,-114.3,6/15/08,167,2
kite,34.7,-114.3,6/21/08,173,2
kite,34.3,-114.0,7/10/08,193,2
kite,34.3,-114.0,7/9/08,192,2
kite,34.3,-114.0,7/9/08,192,2
kite,34.3,-114.0,7/8/08,191,2
kite,34.3,-114.0,7/8/08,191,2
kite,34.7,-114.3,8/27/08,240,2
kite,34.7,-114.3,8/31/08,244,2
kite,34.7,-114.3,8/10/08,223,2
kite,34.6,-114.3,8/18/08,231,2
kite,34.7,-114.3,8/21/08,234,2
kite,34.7,-114.3,8/17/08,230,2
kite,34.7,-114.3,8/23/08,236,2
kite,34.7,-114.3,8/24/08,237,2
kite,34.3,-114.1,10/10/08,284,2
kite,36.1,-114.7,4/19/09,110,2
kite,34.5,-114.4,4/24/09,115,2
kite,34.5,-114.4,4/24/09,115,2
kite,34.8,-114.6,5/30/09,152,2
kite,34.7,-114.5,5/9/09,131,2
kite,34.8,-114.5,5/1/09,123,2
kite,34.7,-114.3,5/7/09,129,2
kite,34.7,-114.3,5/23/09,145,2
kite,34.5,-114.4,6/10/09,162,2
kite,34.7,-114.3,6/14/09,166,2
kite,34.3,-114.0,7/16/09,199,2
kite,34.3,-114.0,7/14/09,197,2
kite,34.3,-114.0,7/15/09,198,2
kite,34.3,-114.0,7/23/09,206,2
kite,34.3,-114.1,7/16/09,199,2
kite,34.3,-114.1,7/15/09,198,2
kite,34.7,-114.3,7/18/09,201,2
kite,34.7,-114.3,7/25/09,208,2
kite,34.7,-114.3,8/9/09,222,2
kite,34.7,-114.3,8/28/09,241,2
kite,34.7,-114.3,8/17/09,230,2
kite,34.6,-113.6,8/11/09,224,2
kite,34.7,-114.3,8/19/09,232,2
kite,34.7,-114.3,8/24/09,237,2
kite,34.7,-114.3,8/19/09,232,2
kite,34.7,-114.3,9/1/09,245,2
kite,34.7,-114.3,9/11/09,255,2
kite,36.1,-114.5,4/24/10,115,2
kite,34.5,-114.3,4/14/10,105,2
kite,34.5,-114.3,4/5/10,96,2
kite,34.5,-114.3,5/15/10,137,2
kite,34.3,-114.0,5/31/10,153,2
kite,34.5,-114.4,5/8/10,130,2
kite,34.5,-114.4,5/14/10,136,2
kite,34.5,-114.3,5/29/10,151,2
kite,34.5,-114.4,5/4/10,126,2
kite,34.5,-114.4,5/9/10,131,2
kite,34.5,-114.4,5/10/10,132,2
kite,34.9,-114.6,5/24/10,146,2
kite,34.6,-114.4,5/12/10,134,2
kite,34.3,-114.0,6/9/10,161,2
kite,34.3,-114.0,6/1/10,153,2
kite,34.6,-114.4,6/5/10,157,2
kite,34.5,-114.3,6/11/10,163,2
kite,34.5,-114.4,6/12/10,164,2
kite,34.3,-114.0,6/24/10,176,2
kite,34.3,-114.0,6/23/10,175,2
kite,34.5,-114.3,6/11/10,163,2
kite,34.5,-114.4,6/12/10,164,2
kite,34.3,-114.0,6/24/10,176,2
kite,34.3,-114.0,6/24/10,176,2
kite,34.3,-114.0,6/23/10,175,2
kite,34.3,-114.0,6/22/10,174,2
kite,34.3,-114.0,6/23/10,175,2
kite,34.3,-114.0,7/26/10,209,2
kite,34.3,-114.0,7/26/10,209,2
kite,34.3,-114.0,7/27/10,210,2
kite,34.3,-114.0,7/27/10,210,2
kite,34.3,-114.1,7/28/10,211,2
kite,34.3,-114.0,7/28/10,211,2
kite,34.3,-114.0,7/28/10,211,2
kite,34.3,-114.0,7/27/10,210,2
kite,34.7,-114.3,7/4/10,187,2
kite,34.3,-114.0,7/15/10,198,2
kite,34.7,-114.3,8/8/10,221,2
kite,34.8,-114.5,8/30/10,243,2
kite,34.7,-114.3,8/21/10,234,2
kite,34.7,-114.3,8/14/10,227,2
kite,34.7,-114.3,8/28/10,241,2
kite,34.6,-114.4,9/11/10,255,2
kite,34.6,-114.4,9/3/10,247,2
kite,34.5,-114.4,9/13/10,257,2
kite,34.5,-114.3,9/8/10,252,2
kite,34.3,-114.1,3/22/11,83,2
kite,34.3,-114.1,3/22/11,83,2
kite,34.5,-114.3,3/15/11,76,2
kite,34.5,-114.3,3/15/11,76,2
kite,34.5,-114.4,4/20/11,111,2
kite,34.5,-114.4,4/25/11,116,2
kite,34.5,-114.4,4/5/11,96,2
kite,34.3,-114.1,4/28/11,119,2
kite,34.5,-114.4,4/29/11,120,2
kite,34.5,-114.4,4/5/11,96,2
kite,34.5,-114.4,4/26/11,117,2
kite,34.5,-114.4,4/26/11,117,2
kite,35.0,-114.6,5/2/11,124,2
kite,34.5,-114.4,5/4/11,126,2
kite,34.5,-114.4,5/9/11,131,2
kite,34.9,-114.5,5/10/11,132,2
kite,34.9,-114.5,5/3/11,125,2
kite,34.8,-114.5,5/14/11,136,2
kite,34.5,-114.4,5/18/11,140,2
kite,34.5,-114.4,5/18/11,140,2
kite,34.3,-114.1,5/12/11,134,2
kite,34.5,-114.4,5/25/11,147,2
kite,34.8,-114.5,5/7/11,129,2
kite,34.8,-114.5,5/7/11,129,2
kite,34.5,-114.4,5/9/11,131,2
kite,34.8,-114.5,5/13/11,135,2
kite,34.5,-114.4,5/11/11,133,2
kite,34.8,-114.5,5/10/11,132,2
kite,34.8,-114.5,5/10/11,132,2
kite,34.3,-114.1,5/14/11,136,2
kite,34.5,-114.4,5/19/11,141,2
kite,34.8,-114.5,5/26/11,148,2
kite,34.8,-114.5,5/13/11,135,2
kite,34.8,-114.5,5/14/11,136,2
kite,34.8,-114.5,5/26/11,148,2
kite,34.8,-114.5,5/7/11,129,2
kite,34.5,-114.4,6/8/11,160,2
kite,34.3,-114.0,6/8/11,160,2
kite,34.3,-114.0,6/17/11,169,2
kite,34.8,-114.6,6/20/11,172,2
kite,34.3,-114.0,6/22/11,174,2
kite,34.8,-114.6,6/23/11,175,2
kite,34.3,-114.0,6/22/11,174,2
kite,34.8,-114.5,6/16/11,168,2
kite,34.8,-114.5,6/30/11,182,2
kite,34.8,-114.5,6/2/11,154,2
kite,34.5,-114.4,6/2/11,154,2
kite,34.3,-114.0,6/13/11,165,2
kite,34.3,-114.0,6/13/11,165,2
kite,34.7,-114.3,6/14/11,166,2
kite,34.8,-114.5,6/30/11,182,2
kite,34.8,-114.5,6/2/11,154,2
kite,34.8,-114.6,6/20/11,172,2
kite,34.8,-114.6,6/23/11,175,2
kite,34.8,-114.5,6/30/11,182,2
kite,34.8,-114.6,7/9/11,192,2
kite,34.8,-114.6,7/9/11,192,2
kite,34.8,-114.5,7/9/11,192,2
kite,34.5,-114.4,7/6/11,189,2
kite,34.8,-114.5,7/11/11,194,2
kite,34.8,-114.5,7/11/11,194,2
kite,34.3,-114.1,7/12/11,195,2
kite,34.3,-114.0,7/12/11,195,2
kite,34.3,-114.1,7/12/11,195,2
kite,34.3,-114.0,7/12/11,195,2
kite,34.8,-114.5,7/9/11,192,2
kite,34.5,-114.4,7/26/11,209,2
kite,34.7,-114.3,7/24/11,207,2
kite,34.7,-114.3,7/24/11,207,2
kite,34.8,-114.5,7/22/11,205,2
kite,34.7,-114.3,7/3/11,186,2
kite,34.3,-114.1,7/14/11,197,2
kite,34.8,-114.5,7/14/11,197,2
kite,34.8,-114.5,7/22/11,205,2
kite,34.5,-114.4,7/30/11,213,2
kite,34.5,-114.4,7/30/11,213,2
kite,34.3,-114.0,7/31/11,214,2
kite,34.8,-114.5,7/11/11,194,2
kite,34.8,-114.5,7/14/11,197,2
kite,34.8,-114.5,8/2/11,215,2
kite,34.3,-114.0,8/8/11,221,2
kite,34.7,-114.3,8/4/11,217,2
kite,34.3,-114.0,8/11/11,224,2
kite,34.8,-114.5,8/11/11,224,2
kite,34.8,-114.5,8/18/11,231,2
kite,34.8,-114.5,8/30/11,243,2
kite,34.8,-114.5,8/2/11,215,2
kite,34.5,-114.4,8/4/11,217,2
kite,34.3,-114.0,8/5/11,218,2
kite,34.5,-114.4,8/4/11,217,2
kite,34.3,-114.0,8/6/11,219,2
kite,34.3,-114.0,8/12/11,225,2
kite,34.8,-114.5,8/11/11,224,2
kite,34.7,-114.3,8/17/11,230,2
kite,34.8,-114.5,8/18/11,231,2
kite,34.8,-114.5,8/25/11,238,2
kite,34.7,-114.3,8/27/11,240,2
kite,34.8,-114.5,8/25/11,238,2
kite,34.3,-114.0,8/25/11,238,2
kite,34.8,-114.5,8/30/11,243,2
kite,34.3,-114.1,8/31/11,244,2
kite,34.5,-114.4,9/4/11,248,2
kite,34.3,-114.0,9/5/11,249,2
kite,34.5,-114.4,9/9/11,253,2
kite,34.5,-114.4,9/9/11,253,2
kite,34.5,-114.4,9/10/11,254,2
kite,34.5,-114.4,9/12/11,256,2
kite,34.5,-114.4,9/12/11,256,2
kite,34.8,-114.5,9/8/11,252,2
kite,34.5,-114.4,9/2/11,246,2
kite,34.5,-114.4,9/10/11,254,2
kite,34.5,-114.4,9/10/11,254,2
kite,34.5,-114.4,9/5/11,249,2
kite,34.8,-114.5,9/8/11,252,2
kite,34.5,-114.4,9/5/11,249,2
kite,34.5,-114.4,9/10/11,254,2
kite,34.5,-114.4,9/10/11,254,2
kite,34.5,-114.4,9/11/11,255,2
kite,34.5,-114.4,9/11/11,255,2
kite,34.5,-114.4,9/10/11,254,2
kite,34.5,-114.4,9/14/11,258,2
kite,34.5,-114.4,9/2/11,246,2
kite,34.5,-114.4,10/16/11,290,2
kite,34.5,-114.4,10/16/11,290,2
kite,34.7,-114.3,11/25/11,330,2
kite,34.7,-114.3,11/25/11,330,2
kite,34.5,-114.3,4/3/12,94,2
kite,34.5,-114.3,4/3/12,94,2
kite,34.5,-114.3,4/15/12,106,2
kite,34.5,-114.3,4/15/12,106,2
kite,34.5,-114.3,4/25/12,116,2
kite,34.5,-113.5,4/28/12,119,2
kite,34.5,-113.5,4/28/12,119,2
kite,34.5,-114.3,4/2/12,93,2
kite,34.5,-114.3,4/3/12,94,2
kite,34.7,-114.5,4/17/12,108,2
kite,34.5,-114.4,4/15/12,106,2
kite,34.5,-114.4,4/15/12,106,2
kite,34.5,-114.4,4/23/12,114,2
kite,34.8,-114.5,5/5/12,127,2
kite,34.7,-114.3,5/25/12,147,2
kite,34.8,-114.5,5/1/12,123,2
kite,34.5,-114.4,5/5/12,127,2
kite,34.7,-114.3,5/6/12,128,2
kite,34.7,-114.3,5/10/12,132,2
kite,34.6,-114.4,5/12/12,134,2
kite,34.3,-114.1,5/19/12,141,2
kite,34.3,-114.1,5/1/12,123,2
kite,34.7,-114.3,5/27/12,149,2
kite,35.0,-114.4,5/16/12,138,2
kite,34.7,-114.3,5/31/12,153,2
kite,34.7,-114.3,6/6/12,158,2
kite,34.8,-114.5,6/13/12,165,2
kite,34.8,-114.5,6/13/12,165,2
kite,34.3,-114.0,6/8/12,160,2
kite,34.3,-114.0,6/25/12,177,2
kite,34.8,-114.5,6/22/12,174,2
kite,34.8,-114.5,6/22/12,174,2
kite,37.0,-113.7,6/13/12,165,2
kite,34.3,-114.0,7/15/12,198,2
kite,34.7,-114.3,7/12/12,195,2
kite,34.3,-114.0,7/16/12,199,2
kite,34.3,-114.0,7/19/12,202,2
kite,34.8,-114.5,7/21/12,204,2
kite,34.8,-114.5,7/21/12,204,2
kite,34.8,-114.5,7/19/12,202,2
kite,34.8,-114.5,7/19/12,202,2
kite,34.7,-114.3,7/22/12,205,2
kite,34.7,-114.3,7/1/12,184,2
kite,34.8,-114.5,7/3/12,186,2
kite,34.8,-114.5,7/3/12,186,2
kite,34.7,-114.3,7/8/12,191,2
kite,34.5,-114.4,7/12/12,195,2
kite,34.7,-114.3,7/25/12,208,2
kite,34.5,-114.4,8/6/12,219,2
kite,34.8,-114.5,8/6/12,219,2
kite,34.9,-114.5,8/10/12,223,2
kite,34.7,-114.3,8/12/12,225,2
kite,34.8,-114.5,8/7/12,220,2
kite,34.8,-114.5,8/7/12,220,2
kite,34.8,-114.5,8/17/12,230,2
kite,34.8,-114.5,8/17/12,230,2
kite,34.7,-114.3,9/15/12,259,2
kite,34.7,-114.3,9/23/12,267,2
kite,34.7,-114.3,9/25/12,269,2
kite,34.5,-114.4,10/13/12,287,2
kite,34.5,-114.4,10/13/12,287,2
kite,31.9,-113.0,6/28/57,180,2
kite,32.0,-112.9,9/29/66,273,2
kite,32.0,-112.8,6/23/67,175,2
kite,31.9,-113.0,8/16/67,229,2
kite,32.0,-113.0,5/7/70,129,2
kite,31.7,-110.9,5/23/70,145,2
kite,32.2,-111.1,5/30/70,152,2
kite,32.3,-110.8,6/26/70,178,2
kite,32.2,-111.0,5/17/71,139,2
kite,31.7,-111.3,6/15/71,167,2
kite,31.6,-111.3,4/10/72,101,2
kite,31.8,-110.9,5/25/75,147,2
kite,32.3,-110.8,10/6/75,280,2
kite,32.3,-111.0,9/19/80,263,2
kite,32.3,-111.0,10/20/80,294,2
kite,32.0,-112.8,4/19/81,110,2
kite,32.3,-111.0,8/22/81,235,2
kite,31.8,-111.0,8/8/81,221,2
kite,32.3,-111.0,10/24/81,298,2
kite,32.3,-111.1,5/27/82,149,2
kite,31.9,-111.9,6/13/82,165,2
kite,32.3,-111.1,6/27/82,179,2
kite,31.8,-111.0,7/17/82,200,2
kite,32.3,-111.1,7/13/82,196,2
kite,31.9,-110.9,8/3/82,216,2
kite,32.2,-111.2,6/6/84,158,2
kite,32.2,-111.2,7/6/84,189,2
kite,32.3,-111.0,5/10/85,132,2
kite,32.3,-110.9,6/1/85,153,2
kite,32.2,-111.0,7/15/85,198,2
kite,32.2,-111.2,4/20/86,111,2
kite,31.7,-111.4,5/31/86,153,2
kite,32.3,-110.8,6/7/86,159,2
kite,31.8,-110.9,6/14/86,166,2
kite,31.9,-111.0,8/27/86,240,2
kite,32.0,-112.8,7/16/87,199,2
kite,32.4,-111.3,4/21/88,112,2
kite,32.4,-111.0,7/2/88,185,2
kite,31.8,-110.9,7/5/88,188,2
kite,31.9,-111.0,8/6/88,219,2
kite,31.9,-111.0,8/6/88,219,2
kite,32.3,-111.0,4/28/89,119,2
kite,31.8,-110.9,5/14/89,136,2
kite,32.0,-112.8,5/13/89,135,2
kite,31.8,-110.9,5/21/89,143,2
kite,32.4,-111.3,6/20/89,172,2
kite,31.8,-110.9,6/30/89,182,2
kite,31.8,-110.9,6/27/89,179,2
kite,31.7,-110.9,9/4/89,248,2
kite,32.2,-110.8,10/12/89,286,2
kite,31.8,-110.9,5/28/90,150,2
kite,32.3,-110.9,6/9/90,161,2
kite,31.7,-110.9,7/23/90,206,2
kite,32.1,-111.0,8/1/90,214,2
kite,32.3,-111.0,9/27/90,271,2
kite,32.3,-111.0,10/2/90,276,2
kite,31.8,-110.8,5/31/91,153,2
kite,32.3,-110.8,5/10/91,132,2
kite,32.3,-110.8,5/10/91,132,2
kite,31.7,-110.9,5/29/91,151,2
kite,31.7,-111.4,5/12/91,134,2
kite,31.8,-110.8,7/11/91,194,2
kite,32.3,-111.0,7/17/91,200,2
kite,32.4,-110.9,7/28/91,211,2
kite,32.3,-111.0,9/15/91,259,2
kite,31.8,-110.9,5/25/92,147,2
kite,31.8,-110.8,5/27/92,149,2
kite,31.8,-110.9,5/16/92,138,2
kite,31.9,-111.0,5/26/92,148,2
kite,31.8,-110.9,5/23/92,145,2
kite,31.9,-111.0,7/13/92,196,2
kite,31.8,-110.9,8/1/92,214,2
kite,32.3,-111.0,8/17/92,230,2
kite,32.3,-111.2,8/16/92,229,2
kite,32.4,-110.9,8/1/92,214,2
kite,32.3,-111.2,8/16/92,229,2
kite,32.3,-111.0,8/17/92,230,2
kite,31.8,-110.6,4/23/93,114,2
kite,32.3,-111.2,5/2/93,124,2
kite,31.8,-110.9,5/15/93,137,2
kite,32.2,-111.1,5/22/93,144,2
kite,31.8,-110.9,5/13/93,135,2
kite,32.2,-110.9,5/13/93,135,2
kite,32.3,-111.2,6/6/93,158,2
kite,31.7,-110.9,6/9/93,161,2
kite,31.7,-110.9,6/30/93,182,2
kite,32.2,-111.2,6/8/93,160,2
kite,31.7,-110.9,7/4/93,187,2
kite,32.2,-110.7,7/8/93,191,2
kite,32.2,-110.7,7/18/93,201,2
kite,32.3,-111.2,7/25/93,208,2
kite,32.2,-110.7,7/11/93,194,2
kite,32.2,-110.7,7/13/93,196,2
kite,32.2,-110.7,7/16/93,199,2
kite,32.3,-111.0,7/31/93,214,2
kite,31.8,-110.9,7/10/93,193,2
kite,32.2,-110.7,8/5/93,218,2
kite,31.7,-110.9,8/14/93,227,2
kite,32.2,-110.7,9/4/93,248,2
kite,32.5,-111.3,10/9/93,283,2
kite,31.8,-110.9,4/15/94,106,2
kite,31.8,-110.9,5/1/94,123,2
kite,32.3,-110.7,5/13/94,135,2
kite,32.3,-110.7,5/15/94,137,2
kite,32.3,-110.7,5/27/94,149,2
kite,31.7,-110.9,5/14/94,136,2
kite,32.3,-110.7,5/30/94,152,2
kite,32.2,-110.7,5/14/94,136,2
kite,32.4,-110.9,5/17/94,139,2
kite,32.3,-110.7,6/17/94,169,2
kite,31.7,-110.9,6/5/94,157,2
kite,31.8,-110.9,7/9/94,192,2
kite,31.7,-110.9,7/1/94,184,2
kite,32.1,-111.0,7/18/94,201,2
kite,32.3,-110.7,7/24/94,207,2
kite,32.2,-110.7,7/24/94,207,2
kite,31.8,-110.8,7/3/94,186,2
kite,32.2,-111.2,7/4/94,187,2
kite,32.2,-111.2,7/16/94,199,2
kite,32.2,-111.2,7/2/94,185,2
kite,32.2,-110.7,8/13/94,226,2
kite,32.2,-110.7,8/19/94,232,2
kite,32.2,-111.2,8/20/94,233,2
kite,32.3,-110.7,4/30/95,121,2
kite,31.7,-110.9,4/29/95,120,2
kite,32.3,-110.7,4/26/95,117,2
kite,31.7,-111.0,5/27/95,149,2
kite,32.3,-110.7,5/5/95,127,2
kite,31.7,-110.9,5/10/95,132,2
kite,32.2,-110.7,5/26/95,148,2
kite,32.4,-111.0,5/13/95,135,2
kite,32.3,-110.7,6/10/95,162,2
kite,32.3,-110.7,7/14/95,197,2
kite,32.3,-110.7,7/30/95,213,2
kite,32.3,-110.7,7/18/95,201,2
kite,32.3,-110.7,7/22/95,205,2
kite,32.2,-111.1,8/1/95,214,2
kite,32.3,-110.7,4/21/96,112,2
kite,32.2,-110.8,4/19/96,110,2
kite,31.9,-111.0,5/30/96,152,2
kite,31.7,-110.9,5/27/96,149,2
kite,32.5,-111.3,5/11/96,133,2
kite,31.7,-110.9,6/9/96,161,2
kite,32.3,-110.7,6/30/96,182,2
kite,32.3,-110.7,6/2/96,154,2
kite,32.3,-111.0,6/15/96,167,2
kite,32.3,-111.1,6/23/96,175,2
kite,31.8,-110.8,7/26/96,209,2
kite,32.3,-110.7,7/27/96,210,2
kite,32.2,-110.7,7/5/96,188,2
kite,32.3,-110.7,7/26/96,209,2
kite,32.3,-110.7,7/26/96,209,2
kite,32.3,-111.1,8/10/96,223,2
kite,32.3,-110.7,8/4/96,217,2
kite,32.3,-110.7,8/18/96,231,2
