COMMON NAME,LATITUDE,LONGITUDE,OBSERVATION DATE,SERIAL DATE,1=Black Kite // 2=Lesser Nighthawk
kite,54.6,13.7,6/29/08,181,1
kite,53.6,12.4,7/23/12,206,1
kite,52.5,9.3,6/9/01,161,1
kite,52.3,10.7,5/30/10,152,1
kite,52.3,10.5,6/22/11,174,1
kite,53.0,10.6,6/23/11,175,1
kite,51.0,6.9,7/14/93,197,1
kite,51.3,6.8,10/6/10,280,1
kite,51.1,7.0,7/10/11,193,1
kite,52.0,8.8,4/13/12,104,1
kite,51.2,6.7,8/13/12,226,1
kite,49.9,8.3,4/26/76,117,1
kite,49.4,7.5,8/25/93,238,1
kite,50.0,6.5,4/17/94,108,1
kite,49.3,7.4,4/3/98,94,1
kite,49.4,7.7,5/1/00,123,1
kite,49.8,8.4,5/2/08,124,1
kite,50.2,7.2,6/25/10,177,1
kite,50.1,7.2,6/25/10,177,1
kite,50.0,8.2,6/23/12,175,1
kite,54.4,10.3,5/15/03,137,1
kite,54.5,11.0,6/11/11,163,1
kite,49.3,7.3,4/8/12,99,1
kite,51.2,12.3,5/22/12,144,1
kite,56.2,10.2,7/17/02,200,1
kite,24.4,32.9,3/1/97,62,1
kite,24.1,32.9,10/27/00,301,1
kite,24.1,32.9,10/24/00,298,1
kite,24.1,32.9,10/25/00,299,1
kite,24.1,32.9,4/4/02,95,1
kite,24.1,32.9,10/9/02,283,1
kite,25.0,32.9,10/10/02,284,1
kite,24.1,32.9,10/20/03,294,1
kite,24.1,32.9,2/5/05,35,1
kite,24.1,32.9,3/15/06,76,1
kite,24.1,32.9,3/27/06,88,1
kite,22.3,31.6,12/23/07,358,1
kite,24.1,32.9,3/13/11,74,1
kite,22.4,31.6,3/14/11,75,1
kite,22.4,31.6,3/11/12,72,1
kite,22.4,31.6,3/10/12,71,1
kite,22.4,31.6,3/12/12,73,1
kite,27.4,33.7,10/15/02,289,1
kite,27.2,33.8,10/13/02,287,1
kite,27.2,33.8,10/17/02,291,1
kite,27.4,33.7,10/14/02,288,1
kite,27.2,33.8,11/14/05,319,1
kite,24.4,35.2,3/14/12,75,1
kite,30.6,30.1,2/21/92,51,1
kite,30.0,31.3,8/8/87,221,1
kite,30.1,31.2,7/10/97,193,1
kite,30.0,31.2,8/20/12,233,1
kite,29.8,31.2,10/18/02,292,1
kite,30.0,31.2,10/19/02,293,1
kite,29.5,31.1,1/25/08,25,1
kite,30.0,31.2,3/5/10,66,1
kite,30.0,31.2,5/12/10,134,1
kite,30.0,31.2,5/12/10,134,1
kite,29.9,31.2,3/6/12,67,1
kite,30.0,31.1,4/3/12,94,1
kite,28.2,34.4,12/3/00,338,1
kite,27.9,34.3,12/7/00,342,1
kite,27.9,34.3,12/5/00,340,1
kite,27.9,34.3,12/4/00,339,1
kite,27.9,34.3,12/3/00,338,1
kite,27.9,34.3,10/16/07,290,1
kite,27.9,34.4,9/30/09,274,1
kite,27.9,34.4,10/9/09,283,1
kite,27.9,34.3,10/15/09,289,1
kite,28.5,34.0,3/26/10,87,1
kite,27.9,34.3,3/11/10,72,1
kite,27.9,34.3,4/14/10,105,1
kite,25.8,32.7,8/10/87,223,1
kite,25.8,32.8,2/3/02,33,1
kite,25.7,32.6,3/30/02,91,1
kite,25.7,32.6,10/8/02,282,1
kite,25.7,32.6,10/12/02,286,1
kite,25.7,32.6,10/12/02,286,1
kite,25.7,32.6,2/12/03,42,1
kite,25.7,32.6,4/6/03,97,1
kite,25.7,32.6,3/12/06,73,1
kite,25.7,32.6,3/15/11,76,1
kite,25.7,32.6,3/16/11,77,1
kite,25.7,32.6,3/10/11,71,1
kite,25.7,32.6,3/10/11,71,1
kite,25.7,32.6,3/11/11,72,1
kite,25.7,32.6,3/12/11,73,1
kite,25.7,32.6,3/7/12,68,1
kite,30.5,31.1,11/5/00,310,1
kite,29.2,25.5,11/23/07,328,1
kite,30.4,31.4,3/5/12,66,1
kite,29.6,32.3,3/10/06,71,1
kite,29.9,32.4,3/17/12,78,1
kite,25.7,32.6,8/10/87,223,1
kite,25.7,32.6,10/31/00,305,1
kite,25.7,32.6,10/11/02,285,1
kite,24.5,32.9,3/28/06,89,1
kite,25.7,32.6,10/30/10,304,1
kite,25.7,28.9,11/3/10,308,1
kite,15.3,38.9,4/11/01,102,1
kite,15.4,39.0,4/14/01,105,1
kite,15.3,38.9,4/12/01,103,1
kite,15.3,38.9,4/13/01,104,1
kite,15.4,38.9,4/15/01,106,1
kite,15.4,38.9,4/21/01,112,1
kite,15.3,38.9,4/25/01,116,1
kite,15.6,38.9,4/24/01,115,1
kite,15.4,39.1,4/23/01,114,1
kite,36.1,-5.7,3/18/73,79,1
kite,36.1,-5.7,3/23/73,84,1
kite,36.1,-5.5,3/20/73,81,1
kite,36.1,-5.7,3/25/73,86,1
kite,36.1,-5.5,4/5/73,96,1
kite,37.0,-6.4,4/20/73,111,1
kite,37.1,-6.5,4/19/73,110,1
kite,36.1,-5.6,4/12/73,103,1
kite,37.1,-6.5,4/21/73,112,1
kite,36.1,-5.5,3/20/78,81,1
kite,36.1,-5.7,3/23/78,84,1
kite,37.1,-6.4,7/24/82,207,1
kite,36.7,-5.1,8/9/86,222,1
kite,37.1,-6.5,8/7/86,220,1
kite,37.1,-4.2,8/14/91,227,1
kite,36.8,-2.1,7/20/92,203,1
kite,36.6,-6.4,9/14/92,258,1
kite,36.7,-5.2,4/26/93,117,1
kite,36.7,-5.2,4/26/93,117,1
kite,36.5,-5.2,6/26/93,178,1
kite,36.1,-5.5,9/23/95,267,1
kite,36.1,-5.5,9/24/95,268,1
kite,36.1,-5.5,9/26/95,270,1
kite,36.0,-5.6,9/29/95,273,1
kite,36.1,-5.5,9/25/95,269,1
kite,36.1,-5.5,10/5/95,279,1
kite,37.1,-6.5,6/17/96,169,1
kite,37.1,-6.5,6/16/96,168,1
kite,36.6,-6.1,6/18/96,170,1
kite,37.0,-4.9,6/19/96,171,1
kite,37.1,-4.8,6/19/96,171,1
kite,36.0,-5.6,8/31/97,244,1
kite,36.1,-5.5,9/3/97,247,1
kite,36.0,-5.6,9/5/97,249,1
kite,36.0,-5.6,9/2/97,246,1
kite,36.6,-6.1,9/5/97,249,1
kite,36.1,-5.5,9/3/97,247,1
kite,36.0,-5.6,9/1/97,245,1
kite,36.1,-5.5,9/4/97,248,1
kite,37.0,-6.4,9/8/97,252,1
kite,36.3,-5.8,9/16/98,260,1
kite,36.0,-5.6,9/14/98,258,1
kite,37.1,-6.5,3/9/99,70,1
kite,37.1,-6.5,3/10/99,71,1
kite,37.1,-6.5,3/10/99,71,1
kite,36.8,-5.4,3/17/99,78,1
kite,37.0,-6.6,7/2/99,185,1
kite,37.0,-6.6,7/2/99,185,1
kite,36.9,-6.2,4/30/01,121,1
kite,37.1,-6.5,5/1/01,123,1
kite,37.1,-6.5,5/2/01,124,1
kite,37.1,-6.5,7/5/01,188,1
kite,37.1,-6.5,7/4/01,187,1
kite,37.0,-6.5,7/17/01,200,1
kite,37.1,-6.4,7/17/01,200,1
kite,37.1,-6.5,7/18/01,201,1
kite,36.8,-2.7,8/28/02,241,1
kite,38.1,-2.8,4/16/03,107,1
kite,37.1,-6.4,6/26/04,178,1
kite,36.9,-6.4,6/28/04,180,1
kite,37.1,-6.5,6/29/04,181,1
kite,37.1,-6.4,6/25/04,177,1
kite,37.1,-6.5,6/24/04,176,1
kite,37.0,-6.6,6/28/04,180,1
kite,37.1,-6.5,6/29/04,181,1
kite,37.1,-6.5,6/6/04,158,1
kite,36.3,-5.5,6/2/04,154,1
kite,37.0,-6.5,8/9/04,222,1
kite,36.3,-5.9,8/11/04,224,1
kite,37.0,-6.5,8/10/04,223,1
kite,37.1,-6.8,8/8/04,221,1
kite,36.1,-5.6,9/6/04,250,1
kite,36.1,-5.6,9/6/04,250,1
kite,37.1,-6.5,4/8/05,99,1
kite,37.1,-6.5,4/9/05,100,1
kite,37.1,-6.5,4/10/05,101,1
kite,37.1,-6.5,4/10/05,101,1
kite,37.1,-6.5,4/9/05,100,1
kite,36.8,-5.2,4/4/05,95,1
kite,37.1,-6.5,5/21/05,143,1
kite,37.0,-6.3,5/22/05,144,1
kite,37.1,-4.5,2/26/06,56,1
kite,36.9,-6.3,4/27/06,118,1
kite,36.6,-5.3,4/30/06,121,1
kite,36.5,-5.3,4/3/06,94,1
kite,36.5,-5.3,4/6/06,97,1
kite,36.5,-5.3,4/10/06,101,1
kite,36.5,-5.3,4/11/06,102,1
kite,36.5,-5.3,4/16/06,107,1
kite,36.5,-5.3,4/19/06,110,1
kite,36.3,-5.4,4/20/06,111,1
kite,36.5,-5.3,4/29/06,120,1
kite,36.5,-5.3,5/3/06,125,1
kite,36.5,-5.3,5/9/06,131,1
kite,36.5,-5.3,5/16/06,138,1
kite,36.5,-5.3,5/29/06,151,1
kite,37.1,-6.5,5/20/06,142,1
kite,36.5,-5.3,5/6/06,128,1
kite,36.5,-5.3,5/2/06,124,1
kite,37.1,-6.5,5/29/06,151,1
kite,37.1,-6.5,5/28/06,150,1
kite,37.0,-6.4,4/30/07,121,1
kite,36.0,-5.6,5/3/07,125,1
kite,37.0,-6.4,5/1/07,123,1
kite,37.0,-6.4,5/2/07,124,1
kite,36.6,-6.1,2/11/08,41,1
kite,37.1,-6.4,4/23/08,114,1
kite,37.1,-6.5,4/24/08,115,1
kite,36.6,-6.1,4/10/08,101,1
kite,37.1,-6.5,4/20/08,111,1
kite,36.1,-5.7,4/11/08,102,1
kite,37.1,-6.7,4/25/08,116,1
kite,36.2,-6.0,4/5/08,96,1
kite,37.1,-6.5,4/21/08,112,1
kite,36.3,-5.3,4/12/08,103,1
kite,37.1,-4.8,4/26/08,117,1
kite,37.1,-6.7,4/22/08,113,1
kite,36.2,-5.9,9/26/08,270,1
kite,38.3,-4.0,4/9/09,100,1
kite,37.0,-6.4,7/25/09,208,1
kite,36.6,-6.1,7/31/09,214,1
kite,36.6,-6.2,7/26/09,209,1
kite,36.6,-6.1,7/31/09,214,1
kite,37.1,-6.5,7/30/09,213,1
kite,37.1,-6.5,7/30/09,213,1
kite,36.1,-5.5,9/7/09,251,1
kite,36.1,-5.8,9/6/09,250,1
kite,36.1,-5.6,9/4/09,248,1
kite,36.1,-5.6,9/3/09,247,1
kite,36.6,-6.1,9/8/09,252,1
kite,36.2,-5.8,9/4/09,248,1
kite,36.1,-5.6,9/2/09,246,1
kite,36.1,-5.6,3/19/10,80,1
kite,36.0,-5.5,3/19/10,80,1
kite,36.1,-5.8,3/18/10,79,1
kite,36.0,-5.6,3/19/10,80,1
kite,37.0,-6.6,3/17/10,78,1
kite,36.6,-6.1,3/18/10,79,1
kite,36.4,-5.3,4/16/10,107,1
kite,37.1,-6.5,5/26/10,148,1
kite,36.2,-5.8,5/8/10,130,1
kite,37.1,-6.5,5/4/10,126,1
kite,37.1,-6.6,5/3/10,125,1
kite,37.1,-6.5,5/22/10,144,1
kite,37.0,-6.4,5/23/10,145,1
kite,36.5,-6.3,6/15/10,167,1
kite,37.0,-6.4,8/3/10,216,1
kite,36.0,-5.6,9/24/10,268,1
kite,36.2,-5.8,9/26/10,270,1
kite,36.2,-5.8,9/25/10,269,1
kite,36.2,-5.5,9/15/10,259,1
kite,36.2,-5.5,2/17/11,47,1
kite,36.2,-5.5,2/18/11,48,1
kite,36.2,-5.8,2/18/11,48,1
kite,36.0,-5.6,2/18/11,48,1
kite,37.1,-6.5,3/10/11,71,1
kite,37.2,-6.0,3/7/11,68,1
kite,36.9,-6.3,4/15/11,106,1
kite,36.9,-6.3,4/15/11,106,1
kite,36.8,-5.2,4/22/11,113,1
kite,37.0,-6.4,5/21/11,143,1
kite,37.1,-6.5,5/21/11,143,1
kite,37.0,-6.6,5/21/11,143,1
kite,37.0,-6.6,5/21/11,143,1
kite,37.1,-6.5,5/21/11,143,1
kite,37.1,-6.5,5/22/11,144,1
kite,37.1,-6.5,5/22/11,144,1
kite,37.0,-6.4,5/24/11,146,1
kite,37.1,-6.4,5/23/11,145,1
kite,37.0,-6.6,5/24/11,146,1
kite,37.2,-6.2,5/23/11,145,1
kite,37.2,-6.2,5/23/11,145,1
kite,37.1,-6.7,5/25/11,147,1
kite,37.1,-6.4,5/23/11,145,1
kite,37.0,-6.6,5/24/11,146,1
kite,37.1,-6.5,5/20/11,142,1
kite,37.0,-6.6,5/20/11,142,1
kite,37.1,-6.5,5/20/11,142,1
kite,37.3,-5.4,5/19/11,141,1
kite,37.0,-6.6,5/20/11,142,1
kite,37.0,-6.4,5/22/11,144,1
kite,37.0,-6.4,5/23/11,145,1
kite,37.0,-6.4,5/24/11,146,1
kite,37.0,-6.4,5/24/11,146,1
kite,36.9,-6.3,5/27/11,149,1
kite,36.9,-6.4,5/24/11,146,1
kite,37.1,-6.5,5/21/11,143,1
kite,37.2,-6.4,5/21/11,143,1
kite,36.7,-5.3,5/22/11,144,1
kite,36.0,-5.6,9/28/11,272,1
kite,36.0,-5.6,10/2/11,276,1
kite,36.1,-5.6,10/1/11,275,1
kite,36.1,-5.6,10/2/11,276,1
kite,37.2,-5.1,12/20/11,355,1
kite,37.0,-6.4,1/2/12,2,1
kite,37.4,-6.0,3/26/12,87,1
kite,37.4,-6.0,3/27/12,88,1
kite,37.0,-6.4,3/1/12,62,1
kite,36.7,-5.3,4/8/12,99,1
kite,36.2,-5.3,4/18/12,109,1
kite,37.0,-6.6,4/19/12,110,1
kite,37.0,-6.6,4/20/12,111,1
kite,37.1,-6.5,4/30/12,121,1
kite,36.6,-5.5,4/17/12,108,1
kite,37.0,-6.6,4/21/12,112,1
kite,37.0,-6.4,5/1/12,123,1
kite,37.2,-7.0,5/2/12,124,1
kite,37.0,-6.4,5/3/12,125,1
kite,37.0,-6.4,5/15/12,137,1
kite,36.7,-5.6,5/17/12,139,1
kite,37.1,-6.4,6/24/12,176,1
kite,37.9,-4.7,7/10/12,193,1
kite,36.5,-6.3,7/12/12,195,1
kite,36.1,-5.5,9/11/12,255,1
kite,36.0,-5.6,9/11/12,255,1
kite,36.1,-5.5,9/15/12,259,1
kite,36.0,-5.6,9/28/12,272,1
kite,36.1,-5.8,10/10/12,284,1
kite,36.6,-6.1,10/11/12,285,1
kite,36.2,-5.7,10/10/12,284,1
kite,36.2,-5.7,10/9/12,283,1
kite,42.4,-0.7,7/8/84,191,1
kite,42.4,-0.7,7/14/84,197,1
kite,42.4,-0.7,7/15/84,198,1
kite,42.4,-0.7,7/11/84,194,1
kite,42.4,-0.7,7/12/84,195,1
kite,41.5,-0.2,8/24/91,237,1
kite,42.6,-0.6,6/25/94,177,1
kite,41.0,-1.5,3/16/98,77,1
kite,42.6,-0.1,4/12/98,103,1
kite,42.8,-0.8,5/26/98,148,1
kite,41.4,-0.2,5/25/98,147,1
kite,41.4,-0.2,5/23/98,145,1
kite,42.6,-0.6,6/29/99,181,1
kite,42.6,-0.5,6/30/99,182,1
kite,42.8,-0.4,6/28/99,180,1
kite,42.4,0.1,7/2/99,185,1
kite,42.6,0.0,7/11/99,194,1
kite,42.4,0.2,7/9/99,192,1
kite,42.7,-0.7,7/6/00,189,1
kite,42.5,-0.7,5/5/01,127,1
kite,40.8,-1.1,6/15/01,167,1
kite,42.5,-0.6,8/22/02,235,1
kite,42.7,-0.1,4/15/03,106,1
kite,42.6,-0.8,7/22/06,205,1
kite,41.7,0.1,5/10/07,132,1
kite,42.6,-0.9,7/4/07,187,1
kite,42.4,-0.7,7/6/07,189,1
kite,42.8,-0.6,7/5/07,188,1
kite,42.6,-0.1,4/30/08,121,1
kite,42.5,0.4,6/9/09,161,1
kite,41.3,-0.7,6/8/10,160,1
kite,42.6,0.1,5/16/11,138,1
kite,42.2,-0.3,5/19/12,141,1
kite,41.4,-0.6,5/14/12,136,1
kite,42.3,-0.7,5/23/12,145,1
kite,42.1,0.1,5/26/12,148,1
kite,42.6,0.1,10/24/12,298,1
kite,42.4,0.1,10/22/12,296,1
kite,43.1,-6.2,9/27/09,271,1
kite,43.4,-4.1,6/28/91,180,1
kite,43.4,-3.4,4/12/05,103,1
kite,43.1,-4.8,6/23/05,175,1
kite,43.4,-4.4,6/23/05,175,1
kite,43.1,-4.8,5/7/07,129,1
kite,43.2,-4.8,5/8/07,130,1
kite,43.0,-4.0,3/8/11,69,1
kite,43.0,-4.0,4/23/12,114,1
kite,43.0,-4.0,4/26/12,117,1
kite,43.0,-4.0,5/24/12,146,1
kite,40.8,-4.2,6/26/79,178,1
kite,42.1,-4.0,5/28/83,150,1
kite,41.0,-6.4,5/19/83,141,1
kite,41.2,-5.5,5/22/83,144,1
kite,41.0,-4.1,7/6/84,189,1
kite,40.9,-5.5,7/24/92,207,1
kite,42.7,-4.3,6/24/95,176,1
kite,40.5,-5.2,6/30/99,182,1
kite,40.4,-5.1,6/24/99,176,1
kite,40.4,-5.1,6/23/99,175,1
kite,40.7,-4.9,6/22/99,174,1
kite,40.4,-5.1,6/22/99,174,1
kite,40.9,-4.1,6/29/99,181,1
kite,40.5,-5.2,6/30/99,182,1
kite,41.8,-5.7,7/29/99,212,1
kite,40.8,-5.6,5/5/01,127,1
kite,41.3,-3.8,6/10/01,162,1
kite,41.3,-3.8,6/10/01,162,1
kite,41.8,-4.6,4/11/05,102,1
kite,40.4,-5.1,5/17/07,139,1
kite,40.3,-5.2,5/17/07,139,1
kite,40.4,-5.0,5/18/07,140,1
kite,40.4,-5.0,5/18/07,140,1
kite,40.3,-5.2,5/18/07,140,1
kite,41.8,-4.6,4/17/08,108,1
kite,40.4,-5.0,5/14/08,136,1
kite,40.3,-5.2,5/15/08,137,1
kite,40.9,-4.1,1/3/09,3,1
kite,42.9,-3.8,3/21/09,82,1
kite,42.9,-3.8,4/28/09,119,1
kite,42.9,-3.8,4/2/09,93,1
kite,42.9,-3.8,5/9/09,131,1
kite,42.9,-3.8,5/5/09,127,1
kite,40.4,-5.5,5/11/09,133,1
kite,42.9,-3.8,6/15/09,167,1
kite,42.9,-3.8,6/12/09,164,1
kite,41.3,-3.8,7/1/09,184,1
kite,42.9,-3.8,4/1/10,92,1
kite,42.9,-3.8,6/18/10,170,1
kite,42.9,-3.8,7/26/10,209,1
kite,42.9,-4.2,7/21/10,204,1
kite,42.9,-3.8,9/7/10,251,1
kite,40.9,-4.0,4/27/11,118,1
kite,42.9,-3.8,4/15/11,106,1
kite,40.7,-4.7,5/24/11,146,1
kite,42.9,-3.8,6/11/11,163,1
kite,41.8,-5.6,9/1/11,245,1
kite,42.0,-4.9,2/10/12,40,1
kite,40.7,-4.7,3/31/12,92,1
kite,42.9,-3.8,3/31/12,92,1
kite,42.9,-3.8,4/1/12,92,1
kite,42.9,-3.8,4/30/12,121,1
kite,40.3,-5.2,5/7/12,129,1
kite,40.3,-5.2,5/8/12,130,1
kite,40.2,-5.0,6/2/12,154,1
kite,39.8,-4.0,4/22/00,113,1
kite,39.4,-4.5,7/12/00,195,1
kite,39.4,-4.5,7/12/00,195,1
kite,40.2,-2.0,7/17/01,200,1
kite,39.6,-4.4,8/13/04,226,1
kite,39.7,-4.4,4/8/06,99,1
kite,39.5,-4.5,4/8/06,99,1
kite,39.3,-4.3,4/10/06,101,1
kite,39.5,-4.4,4/9/06,100,1
kite,40.8,-3.1,5/28/06,150,1
kite,39.4,-3.2,4/19/07,110,1
kite,39.4,-3.2,5/5/07,127,1
kite,39.4,-3.2,3/13/09,74,1
kite,39.4,-3.2,11/9/09,314,1
kite,39.4,-3.2,2/8/11,38,1
kite,39.9,-5.3,3/22/11,83,1
kite,39.9,-5.1,3/25/11,86,1
kite,39.9,-4.0,5/22/11,144,1
kite,39.9,-4.0,6/30/11,182,1
kite,39.4,-3.2,11/28/11,333,1
kite,39.4,-3.2,11/28/11,333,1
kite,39.9,-4.0,3/25/12,86,1
kite,39.1,-3.7,4/29/12,120,1
kite,39.5,-4.3,5/10/12,132,1
kite,38.6,-4.6,5/9/12,131,1
kite,39.8,-5.0,5/5/12,127,1
kite,38.6,-4.6,5/22/12,144,1
kite,40.0,-5.1,6/2/12,154,1
kite,28.5,-16.3,12/14/11,349,1
kite,42.1,2.2,3/26/84,87,1
kite,42.0,3.1,4/3/84,94,1
kite,42.3,3.3,5/30/84,152,1
kite,40.6,0.7,9/10/93,254,1
kite,42.3,3.1,5/4/94,126,1
kite,41.7,1.3,4/27/99,118,1
kite,41.3,2.1,4/29/99,120,1
kite,42.5,2.9,4/22/01,113,1
kite,41.3,1.9,8/7/04,220,1
kite,41.6,0.7,5/26/08,148,1
kite,41.4,2.1,9/12/09,256,1
kite,41.4,2.1,9/13/09,257,1
kite,41.4,2.1,9/15/09,259,1
kite,41.4,2.1,9/17/09,261,1
kite,42.2,2.7,6/6/10,158,1
kite,41.3,2.1,6/7/10,159,1
kite,41.5,0.7,6/7/10,159,1
kite,40.7,0.8,6/9/10,161,1
kite,42.8,0.7,6/6/10,158,1
kite,41.3,2.1,7/5/11,188,1
kite,41.5,0.6,2/16/12,46,1
kite,42.2,3.1,3/25/12,86,1
kite,42.3,1.0,4/5/12,96,1
kite,42.2,1.1,4/6/12,97,1
kite,41.5,0.5,5/18/12,140,1
kite,41.5,0.6,5/18/12,140,1
kite,41.5,0.6,5/23/12,145,1
kite,42.2,0.9,6/16/12,168,1
kite,42.6,1.0,7/20/12,203,1
kite,39.8,-6.0,4/22/73,113,1
kite,39.9,-5.5,4/25/83,116,1
kite,39.1,-6.9,4/21/83,112,1
kite,39.7,-6.6,4/22/83,113,1
kite,39.3,-6.3,4/12/84,103,1
kite,39.8,-6.0,4/12/84,103,1
kite,39.6,-6.0,6/30/95,182,1
kite,39.8,-6.1,4/22/96,113,1
kite,39.6,-6.3,4/21/96,112,1
kite,39.8,-6.1,4/21/96,112,1
kite,39.6,-6.3,4/22/96,113,1
kite,39.5,-5.8,4/20/96,111,1
kite,39.5,-6.1,4/20/96,111,1
kite,38.9,-5.3,6/15/96,167,1
kite,38.6,-5.8,6/14/96,166,1
kite,38.7,-5.8,6/15/96,167,1
kite,39.8,-5.9,7/13/96,196,1
kite,39.8,-6.0,3/18/98,79,1
kite,39.8,-6.0,3/19/98,80,1
kite,39.8,-6.0,6/26/99,178,1
kite,39.8,-6.0,6/24/99,176,1
kite,39.8,-5.9,7/1/99,184,1
kite,39.8,-5.9,7/1/99,184,1
kite,39.9,-6.1,4/18/00,109,1
kite,39.8,-6.0,4/18/00,109,1
kite,39.6,-6.0,4/20/00,111,1
kite,39.8,-6.0,4/19/00,110,1
kite,39.8,-6.0,4/20/00,111,1
kite,39.7,-6.3,4/19/00,110,1
kite,39.8,-6.0,5/4/01,126,1
kite,38.8,-5.4,5/3/01,125,1
kite,39.4,-5.9,5/3/01,125,1
kite,39.4,-5.8,7/1/01,184,1
kite,39.8,-6.1,7/2/01,185,1
kite,38.8,-6.4,2/24/03,54,1
kite,39.8,-6.0,4/25/04,116,1
kite,39.5,-6.1,5/12/05,134,1
kite,39.8,-5.9,5/14/05,136,1
kite,39.9,-6.2,5/13/05,135,1
kite,39.8,-5.9,3/18/07,79,1
kite,39.9,-5.4,4/29/07,120,1
kite,39.5,-5.8,5/13/07,135,1
kite,39.6,-6.0,5/13/07,135,1
kite,39.6,-6.2,5/13/07,135,1
kite,39.8,-6.0,5/14/07,136,1
kite,39.6,-6.0,5/14/07,136,1
kite,39.5,-6.2,5/16/07,138,1
kite,39.8,-6.0,5/15/07,137,1
kite,39.6,-6.0,5/15/07,137,1
kite,39.8,-6.0,5/17/08,139,1
kite,39.8,-6.0,5/11/08,133,1
kite,39.8,-5.7,5/12/08,134,1
kite,39.5,-5.8,5/12/08,134,1
kite,39.5,-5.8,5/11/08,133,1
kite,39.5,-6.3,5/11/08,133,1
kite,39.5,-6.1,5/11/08,133,1
kite,39.8,-6.1,6/7/08,159,1
kite,39.8,-6.1,6/3/08,155,1
kite,39.1,-5.5,6/4/08,156,1
kite,39.1,-5.5,6/5/08,157,1
kite,39.8,-6.1,6/6/08,158,1
kite,39.8,-6.1,6/7/08,159,1
kite,39.1,-5.5,6/4/08,156,1
kite,39.8,-6.1,6/3/08,155,1
kite,39.1,-5.5,6/5/08,157,1
kite,39.8,-6.1,6/6/08,158,1
kite,39.6,-6.0,4/16/09,107,1
kite,39.4,-5.8,4/15/09,106,1
kite,39.5,-6.0,4/21/09,112,1
kite,39.5,-5.8,4/19/09,110,1
kite,39.8,-6.0,4/16/09,107,1
kite,39.5,-5.8,4/15/09,106,1
kite,39.8,-5.7,4/20/09,111,1
kite,39.8,-6.0,4/20/09,111,1
kite,39.5,-5.8,4/20/09,111,1
kite,39.8,-6.0,4/17/09,108,1
kite,39.5,-5.8,4/16/09,107,1
kite,39.2,-5.7,4/19/09,110,1
kite,39.2,-5.7,4/18/09,109,1
kite,39.6,-6.0,4/15/09,106,1
kite,39.5,-5.8,5/10/09,132,1
kite,39.8,-6.0,5/11/09,133,1
kite,39.8,-6.0,5/25/09,147,1
kite,39.6,-6.2,5/25/09,147,1
kite,39.6,-6.0,5/25/09,147,1
kite,39.8,-5.7,5/25/09,147,1
kite,39.9,-6.0,5/9/09,131,1
kite,39.5,-6.1,5/6/09,128,1
kite,39.8,-6.0,3/31/10,92,1
kite,39.8,-6.1,3/31/10,92,1
kite,39.3,-6.5,3/27/10,88,1
kite,39.9,-6.0,3/31/10,92,1
kite,40.2,-6.0,3/28/10,89,1
kite,40.2,-6.2,3/30/10,91,1
kite,39.8,-6.1,3/22/10,83,1
kite,39.8,-6.1,3/21/10,82,1
kite,39.9,-6.0,3/25/10,86,1
kite,39.8,-6.0,3/21/10,82,1
kite,39.8,-6.0,3/21/10,82,1
kite,40.1,-6.4,4/1/10,92,1
kite,40.1,-6.5,4/1/10,92,1
kite,40.2,-6.0,4/2/10,93,1
kite,39.8,-6.1,4/30/10,121,1
kite,38.3,-6.3,4/18/10,109,1
kite,39.5,-6.0,5/22/10,144,1
kite,39.5,-5.9,5/19/10,141,1
kite,39.5,-6.2,5/11/10,133,1
kite,39.8,-5.7,5/10/10,132,1
kite,39.5,-6.0,5/1/10,123,1
kite,39.8,-6.1,5/2/10,124,1
kite,39.2,-5.7,5/1/10,123,1
kite,39.5,-6.1,3/23/11,84,1
kite,39.9,-6.0,3/24/11,85,1
kite,39.8,-6.0,4/4/11,95,1
kite,39.8,-6.0,4/30/11,121,1
kite,40.2,-6.1,4/30/11,121,1
kite,40.2,-6.1,4/29/11,120,1
kite,39.8,-6.0,5/1/11,123,1
kite,39.5,-5.8,5/5/11,127,1
kite,39.4,-5.9,5/6/11,128,1
kite,39.8,-6.0,5/8/11,130,1
kite,39.8,-6.1,6/25/11,177,1
kite,39.7,-5.8,6/30/11,182,1
kite,39.8,-6.1,3/18/12,79,1
kite,39.8,-6.0,4/23/12,114,1
kite,39.8,-6.0,5/5/12,127,1
kite,39.5,-6.3,5/4/12,126,1
kite,38.8,-6.3,5/3/12,125,1
kite,39.8,-6.0,5/5/12,127,1
kite,39.8,-6.0,5/5/12,127,1
kite,38.9,-6.3,7/10/12,193,1
kite,42.4,-7.2,4/10/12,101,1
kite,39.8,3.1,4/22/91,113,1
kite,39.8,3.1,3/9/01,70,1
kite,39.8,3.1,10/18/04,292,1
kite,39.9,3.2,4/26/06,117,1
kite,40.1,4.2,5/6/06,128,1
kite,39.9,3.2,4/23/07,114,1
kite,40.9,-3.9,7/30/99,213,1
kite,40.7,-4.1,5/13/07,135,1
kite,40.5,-3.8,3/21/08,82,1
kite,40.3,-3.5,3/22/08,83,1
kite,40.6,-4.0,7/20/10,203,1
kite,40.7,-3.7,5/21/11,143,1
kite,40.5,-3.5,3/23/12,84,1
kite,40.4,-3.8,5/5/12,127,1
kite,40.4,-3.7,5/16/12,138,1
kite,40.5,-3.6,6/9/12,161,1
kite,40.5,-3.8,6/3/12,155,1
